ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,980,1029,0,1050,-10.8,,1541,LN,1,-1.9,,,
1975,arroz,,600,780,0,1300,-0.2,23.8,1537,N,0,-0.2,,,
1976,arroz,,600,780,0,1300,-7.9,0,1532,LN,0,-1.1,,,
1977,arroz,,1220,1830,0,1500,-0.2,15.4,1528,EN,0,1.1,,,
1978,arroz,,1150,1725,0,1500,-4.9,0,1522,EN,0,1.1,,,
1979,arroz,,560,1232,0,2200,34.7,46.7,1515,N,0,0.2,,,
1980,arroz,,1395,2790,0,2000,19.2,-9.1,1506,EN,0,0.7,,,
1981,arroz,,1655,3310,0,2000,17.4,0,1495,N,0,0.2,1129,23,16
1982,arroz,,2600,3000,0,1154,-32.6,-42.3,1482,N,0,0,1030,28,1
1983,arroz,,1880,3380,0,1798,5.1,55.8,1467,EN,1,2.5,913,16,45
1984,arroz,,1880,2056,0,1094,-35,-39.2,1450,LN,0,-1,931,12,18
1985,arroz,,2950,5700,0,1932,19,76.7,1431,LN,0,-1,1079,21,13
1986,arroz,,3000,5910,0,1970,25.5,2,1411,N,0,-0.2,1007,13,0
1987,arroz,,2990,5079,0,1699,12,-13.8,1389,EN,1,1.5,594,12,42
1988,arroz,3647,3647,5081,1e-04,1393,-3.8,-18,1366,EN,0,0.9,845,21,30
1989,arroz,3450,3450,3831,2e-04,1110,-19.6,-20.3,1342,LN,1,-1.9,714,14,13
1990,arroz,2218,2218,1413,0.0072,637,-52.1,-42.6,1318,N,0,0,1148,26,16
1991,arroz,1602,1602,2510,0.0568,1567,23,145.9,1293,EN,0,0.5,894,13,19
1992,arroz,1830,1830,2658,0.7906,1452,20.3,-7.3,1269,EN,1,2.1,1182,19,8
1993,arroz,1460,1460,2547,13.4113,1745,48.7,20.1,1245,N,0,0.3,973,13,12
1994,arroz,1650,1650,1650,248,1000,-16.8,-42.7,1221,N,0,0.3,848,11,32
1995,arroz,1650,1650,1650,264,1000,-20.9,0,1198,EN,0,1.4,683,13,42
1996,arroz,1500,1500,1090,436,727,-44.5,-27.3,1174,LN,0,-0.9,745,13,28
1997,arroz,1200,1200,800,328,667,-50.7,-8.3,1151,N,0,-0.3,1201,12,14
1998,arroz,1550,1550,2800,840,1806,27.6,171,1128,EN,1,2.3,755,16,55
1999,arroz,1550,1550,2800,1400,1806,24.3,0,1104,LN,1,-1.6,838,14,30
2000,arroz,1550,1550,2800,1092,1806,23,0,1081,LN,1,-1.6,1024,13,12
2001,arroz,1550,1550,2800,868,1806,21.6,0,1057,LN,0,-0.7,781,16,24
2002,arroz,1550,1550,2800,868,1806,20.9,0,1034,N,0,-0.3,973,13,7
2003,arroz,500,500,475,204,950,-36,-47.4,1012,EN,0,1.2,842,29,44
2004,arroz,500,500,475,269,950,-33.8,0,991,N,0,0.3,1182,12,33
2005,arroz,510,510,927,417,1818,34.2,91.3,971,EN,0,0.7,1041,15,22
2006,arroz,500,500,95,38,190,-85.2,-89.5,953,LN,0,-0.8,1023,28,46
2007,arroz,500,460,850,425,1848,54.3,200,938,EN,0,0.9,1291,10,3
2008,arroz,500,500,95,76,190,-82.6,-89.7,926,LN,1,-1.5,733,19,37
2009,arroz,500,500,900,720,1800,77.1,200,917,LN,0,-0.8,846,37,33
2010,arroz,500,500,360,259,720,-25.2,-60,911,EN,1,1.6,909,10,23
2011,arroz,400,290,378,265,1303,43,81,909,LN,1,-1.6,1165,8,18
2012,arroz,250,120,144,101,1200,36.4,-7.9,910,LN,0,-1,950,26,8
2013,arroz,10,10,5,4,500,-42.6,-58.3,915,N,0,-0.4,933,17,37
2014,arroz,250,150,53,42,353,-59.7,-29.3,924,N,0,-0.3,867,19,24
2015,arroz,50,5,2,2,400,-55.3,13.2,936,EN,0,0.6,641,23,41
2016,arroz,100,100,150,135,1500,62.5,200,951,EN,1,2.4,722,22,80
2017,arroz,60,42,40,54,952,-1.2,-36.5,970,LN,0,-1,689,16,51
2018,arroz,45,45,45,59,1000,-1.7,5,991,LN,0,-1.3,896,21,32
2019,arroz,45,45,45,56,1000,-7.7,0,1015,EN,0,0.7,871,13,48
2020,arroz,40,40,60,83,1500,29.1,50,1041,N,0,0.2,918,20,60
2021,arroz,50,50,60,90,1200,-4.3,-20,1069,LN,0,-1.4,894,10,32
2022,arroz,40,40,60,89,1500,10.5,25,1098,LN,0,-1.2,1636,14,11
2023,arroz,40,40,60,101,1500,1.7,0,1129,LN,0,-1,866,17,23
2024,arroz,40,40,56,110,1400,-12.7,-6.7,1161,EN,1,1.5,522,11,74
1974,cana,,8671,294485,0,33962,1.6,,30755,LN,1,-1.5,,,
1975,cana,,7762,240630,0,31001,-4.7,-8.7,30723,N,0,-0.1,,,
