ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,100,87,0,870,-17.6,,LN,1,,,
1975,arroz,,340,510,0,1500,38.9,72.4,N,0,,,
1976,arroz,,400,320,0,800,-27.3,-46.7,LN,0,,,
1977,arroz,,450,450,0,1000,-10.6,25,EN,0,,,
1978,arroz,,500,660,0,1320,16.6,32,EN,0,,,
1979,arroz,,276,345,0,1250,9.5,-5.3,N,0,,,
1980,arroz,,161,224,0,1391,21.2,11.3,EN,0,,,
1981,arroz,,394,440,0,1117,-3,-19.7,N,0,959,15,18
1982,arroz,,550,552,0,1004,-12.8,-10.1,N,0,552,13,19
1983,arroz,,328,264,0,805,-29.9,-19.8,EN,1,560,13,40
1984,arroz,,736,903,0,1227,8,52.4,LN,0,614,10,21
1985,arroz,,589,722,0,1226,9.6,-0.1,LN,0,836,10,31
1986,arroz,,686,848,0,1236,12.2,0.8,N,0,961,9,0
1987,arroz,,468,294,0,628,-41.9,-49.2,EN,1,629,13,20
1988,arroz,493,493,609,0,1235,17.1,96.6,EN,0,662,5,23
1989,arroz,410,410,506,1e-04,1234,18.8,-0.1,LN,1,594,8,32
1990,arroz,70,70,84,6e-04,1200,17.9,-2.8,N,0,816,18,12
1991,arroz,500,500,625,0.0136,1250,26.4,4.2,EN,0,694,12,16
1992,arroz,580,580,182,0.0702,314,-68.1,-74.9,EN,1,807,29,36
1993,arroz,660,660,413,2.6284,626,-37.6,99.4,EN,0,813,26,31
1994,arroz,700,700,806,113,1151,11.5,84,N,0,800,12,21
1995,arroz,700,700,700,98,1000,-6.7,-13.2,EN,0,576,26,43
1996,arroz,656,656,871,172,1328,16.4,32.8,LN,0,728,7,27
1997,arroz,1900,1900,2185,605,1150,-6.8,-13.4,N,0,909,22,4
1998,arroz,2940,2940,2273,636,773,-40.9,-32.8,EN,1,694,11,36
1999,arroz,1250,1250,2040,490,1632,18,111.1,LN,1,802,10,29
2000,arroz,2155,2155,3870,774,1796,21.8,10,LN,1,935,9,21
2001,arroz,800,800,1400,336,1750,13.8,-2.6,LN,0,666,15,14
2002,arroz,200,200,30,11,150,-90.4,-91.4,N,0,829,12,39
2003,arroz,198,198,299,138,1510,-4.7,200,EN,1,784,24,57
2004,arroz,400,340,538,350,1582,-0.4,4.8,N,0,1080,11,60
2005,arroz,450,450,775,233,1722,9.8,8.8,EN,0,895,22,48
2006,arroz,1050,1050,1330,399,1267,-17,-26.5,LN,0,664,22,59
2007,arroz,1650,1650,1394,558,845,-43.4,-33.3,EN,0,770,15,41
