ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,500,600,0,1200,7.2,,LN,1,,,
1975,arroz,,926,937,0,1012,-4.7,-15.7,LN,0,,,
1976,arroz,,500,600,0,1200,16.8,18.6,LN,1,,,
1977,arroz,,935,946,0,1012,-0.8,-15.7,EN,0,,,
1978,arroz,,935,947,0,1013,-2.2,0.1,EN,0,,,
1979,arroz,,960,775,0,807,-24.5,-20.3,N,0,,,
1980,arroz,,920,929,0,1010,-10.5,25.1,EN,0,,,
1981,arroz,,1000,1010,0,1010,-16.7,0,N,0,1116,23,6
1982,arroz,,1050,1060,0,1010,-22.6,0,N,0,1835,12,0
1983,arroz,,1019,1019,0,1000,-31,-0.9,EN,1,1648,11,3
1984,arroz,,1150,1150,0,1000,-37.8,0,LN,0,1284,10,1
1985,arroz,,368,746,0,2027,14.7,102.7,LN,0,1710,16,2
1986,arroz,,360,800,0,2222,13.4,9.6,N,0,1163,12,0
1987,arroz,,360,800,0,2222,5.7,0,EN,0,1017,16,3
1988,arroz,368,368,866,0,2353,8,5.9,EN,0,1497,12,11
1989,arroz,450,450,1000,0.0016,2222,-0.4,-5.6,LN,1,1089,11,0
1990,arroz,450,450,976,0.003,2169,-4.3,-2.4,N,0,1170,15,2
1991,arroz,444,444,976,0.0195,2198,-2.6,1.4,N,0,1385,7,0
1992,arroz,444,444,976,0.2108,2198,-0.4,0,EN,1,1323,12,0
1993,arroz,394,394,876,3.8956,2223,2.6,1.1,N,0,1233,11,0
1994,arroz,400,400,850,119,2125,-0.5,-4.4,N,0,1148,14,1
1995,arroz,400,400,850,196,2125,1,0,EN,0,1199,11,10
1996,arroz,340,340,720,252,2118,1.7,-0.3,LN,0,1223,11,1
1997,arroz,340,340,720,295,2118,2.8,0,N,0,1688,11,0
1998,arroz,75,75,141,63,1880,-8,-11.2,EN,1,1077,15,11
1999,arroz,75,75,141,40,1880,-7.8,0,LN,1,1111,10,2
2000,arroz,30,30,63,13,2100,3,11.7,LN,1,1246,14,3
2001,arroz,30,30,63,17,2100,2.8,0,LN,0,944,15,10
2002,arroz,20,20,42,11,2100,2.2,0,N,0,1155,10,0
2003,arroz,15,15,30,15,2000,-3.4,-4.8,EN,0,1302,20,13
2004,arroz,40,40,84,33,2100,0.7,5,N,0,1035,11,7
2005,arroz,50,50,120,54,2400,13.9,14.3,EN,0,1243,7,3
2006,arroz,50,50,100,70,2000,-6,-16.7,LN,0,1028,18,9
2007,arroz,50,50,150,75,3000,40.5,50,EN,0,1090,17,0
