ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,1000,1560,0,1560,14.6,,1445,LN,1,-1.9,,,
1975,arroz,,873,1500,0,1718,0.3,10.1,1619,N,0,-0.2,,,
1976,arroz,,1000,1500,0,1500,-26,-12.7,1818,LN,0,-1.1,,,
1977,arroz,,1000,1560,0,1560,-32.1,4,2049,EN,0,1.1,,,
1978,arroz,,900,2700,0,3000,18.6,92.3,2314,EN,0,1.1,,,
1979,arroz,,900,2520,0,2800,2.7,-6.7,2599,N,0,0.2,,,
1980,arroz,,1096,3295,0,3006,4.1,7.4,2877,EN,0,0.7,,,
1981,arroz,,1300,3900,0,3000,-0.4,-0.2,3105,N,0,0.2,646,15,22
1982,arroz,,1305,4568,0,3500,12.8,16.7,3242,N,0,0,1203,19,14
1983,arroz,,1400,4900,0,3500,12.3,0,3268,EN,1,2.5,843,14,29
1984,arroz,,1550,4210,0,2716,-12.4,-22.4,3196,LN,0,-1,1122,15,60
1985,arroz,,1690,4970,0,2941,-4.3,8.3,3069,LN,0,-1,1532,15,29
1986,arroz,,1700,5000,0,2941,-2,0,2941,N,0,-0.2,823,14,29
1987,arroz,,1450,4250,0,2931,-1.2,-0.3,2858,EN,1,1.5,747,13,57
1988,arroz,1400,1400,4200,1e-04,3000,0.9,2.4,2849,EN,0,0.9,1053,11,41
1989,arroz,1400,1400,4200,6e-04,3000,0.3,0,2924,LN,1,-1.9,980,12,17
1990,arroz,1450,725,2175,0.0129,3000,-2.7,0,3070,N,0,0,649,18,57
1991,arroz,790,790,2449,0.0733,3100,-3.8,3.3,3255,EN,0,0.5,999,16,30
1992,arroz,936,936,2901,0.7423,3099,-5.9,0,3420,EN,1,2.1,815,15,16
1993,arroz,1104,1104,3750,14.6865,3397,2.6,9.6,3500,N,0,0.3,914,12,20
1994,arroz,760,760,2660,399,3500,6.3,3,3449,N,0,0.3,1170,23,53
1995,arroz,500,500,1750,210,3500,10.7,0,3262,EN,0,1.4,698,12,59
1996,arroz,220,220,770,123,3500,18.2,0,2984,LN,0,-0.9,1034,10,56
1997,arroz,200,200,712,128,3560,27.7,1.7,2682,N,0,-0.3,1160,11,19
1998,arroz,50,50,100,20,2000,-20.6,-43.8,2418,EN,1,2.3,985,19,77
1999,arroz,50,50,100,30,2000,-12.3,0,2232,LN,1,-1.6,814,10,44
2000,arroz,50,50,100,20,2000,-10.3,0,2142,LN,1,-1.6,963,12,19
2001,arroz,20,20,40,10,2000,-9.7,0,2152,LN,0,-0.7,982,17,55
2002,arroz,20,20,40,12,2000,-11.2,0,2258,N,0,-0.3,887,11,30
2003,arroz,58,58,116,56,2000,-19.3,0,2448,EN,0,1.2,1160,19,65
2004,arroz,58,58,203,162,3500,27.6,75,2702,N,0,0.3,1268,8,17
2005,arroz,60,60,210,151,3500,19.6,0,2985,EN,0,0.7,1314,8,28
2006,arroz,35,35,122,61,3486,11.4,-0.4,3255,LN,0,-0.8,954,28,38
2007,arroz,30,30,105,46,3500,6.6,0.4,3474,EN,0,0.9,1443,12,26
2008,arroz,20,20,70,42,3500,3.1,0,3616,LN,1,-1.5,939,17,34
2009,arroz,25,25,88,35,3520,1.1,0.6,3675,LN,0,-0.8,1490,9,29
2010,arroz,20,20,70,33,3500,-1.2,-0.6,3666,EN,1,1.6,675,15,82
2011,arroz,10,10,35,17,3500,-2.5,0,3609,LN,1,-1.6,1423,18,41
2012,arroz,10,10,35,19,3500,-3.1,0,3524,LN,0,-1,758,17,27
2014,arroz,10,10,35,21,3500,-2.2,,3319,N,0,-0.3,709,13,58
2024,arroz,4,4,9,20,2250,1.4,,2267,EN,1,1.5,975,13,67
1974,cana,,7500,210000,0,28000,-16.4,,29565,LN,1,-1.5,,,
1975,cana,,7500,225000,0,30000,-20.4,7.1,34092,N,0,-0.1,,,
1976,cana,,7000,3e+05,0,42857,4.1,42.9,39163,LN,0,-1,,,
1977,cana,,2000,110000,0,55000,25.8,28.3,44511,EN,0,1,,,
1978,cana,,1485,74250,0,50000,9.7,-9.1,49554,EN,0,0.9,,,
1979,cana,,1650,82500,0,50000,6.7,0,53414,N,0,0.2,,,
1980,cana,,1480,82640,0,55838,17.9,11.7,55155,EN,0,0.6,,,
1981,cana,,800,40000,0,50000,6.2,-10.5,54217,N,0,0,646,15,22
1982,cana,,1700,85000,0,50000,7.5,0,50785,N,0,0.1,1203,19,14
1983,cana,,1950,97500,0,50000,12.5,0,45786,EN,1,2.5,843,14,29
1984,cana,,1950,68250,0,35000,-16.6,-30,40472,LN,0,-0.5,1122,15,60
1985,cana,,2500,87400,0,34960,-11.5,-0.1,35927,LN,0,-0.8,1532,15,29
1986,cana,,2495,87325,0,35000,-3.7,0.1,32825,N,0,-0.3,823,14,29
1987,cana,,2925,102375,0,35000,1.1,0,31475,EN,1,1.6,747,13,57
1988,cana,2925,2925,102375,1e-04,35000,-1.1,0,31971,EN,0,0.7,1053,11,41
1989,cana,2925,2925,102375,8e-04,35000,-6,0,34269,LN,1,-1.7,980,12,17
1990,cana,2925,2925,102375,0.0243,35000,-9.4,0,38128,N,0,0.2,649,18,57
1991,cana,1100,1100,38500,0.0378,35000,-13.6,0,42909,EN,0,0.6,999,16,30
1992,cana,823,823,28800,0.4346,34994,-19.1,0,47456,EN,1,2.3,815,15,16
1993,cana,110,110,6600,1.92,60000,34,71.5,50306,EN,0,0.5,914,12,20
