ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1993,arroz,146,146,219,0.5567,1500,,,,N,0,0.3,944,8,6
1995,arroz,72,72,87,15,1208,,,,EN,0,1.4,1245,9,29
1996,arroz,50,50,60,13,1200,,-0.7,,LN,0,-0.9,994,9,21
1997,arroz,40,40,60,16,1500,,25,,N,0,-0.3,1047,9,11
1998,arroz,40,40,60,23,1500,,0,,EN,1,2.3,1039,8,50
1999,arroz,40,40,60,13,1500,,0,,LN,1,-1.6,1130,10,25
2000,arroz,40,40,50,13,1250,,-16.7,,LN,1,-1.6,1203,11,31
2001,arroz,40,40,60,21,1500,,20,,LN,0,-0.7,722,13,27
2002,arroz,20,20,30,11,1500,,0,,N,0,-0.3,914,9,29
2003,arroz,60,60,102,41,1700,,13.3,,EN,0,1.2,888,8,57
2004,arroz,40,40,60,38,1500,,-11.8,,N,0,0.3,756,11,29
2005,arroz,50,50,60,23,1200,,-20,,EN,0,0.7,1087,13,35
2009,arroz,5,5,8,5,1600,,,,LN,0,-0.8,957,9,33
2010,arroz,5,5,10,5,2000,,25,,EN,1,1.6,1177,11,31
1993,cana,1966,1966,176958,85.9695,90009,-1.2,,95990,EN,0,0.5,944,8,6
1994,cana,2243,2243,195141,1756,87000,-1.8,-3.3,94719,N,0,0.3,911,9,23
1995,cana,2350,2350,206800,2275,88000,2.2,1.1,93464,EN,0,1.3,1245,9,29
1996,cana,3199,3199,271915,3807,85000,1.4,-3.4,92225,LN,0,-0.9,994,9,21
1997,cana,4025,4025,463940,6959,115265,41.3,35.6,91001,N,0,-0.2,1047,9,11
1998,cana,4574,4574,449212,6738,98210,23.2,-14.8,89791,EN,1,2.2,1039,8,50
1999,cana,5204,5204,511032,5621,98200,26.3,0,88595,LN,1,-1.5,1130,10,25
2000,cana,4000,4000,280000,4995,70000,-8.2,-28.7,87413,LN,1,-1.7,1203,11,31
2001,cana,4484,4484,313880,7452,70000,-8.7,0,86244,LN,0,-0.6,722,13,27
2002,cana,4400,4400,350000,10665,79545,2.7,13.6,85089,N,0,-0.1,914,9,29
2003,cana,3934,3934,304311,7912,77354,-2.5,-2.8,83946,EN,0,0.9,888,8,57
2004,cana,1971,1971,154676,4656,78476,-3.6,1.5,82814,N,0,0.3,756,11,29
2005,cana,4873,4873,431931,12310,88638,7.5,12.9,81692,EN,0,0.6,1087,13,35
2006,cana,4400,4400,440000,12760,1e+05,20.5,12.8,80579,LN,0,-0.9,1107,15,30
2007,cana,5000,5000,650000,22750,130000,59.4,30,79473,EN,0,0.6,1186,9,23
2008,cana,2087,2087,155779,5141,74643,-6.2,-42.6,78375,LN,1,-1.6,926,8,32
2009,cana,3778,3778,272000,8976,71996,-6.9,-3.5,77285,LN,0,-0.9,957,9,33
2010,cana,6800,6800,545000,19620,80147,7,11.3,76203,EN,1,1.5,1177,11,31
2011,cana,5800,5800,580000,40600,1e+05,36.4,24.8,75130,LN,0,-1.4,1329,5,16
2012,cana,6500,6500,448819,25901,69049,-3.8,-31,74066,LN,0,-0.8,866,12,28
2013,cana,6500,6500,448819,25376,69049,-0.8,0,73015,LN,0,-0.6,833,16,46
2014,cana,4000,4000,284000,14759,71000,5.3,2.8,71975,LN,0,-0.5,851,13,42
2015,cana,5276,5276,374458,19315,70974,8.7,0,70949,EN,0,0.5,1050,16,43
2016,cana,2845,2845,165010,10564,58000,-8.6,-18.3,69938,EN,1,2.2,1127,10,46
2017,cana,3000,3000,180000,12335,60000,-4.9,3.4,68941,LN,0,-0.7,997,7,48
2018,cana,3000,3000,180000,11520,60000,-4.9,0,67958,LN,0,-1.1,1122,15,44
2019,cana,4500,4500,279000,18872,62000,-1.8,3.3,66990,EN,0,0.6,786,10,62
2020,cana,4200,4200,302400,22287,72000,13.7,16.1,66036,N,0,0.1,862,17,57
2021,cana,6400,6400,432000,50021,67500,6.1,-6.2,65097,LN,0,-1.2,651,12,64
2022,cana,6400,6400,416000,56118,65000,1.4,-3.7,64171,LN,0,-1.2,1016,7,45
2023,cana,6400,6400,416000,56160,65000,0.5,0,63258,LN,0,-0.8,1061,9,20
2024,cana,6800,6800,421600,61554,62000,-5.1,-4.6,62359,EN,0,1.2,825,10,90
1993,feijao,291,291,320,3.3938,1100,,,,EN,0,0.5,944,8,6
1994,feijao,300,300,180,160,600,,-45.4,,EN,0,1,911,9,23
1995,feijao,120,120,72,29,600,,0,,LN,0,-0.7,1245,9,29
