ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1997,arroz,10,10,20,4,2000,0,,N,0,944,17,0
1998,arroz,10,10,20,5,2000,0,0,EN,1,1150,5,0
1999,arroz,10,10,20,6,2000,0,0,LN,1,685,6,0
2000,arroz,10,10,20,5,2000,0,0,LN,1,800,6,0
2001,arroz,10,10,20,4,2000,0,0,LN,0,934,6,0
2002,arroz,5,5,10,3,2000,0,0,N,0,849,15,1
2003,arroz,5,5,10,4,2000,0,0,EN,1,910,5,0
2004,arroz,2,2,4,2,2000,0,0,N,0,690,8,0
2005,arroz,5,5,10,4,2000,0,0,EN,0,687,9,0
2006,arroz,5,5,10,3,2000,0,0,LN,0,750,8,0
2007,arroz,1,1,2,1,2000,0,0,EN,0,693,9,0
2008,arroz,1,1,2,1,2000,0,0,LN,1,983,7,0
2009,arroz,1,1,2,1,2000,0,0,LN,0,953,4,0
2010,arroz,1,1,2,1,2000,0,0,EN,1,913,10,6
2011,arroz,1,1,2,1,2000,0,0,LN,1,943,8,0
2012,arroz,1,1,2,1,2000,0,0,LN,0,589,9,0
2013,arroz,1,1,2,1,2000,0,0,LN,0,797,11,1
2014,arroz,1,1,2,1,2000,0,0,N,0,809,11,14
2015,arroz,1,1,2,1,2000,0,0,EN,0,1041,8,0
2016,arroz,1,1,2,1,2000,0,0,EN,1,1130,12,0
2012,cana,5,5,200,20,40000,,,LN,0,589,9,0
2013,cana,5,5,200,22,40000,,0,LN,0,797,11,1
2014,cana,5,5,200,22,40000,,0,N,0,809,11,14
2015,cana,5,5,200,30,40000,,0,EN,0,1041,8,0
2016,cana,5,5,200,36,40000,,0,EN,1,1130,12,0
2017,cana,5,5,200,40,40000,,0,LN,0,859,11,2
2019,cana,5,5,200,40,40000,,,EN,0,667,8,4
2020,cana,5,5,200,24,40000,,0,N,0,600,14,2
2021,cana,5,5,200,40,40000,,0,LN,1,885,12,0
2022,cana,5,5,200,40,40000,,0,LN,0,635,8,2
2023,cana,5,5,200,42,40000,,0,LN,0,1099,7,0
2024,cana,5,5,200,42,40000,,0,EN,1,1616,7,2
1997,feijao,450,450,360,212,800,-2.8,,N,0,944,17,0
1998,feijao,300,278,258,224,928,2.8,16,EN,1,1150,5,0
1999,feijao,470,416,434,226,1043,6.5,12.4,LN,1,685,6,0
2000,feijao,470,470,483,179,1028,-2.3,-1.5,LN,1,800,6,0
2001,feijao,300,240,232,160,967,-13.6,-5.9,LN,0,934,6,0
2002,feijao,300,300,342,287,1140,-3.2,17.9,N,0,849,15,1
2003,feijao,300,300,440,484,1467,18.9,28.7,EN,1,910,5,0
2004,feijao,350,350,450,450,1286,-0.5,-12.3,N,0,690,8,0
2005,feijao,250,250,330,385,1320,-1.3,2.7,EN,0,687,9,0
2006,feijao,250,250,210,194,840,-37.5,-36.4,LN,0,750,8,0
2007,feijao,115,115,159,114,1383,3.8,64.6,EN,0,693,9,0
2008,feijao,200,200,255,497,1275,-0.9,-7.8,LN,1,983,7,0
2009,feijao,295,295,240,518,814,-34.9,-36.2,LN,0,953,4,0
2010,feijao,270,270,345,380,1278,3.7,57.1,EN,1,913,10,6
2011,feijao,300,290,263,421,907,-29.3,-29,LN,1,943,8,0
2012,feijao,305,305,320,524,1049,-22.1,15.7,LN,0,589,9,0
2013,feijao,255,255,401,802,1573,8.8,49.9,LN,0,797,11,1
2014,feijao,255,255,383,720,1502,-2.4,-4.5,N,0,809,11,14
2015,feijao,90,90,149,339,1656,5.6,10.2,EN,0,1041,8,0
2016,feijao,90,45,81,169,1800,14.3,8.7,EN,1,1130,12,0
2017,feijao,120,68,102,300,1500,-1.6,-16.7,LN,0,859,11,2
2018,feijao,191,191,259,628,1356,-8.6,-9.6,LN,0,856,9,0
2019,feijao,215,215,296,622,1377,-4,1.5,EN,0,667,8,4
2020,feijao,225,225,303,670,1347,-2.9,-2.2,N,0,600,14,2
2021,feijao,195,195,274,858,1405,5.2,4.3,LN,1,885,12,0
2022,feijao,190,190,287,1091,1511,17.9,7.5,LN,0,635,8,2
2023,feijao,170,170,199,782,1171,-4.2,-22.5,LN,0,1099,7,0
2024,feijao,170,170,193,761,1135,-1.9,-3,EN,1,1616,7,2
1997,milho,1200,1200,4320,518,3600,3.8,,N,0,944,17,0
1998,milho,1400,1400,5040,660,3600,-3.6,0,EN,1,1150,5,0
1999,milho,900,900,3240,492,3600,-8.6,0,LN,1,685,6,0
2000,milho,700,700,2940,485,4200,2.6,16.7,LN,1,800,6,0
2001,milho,1300,1300,6006,799,4620,10.2,10,LN,0,934,6,0
2002,milho,800,800,3570,750,4462,5,-3.4,N,0,849,15,1
2003,milho,850,850,3885,1158,4571,7.4,2.4,EN,1,910,5,0
2004,milho,850,850,3375,1181,3971,-5.2,-13.1,N,0,690,8,0
2005,milho,800,800,2880,874,3600,-12.9,-9.3,EN,0,687,9,0
2006,milho,800,500,1920,422,3840,-8.6,6.7,LN,0,750,8,0
2007,milho,850,850,4260,1363,5012,15.9,30.5,EN,0,693,9,0
2008,milho,900,900,4320,1624,4800,3.8,-4.2,LN,1,983,7,0
2009,milho,850,850,2910,969,3424,-30.8,-28.7,LN,0,953,4,0
2010,milho,850,850,4320,1209,5082,-1.7,48.5,EN,1,913,10,6
2011,milho,850,850,5760,2114,6776,27.2,33.3,LN,1,943,8,0
2012,milho,1100,1100,6180,2565,5618,1.8,-17.1,LN,0,589,9,0
2013,milho,1100,1100,5730,2579,5209,-12.2,-7.3,LN,0,797,11,1
2014,milho,1100,850,2010,834,2365,-62.7,-54.6,N,0,809,11,14
2015,milho,1100,1100,9450,3308,8591,30.6,200,EN,0,1041,8,0
2016,milho,900,900,6720,4975,7467,10.7,-13.1,EN,1,1130,12,0
2017,milho,930,930,6696,2789,7200,6.9,-3.6,LN,0,859,11,2
2018,milho,980,980,5880,3334,6000,-9.6,-16.7,LN,0,856,9,0
2019,milho,980,980,6000,3480,6122,-5.5,2,EN,0,667,8,4
2020,milho,830,830,2988,2196,3600,-42.8,-41.2,N,0,600,14,2
2021,milho,830,830,4980,5204,6000,-1.4,66.7,LN,1,885,12,0
2022,milho,830,830,4980,5204,6000,2.1,0,LN,0,635,8,2
2023,milho,830,830,4731,5677,5700,0.8,-5,LN,0,1099,7,0
2024,milho,800,800,4320,4268,5400,-0.7,-5.3,EN,1,1616,7,2
2003,milho1,850,850,3885,,4571,6.3,,EN,1,910,5,0
2004,milho1,850,850,3375,,3971,-3.3,-13.1,N,0,690,8,0
2005,milho1,800,800,2880,,3600,-11.3,-9.3,EN,0,687,9,0
2006,milho1,800,500,1920,,3840,-7.6,6.7,LN,0,750,8,0
2007,milho1,850,850,4260,,5012,15,30.5,EN,0,693,9,0
2008,milho1,900,900,4320,,4800,0.1,-4.2,LN,1,983,7,0
2009,milho1,850,850,2910,,3424,-32.3,-28.7,LN,0,953,4,0
2010,milho1,850,850,4320,,5082,-3.4,48.5,EN,1,913,10,6
2011,milho1,850,850,5760,,6776,25.9,33.3,LN,1,943,8,0
2012,milho1,1100,1100,6180,,5618,2.7,-17.1,LN,0,589,9,0
