ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1993,arroz,69,69,106,0.3585,1536,29.8,,EN,0,1060,6,0
1994,arroz,90,90,104,17,1156,0.8,-24.8,N,0,991,9,0
1995,arroz,70,70,81,13,1157,3.3,0.1,EN,0,1458,9,0
1996,arroz,70,70,77,13,1100,0,-4.9,LN,0,1264,8,0
1997,arroz,70,70,70,15,1000,-8.1,-9.1,N,0,1283,14,0
1998,arroz,60,60,57,15,950,-12.2,-5,EN,1,1301,8,0
1999,arroz,55,55,58,15,1055,-2.7,11,LN,1,1040,11,0
2000,arroz,50,50,55,12,1100,1,4.3,LN,1,775,12,0
2001,arroz,45,45,52,11,1156,4.9,5.1,LN,0,1026,9,0
2002,arroz,40,40,46,13,1150,3.4,-0.5,N,0,972,10,0
2003,arroz,34,34,37,23,1088,-1.6,-5.4,EN,1,956,7,0
2004,arroz,30,30,33,20,1100,0.4,1.1,N,0,860,8,0
2005,arroz,30,30,33,11,1100,1.9,0,EN,0,908,10,1
2006,arroz,30,30,28,8,933,-12.1,-15.2,LN,0,890,7,1
2007,arroz,28,28,29,17,1036,-1.5,11,EN,0,856,14,0
2008,arroz,25,25,26,16,1040,-0.2,0.4,LN,1,985,14,0
2009,arroz,15,15,16,10,1067,3.1,2.6,LN,0,814,14,0
2010,arroz,15,15,16,9,1067,3.8,0,EN,1,1125,8,1
2011,arroz,10,10,10,4,1000,-1.8,-6.3,LN,1,1084,7,0
2012,arroz,15,15,15,8,1000,-1.1,0,LN,0,875,12,0
2013,arroz,12,12,12,10,1000,-0.8,0,LN,0,860,6,2
2014,arroz,30,30,24,20,800,-20.7,-20,N,0,788,11,6
2015,arroz,30,30,30,25,1000,-2.5,25,EN,0,890,13,4
2016,arroz,25,25,25,17,1000,-4.2,0,EN,1,1151,5,0
2017,arroz,30,30,36,38,1200,12.7,20,LN,0,971,5,0
2018,arroz,30,30,39,36,1300,20.1,8.3,LN,0,1369,8,0
2019,arroz,30,30,39,30,1300,18.9,0,EN,0,889,5,4
2020,arroz,25,25,28,24,1120,1.6,-13.8,N,0,644,11,3
2021,arroz,40,40,40,67,1000,-9.7,-10.7,LN,1,896,7,3
2022,arroz,40,40,34,57,850,-23.5,-15,LN,0,849,7,1
2023,arroz,40,40,60,94,1500,35.2,76.5,LN,0,1094,8,0
2024,arroz,35,35,39,65,1114,0.7,-25.7,EN,1,960,9,8
2009,cana,420,420,17640,529,42000,,,LN,0,814,14,0
2010,cana,220,220,9325,373,42386,,0.9,EN,1,1125,8,1
2019,cana,3,3,60,4,20000,,,EN,0,889,5,4
2020,cana,3,3,60,4,20000,,0,N,0,644,11,3
2021,cana,10,10,200,17,20000,,0,LN,1,896,7,3
2022,cana,10,10,200,23,20000,,0,LN,0,849,7,1
2023,cana,10,10,200,24,20000,,0,LN,0,1094,8,0
2024,cana,10,10,200,24,20000,,0,EN,1,960,9,8
1994,feijao,1730,1730,950,428,549,-2.1,,N,0,991,9,0
1995,feijao,1730,1580,851,298,539,2.8,-1.9,EN,0,1458,9,0
1996,feijao,1700,1700,940,367,553,9.5,2.7,LN,0,1264,8,0
1997,feijao,1850,1850,853,499,461,-8.4,-16.6,N,0,1283,14,0
1998,feijao,1900,1900,955,764,503,-3.2,9,EN,1,1301,8,0
1999,feijao,1900,1880,932,561,496,-10,-1.4,LN,1,1040,11,0
2000,feijao,1830,1830,1124,487,614,1.7,23.9,LN,1,775,12,0
2001,feijao,1750,1750,1045,904,597,-11.2,-2.8,LN,0,1026,9,0
2002,feijao,1900,1900,1483,1301,781,2.7,30.7,N,0,972,10,0
2003,feijao,1410,900,833,854,926,8.9,18.6,EN,1,956,7,0
2004,feijao,1375,1375,1297,1167,943,0.4,1.9,N,0,860,8,0
2005,feijao,1430,1430,1375,1375,962,-5.2,1.9,EN,0,908,10,1
2006,feijao,1400,1400,1406,1230,1004,-3.9,4.4,LN,0,890,7,1
2007,feijao,1370,1370,1559,943,1138,8.4,13.3,EN,0,856,14,0
2008,feijao,1270,1270,1532,3026,1206,20.1,6,LN,1,985,14,0
2009,feijao,1420,1420,1167,1362,822,-13.2,-31.9,LN,0,814,14,0
2010,feijao,1420,1420,1792,2089,1262,46.6,53.6,EN,1,1125,8,1
2011,feijao,1450,1450,850,913,586,-25.1,-53.5,LN,1,1084,7,0
2012,feijao,1200,1200,920,1857,767,1.7,30.8,LN,0,875,12,0
2013,feijao,1160,1160,984,2621,848,11.5,10.6,LN,0,860,6,2
2014,feijao,1160,1160,890,1438,767,-9.8,-9.6,N,0,788,11,6
2015,feijao,1100,1100,1100,2007,1000,3,30.3,EN,0,890,13,4
2016,feijao,930,930,915,2511,984,-14.3,-1.6,EN,1,1151,5,0
2017,feijao,1400,1400,2640,6587,1886,43.2,91.7,LN,0,971,5,0
2018,feijao,1200,1150,1930,2657,1678,19.7,-11,LN,0,1369,8,0
2019,feijao,1210,1210,2010,4299,1661,15.2,-1,EN,0,889,5,4
2020,feijao,1300,1300,1950,7698,1500,5,-9.7,N,0,644,11,3
2021,feijao,1200,1200,1220,5366,1017,-25.9,-32.2,LN,1,896,7,3
2022,feijao,1200,1200,1260,5236,1050,-17.1,3.3,LN,0,849,7,1
2023,feijao,1000,1000,1020,4137,1020,-8.6,-2.9,LN,0,1094,8,0
2024,feijao,750,750,840,3808,1120,21.7,9.8,EN,1,960,9,8
1993,milho,4440,4440,7761,17.9716,1748,-3.1,,EN,0,1060,6,0
