ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1993,arroz,70,70,126,0.252,1800,0,,1704,N,0,0.3,965,10,0
1994,arroz,70,70,126,7,1800,4.1,0,1740,N,0,0.3,923,5,0
1995,arroz,70,70,126,13,1800,7.4,0,1769,EN,0,1.4,1001,7,2
1996,arroz,70,42,68,8,1619,-1.2,-10.1,1781,LN,0,-0.9,1045,9,0
1997,arroz,42,42,68,8,1619,0,0,1766,N,0,-0.3,1018,7,0
1998,arroz,42,42,68,8,1619,0,0,1722,EN,1,2.3,1293,5,0
1999,arroz,42,42,68,21,1619,0,0,1654,LN,1,-1.6,678,8,0
2000,arroz,42,42,68,17,1619,0,0,1575,LN,1,-1.6,1114,5,0
2001,arroz,42,42,68,21,1619,0,0,1502,LN,0,-0.7,1311,6,0
2002,arroz,42,42,68,25,1619,-0.1,0,1451,N,0,-0.3,968,7,0
2003,arroz,42,42,68,45,1619,0,0,1439,EN,0,1.2,1200,5,0
2004,arroz,42,42,68,39,1619,0.4,0,1483,N,0,0.3,732,9,0
2005,arroz,42,42,67,31,1595,-0.6,-1.5,1602,EN,0,0.7,669,12,0
2006,arroz,42,42,67,25,1595,-0.1,0,1822,LN,0,-0.8,902,14,0
2007,arroz,42,42,67,30,1595,0,0,2177,EN,0,0.9,1109,8,0
2010,arroz,16,16,90,50,5625,243.1,,4590,EN,1,1.6,1040,6,0
2011,arroz,16,16,96,45,6000,259.6,6.7,6081,LN,1,-1.6,892,6,0
1993,cana,120,120,4800,1.6407,40000,-20,,36020,EN,0,0.5,965,10,0
1994,cana,100,100,4000,40,40000,-20,0,36486,N,0,0.3,923,5,0
1995,cana,100,100,4000,113,40000,-20,0,36979,EN,0,1.3,1001,7,2
1996,cana,100,100,2500,150,25000,-50,-37.5,37524,LN,0,-0.9,1045,9,0
1997,cana,100,100,4000,220,40000,-20,60,38148,N,0,-0.2,1018,7,0
1998,cana,100,100,4000,220,40000,-20,0,38873,EN,1,2.2,1293,5,0
1999,cana,100,100,4000,118,40000,-20,0,39709,LN,1,-1.5,678,8,0
2000,cana,100,60,2400,74,40000,-20,0,40652,LN,1,-1.7,1114,5,0
2001,cana,60,60,2400,82,40000,-20,0,41686,LN,0,-0.6,1311,6,0
2002,cana,60,60,2400,85,40000,-20,0,42785,N,0,-0.1,968,7,0
2003,cana,60,60,2400,102,40000,-20,0,43912,EN,0,0.9,1200,5,0
2004,cana,60,60,3000,227,50000,0,25,45026,N,0,0.3,732,9,0
2005,cana,60,60,3000,266,50000,0,0,46087,EN,0,0.6,669,12,0
2006,cana,60,60,3000,253,50000,0,0,47060,LN,0,-0.9,902,14,0
2007,cana,60,60,3000,180,50000,0,0,47918,EN,0,0.6,1109,8,0
2008,cana,60,60,3000,208,50000,0,0,48643,LN,1,-1.6,819,7,0
2009,cana,120,120,6000,480,50000,0,0,49230,LN,0,-0.9,1021,5,0
2010,cana,60,60,3000,323,50000,0,0,49683,EN,1,1.5,1040,6,0
2011,cana,60,60,3000,339,50000,0,0,50013,LN,0,-1.4,892,6,0
2012,cana,90,90,4500,630,50000,0,0,50238,LN,0,-0.8,743,11,0
2013,cana,80,80,4000,480,50000,0,0,50377,LN,0,-0.6,912,11,1
2014,cana,30,30,1500,195,50000,0,0,50449,LN,0,-0.5,1025,10,0
2015,cana,30,30,1500,206,50000,0,0,50472,EN,0,0.5,1066,7,0
2016,cana,30,30,1500,208,50000,0,0,50461,EN,1,2.2,1195,6,0
2017,cana,30,30,1500,300,50000,0,0,50426,LN,0,-0.7,1056,8,0
2018,cana,30,30,1500,375,50000,0,0,50376,LN,0,-1.1,981,8,0
2019,cana,30,30,1500,375,50000,0,0,50316,EN,0,0.6,960,11,0
2020,cana,30,30,1500,315,50000,0,0,50250,N,0,0.1,787,14,0
2021,cana,30,30,1500,525,50000,0,0,50181,LN,0,-1.2,797,8,0
2022,cana,30,30,1500,375,50000,0,0,50110,LN,0,-1.2,710,8,0
2023,cana,30,30,1500,375,50000,0,0,50038,LN,0,-0.8,925,8,0
2024,cana,30,30,1500,375,50000,0,0,49967,EN,0,1.2,1456,12,0
1993,feijao,90,90,69,0.1538,767,-3.6,,782,N,0,0.3,965,10,0
1994,feijao,90,90,69,8,767,5.3,0,728,N,0,0.3,923,5,0
1995,feijao,90,90,63,42,700,4.5,-8.7,678,EN,0,1.4,1001,7,2
1996,feijao,200,180,104,54,578,-6.8,-17.5,631,LN,0,-0.9,1045,9,0
1997,feijao,78,78,45,26,577,-0.1,-0.1,589,N,0,-0.3,1018,7,0
1998,feijao,78,78,55,33,705,29.7,22.2,553,EN,1,2.3,1293,5,0
1999,feijao,78,78,33,23,423,-18.3,-40,526,LN,1,-1.6,678,8,0
2000,feijao,78,78,39,21,500,-0.1,18.2,507,LN,1,-1.6,1114,5,0
2001,feijao,78,78,39,31,500,0.7,0,499,LN,0,-0.7,1311,6,0
2002,feijao,78,78,39,46,500,0,0,499,N,0,-0.3,968,7,0
2003,feijao,78,78,39,50,500,-1.9,0,506,EN,0,1.2,1200,5,0
2004,feijao,78,78,39,55,500,-4.6,0,517,N,0,0.3,732,9,0
2005,feijao,78,78,44,58,564,5.1,12.8,529,EN,0,0.7,669,12,0
2006,feijao,78,78,44,59,564,2.6,0,540,LN,0,-0.8,902,14,0
2007,feijao,78,78,44,26,564,1.2,0,551,EN,0,0.9,1109,8,0
2008,feijao,130,130,75,90,577,0.9,2.3,563,LN,1,-1.5,819,7,0
2009,feijao,130,130,75,84,577,-3.7,0,581,LN,0,-0.8,1021,5,0
2010,feijao,130,130,75,99,577,-8.8,0,608,EN,1,1.6,1040,6,0
2011,feijao,130,130,76,122,585,-15.8,1.3,646,LN,1,-1.6,892,6,0
2012,feijao,130,130,76,141,585,-23.1,0,697,LN,0,-1,743,11,0
