ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1989,arroz,250,250,450,1e-04,1800,3.5,,1471,LN,1,-1.9,936,9,0
1990,arroz,250,250,450,0.003,1800,3.5,0,1514,N,0,0,853,14,0
1991,arroz,250,30,24,8e-04,800,-54.2,-55.6,1559,EN,0,0.5,792,6,2
1992,arroz,250,250,450,0.1165,1800,1.7,125,1607,EN,1,2.1,958,13,2
1993,arroz,250,250,450,3.5869,1800,-0.1,0,1656,N,0,0.3,814,7,0
1994,arroz,250,250,400,81,1600,-13.2,-11.1,1709,N,0,0.3,1007,11,0
1995,arroz,250,250,510,92,2040,7.6,27.5,1764,EN,0,1.4,1064,12,3
1996,arroz,100,100,100,19,1000,-49.2,-51,1820,LN,0,-0.9,808,11,4
1997,arroz,250,250,633,131,2532,23.6,153.2,1876,N,0,-0.3,644,13,1
1998,arroz,250,250,500,137,2000,-7,-21,1930,EN,1,2.3,1631,6,1
1999,arroz,250,250,500,130,2000,-10.7,0,1980,LN,1,-1.6,588,9,1
2000,arroz,250,250,550,118,2200,-3.5,10,2024,LN,1,-1.6,825,11,2
2001,arroz,250,250,625,184,2500,8.5,13.6,2061,LN,0,-0.7,1218,9,0
2002,arroz,250,250,625,234,2500,9.2,0,2089,N,0,-0.3,734,15,3
2003,arroz,250,250,625,343,2500,10.5,0,2109,EN,0,1.2,1359,8,1
2004,arroz,250,250,450,221,1800,-18.9,-28,2121,N,0,0.3,849,17,1
2005,arroz,250,,,,,,,,EN,0,0.7,557,13,9
2006,arroz,200,200,400,126,2000,-4.5,,2124,LN,0,-0.8,823,8,9
2007,arroz,200,200,400,142,2000,-1.6,0,2117,EN,0,0.9,876,12,2
2008,arroz,10,10,20,11,2000,1.9,0,2106,LN,1,-1.5,751,10,2
