ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,680,993,0,1460,4.5,,LN,1,,,
1975,arroz,,650,600,0,923,-25.3,-36.8,N,0,,,
1976,arroz,,420,534,0,1271,10.9,37.7,LN,0,,,
1977,arroz,,260,322,0,1238,8.3,-2.6,EN,0,,,
1978,arroz,,329,339,0,1030,-15,-16.8,EN,0,,,
1979,arroz,,364,448,0,1231,-9,19.4,N,0,,,
1980,arroz,,362,667,0,1843,17,49.7,EN,0,,,
1981,arroz,,312,553,0,1772,0.4,-3.8,N,0,1213,10,7
1982,arroz,,350,630,0,1800,0,1.6,N,0,1428,13,0
1983,arroz,,600,1339,0,2232,32.6,24,EN,1,1475,6,0
1984,arroz,,600,744,0,1240,-20.2,-44.4,LN,0,1141,9,7
1985,arroz,,600,900,0,1500,-6.1,21,LN,0,1304,8,9
1986,arroz,,650,1170,0,1800,7.5,20,N,0,997,10,12
1987,arroz,,650,1170,0,1800,0.2,0,EN,1,1278,11,11
1988,arroz,600,600,1080,0,1800,-0.6,0,EN,0,1184,9,15
1989,arroz,600,600,1080,1e-04,1800,0.4,0,LN,1,1097,9,3
1990,arroz,400,400,504,0.0027,1260,-29.5,-30,N,0,1109,9,6
1991,arroz,200,200,360,0.0088,1800,1.2,42.9,EN,0,1209,11,8
1992,arroz,400,400,720,0.4399,1800,0.8,0,EN,1,1252,10,3
1993,arroz,400,400,720,1.8302,1800,0.3,0,EN,0,1127,7,3
1994,arroz,100,100,180,22,1800,-0.5,0,N,0,1057,10,11
1980,cana,,496,39680,0,80000,-0.7,,EN,0,,,
1981,cana,,551,39938,0,72483,-9.7,-9.4,N,0,1213,10,7
1982,cana,,1000,80000,0,80000,-0.1,10.4,N,0,1428,13,0
1983,cana,,1000,80000,0,80000,0.2,0,EN,1,1475,6,0
1984,cana,,755,60400,0,80000,0.4,0,LN,0,1141,9,7
1985,cana,,2500,2e+05,0,80000,0.5,0,LN,0,1304,8,9
1986,cana,,1800,144000,0,80000,0.7,0,N,0,997,10,12
1987,cana,,1800,144000,0,80000,0.7,0,EN,1,1278,11,11
1988,cana,1800,1800,144000,2e-04,80000,0.7,0,EN,0,1184,9,15
1989,cana,2950,2950,236000,0.0048,80000,0.7,0,LN,1,1097,9,3
1990,cana,1600,1600,128000,0.0503,80000,0.6,0,N,0,1109,9,6
1991,cana,1600,1600,128000,0.3131,80000,0.3,0,EN,0,1209,11,8
1992,cana,1600,1600,128000,4.5615,80000,-0.4,0,EN,1,1252,10,3
1993,cana,3500,3500,280000,136.0291,80000,-1.4,0,EN,0,1127,7,3
1994,cana,5800,5800,464000,4176,80000,-2.4,0,N,0,1057,10,11
1995,cana,8100,8100,648000,7128,80000,-4.1,0,EN,0,1241,8,20
1996,cana,8100,8100,648000,9072,80000,-6.3,0,LN,0,978,8,14
1997,cana,12300,12300,1107000,17712,90000,3.7,12.5,N,0,1115,10,3
1998,cana,12400,12400,1116000,16740,90000,2.3,0,EN,1,1248,8,28
1999,cana,12400,12400,1116000,12276,90000,0.8,0,LN,1,1160,12,7
2000,cana,12000,12000,1080000,19267,90000,0.1,0,LN,1,1127,9,9
2001,cana,12000,12000,1080000,26708,90000,0.4,0,LN,0,882,8,18
2002,cana,16500,16500,1485000,45248,90000,1,0,N,0,1395,10,6
2003,cana,16500,16500,1485000,43065,90000,2.4,0,EN,1,1305,11,36
2004,cana,16500,16500,1485000,44550,90000,4.8,0,N,0,913,10,12
