ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,5,6,0,1200,4.6,,1191,LN,0,-0.9,,,
1975,arroz,,6,7,0,1167,-1.7,-2.8,1187,N,0,-0.3,,,
1976,arroz,,6,7,0,1167,-4.3,0,1182,N,0,-0.3,,,
1984,arroz,,3,4,0,1333,13.3,,1155,N,0,-0.3,1930,4,2
1985,arroz,,10,13,0,1300,12.3,-2.5,1154,LN,0,-0.6,1920,3,2
1986,arroz,,30,33,0,1100,-0.5,-15.4,1154,N,0,-0.2,2057,2,2
1987,arroz,,1,1,0,1000,-3.9,-9.1,1156,EN,0,1.3,1841,2,1
1988,arroz,2,2,2,0,1000,-2,0,1160,N,0,-0.2,2006,3,1
1989,arroz,2,2,2,0,1000,-3.7,0,1165,LN,0,-1.1,1935,4,4
1990,arroz,2,2,2,0,1000,-10.8,0,1170,N,0,0.3,1696,2,2
1991,arroz,6,6,9,4e-04,1500,20,50,1173,N,0,0.4,1999,2,4
1992,arroz,6,6,9,0.0147,1500,10.6,0,1173,EN,1,2,1846,3,6
1993,arroz,13,13,18,0.5236,1385,1.4,-7.7,1165,EN,0,0.9,1989,3,1
1994,arroz,13,13,13,4,1000,-21.6,-27.8,1150,N,0,0.4,1782,3,2
1995,arroz,20,10,12,4,1200,3.8,20,1126,EN,0,0.7,1246,2,1
1996,arroz,2,2,2,0,1000,-7.2,-16.7,1095,LN,0,-0.6,1590,2,1
1997,arroz,2,2,2,0,1000,-1.3,0,1060,N,0,0.2,1747,2,1
1998,arroz,2,2,2,0,1000,0.8,0,1025,EN,0,1.3,1718,2,9
1999,arroz,2,2,2,0,1000,1.4,0,996,LN,0,-1.1,1612,2,9
2000,arroz,2,2,2,0,1000,1.8,0,979,LN,0,-1.1,1712,2,26
2001,arroz,2,2,2,0,1000,2.6,0,977,LN,0,-0.5,1664,2,1
2002,arroz,2,2,2,0,1000,0.7,0,998,N,0,0,1806,3,23
2003,arroz,2,2,2,0,1000,-5.3,0,1043,N,0,0.2,1652,6,8
2004,arroz,2,2,2,0,1000,-13,0,1119,N,0,0.1,1696,2,12
2008,arroz,5,5,10,9,2000,10.5,,1776,LN,0,-1.3,1674,2,10
2009,arroz,5,5,10,9,2000,-2.6,0,2037,LN,0,-0.7,1619,2,8
1974,cana,,5,150,0,30000,3,,24597,LN,1,-1.5,,,
1975,cana,,5,150,0,30000,-3.2,0,28222,N,0,-0.1,,,
1984,cana,,2,80,0,40000,-4,,60681,LN,0,-0.5,1930,4,2
1985,cana,,2,80,0,40000,-3.7,0,59122,LN,0,-0.8,1920,3,2
1986,cana,,3,135,0,45000,8.1,12.5,55787,N,0,-0.3,2057,2,2
1987,cana,,3,135,0,45000,9.2,0,50999,EN,1,1.6,1841,2,1
1988,cana,2,2,80,0,40000,-0.9,-11.1,45267,EN,0,0.7,2006,3,1
1989,cana,4,2,70,0,35000,-9.2,-12.5,39159,LN,1,-1.7,1935,4,4
1993,cana,21,21,735,1.2029,35000,1.3,,19018,EN,0,0.5,1989,3,1
1994,cana,21,21,735,29,35000,-3.8,0,15812,N,0,0.3,1782,3,2
1995,cana,21,16,640,64,40000,1.1,14.3,13281,EN,0,1.3,1246,2,1
2005,cana,30,30,51,13,1700,468.1,,7984,EN,0,0.6,1299,4,15
2006,cana,30,30,51,13,1700,-60.6,0,9083,LN,0,-0.9,1654,2,49
2008,cana,30,30,480,62,16000,-0.1,,13164,LN,1,-1.6,1674,2,10
2009,cana,31,31,496,64,16000,-29.8,0,16629,LN,0,-0.9,1619,2,8
2010,cana,23,14,700,114,50000,66.6,200,21527,EN,1,1.5,1349,2,25
2011,cana,23,14,700,126,50000,32.7,0,28357,LN,0,-1.4,1316,3,17
2012,cana,2,1,50,10,50000,9.1,0,37736,LN,0,-0.8,1556,2,7
2013,cana,8,8,400,92,50000,-8,0,50430,LN,0,-0.6,1910,3,17
1974,feijao,,70,84,0,1200,-5.5,,1260,LN,1,-1.9,,,
1975,feijao,,60,72,0,1200,1,0,1190,N,0,-0.2,,,
1976,feijao,,5,5,0,1000,-10.1,-16.7,1123,LN,0,-1.1,,,
1977,feijao,,8,10,0,1250,19.9,25,1059,EN,0,1.1,,,
1978,feijao,,10,10,0,1000,2.1,-20,997,EN,0,1.1,,,
1979,feijao,,11,11,0,1000,8.4,0,937,N,0,0.2,,,
1980,feijao,,13,13,0,1000,14.6,0,880,EN,0,0.7,,,
1981,feijao,,14,16,0,1143,37.9,14.3,827,N,0,0.2,1405,4,1
1982,feijao,,17,10,0,588,-25.7,-48.5,778,N,0,0,1597,3,8
1983,feijao,,9,5,0,556,-26.7,-5.6,736,EN,1,2.5,1571,5,11
1984,feijao,,6,3,0,500,-31.1,-10,700,LN,0,-1,1930,4,2
1985,feijao,,21,17,0,810,14.8,61.9,673,LN,0,-1,1920,3,2
1986,feijao,,15,12,0,800,14.4,-1.2,656,N,0,-0.2,2057,2,2
1988,feijao,2,2,2,0,1000,39,,651,EN,0,0.9,2006,3,1
1990,feijao,73,73,36,7e-04,493,-36.6,,691,N,0,0,1696,2,2
1991,feijao,5,5,2,1e-04,400,-52,-18.9,731,EN,0,0.5,1999,2,4
1992,feijao,5,5,4,0.0033,800,-11.5,100,784,EN,1,2.1,1846,3,6
1993,feijao,18,15,14,0.4073,933,-3.4,16.7,851,N,0,0.3,1989,3,1
1994,feijao,18,15,15,11,1000,-2.8,7.1,929,N,0,0.3,1782,3,2
1995,feijao,10,10,10,3,1000,-9.3,0,1015,EN,0,1.4,1246,2,1
1996,feijao,202,202,272,41,1347,15.6,34.7,1104,LN,0,-0.9,1590,2,1
