ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,4660,5592,0,1200,5.9,,1139,LN,1,-1.9,,,
1975,arroz,,5170,7055,0,1365,-4.6,13.7,1353,N,0,-0.2,,,
1976,arroz,,2000,3040,0,1520,-10.7,11.4,1601,LN,0,-1.1,,,
1977,arroz,,2600,3952,0,1520,-21.8,0,1876,EN,0,1.1,,,
1978,arroz,,2200,5500,0,2500,15.9,64.5,2163,EN,0,1.1,,,
1979,arroz,,2376,5346,0,2250,-3.9,-10,2438,N,0,0.2,,,
1980,arroz,,3000,9000,0,3000,19.8,33.3,2672,EN,0,0.7,,,
1981,arroz,,2700,8100,0,3000,13.6,0,2841,N,0,0.2,821,8,12
1982,arroz,,2700,8100,0,3000,9.1,0,2929,N,0,0,1440,14,5
1983,arroz,,2410,7211,0,2992,5.4,-0.3,2939,EN,1,2.5,1043,14,14
1984,arroz,,2400,7200,0,3000,3.9,0.3,2888,LN,0,-1,1120,15,62
1985,arroz,,2400,6960,0,2900,0.4,-3.3,2802,LN,0,-1,1575,15,39
1986,arroz,,2440,7060,0,2893,0.1,-0.2,2711,N,0,-0.2,973,14,42
1987,arroz,,1500,2964,0,1976,-31.7,-31.7,2640,EN,1,1.5,830,12,61
1988,arroz,1500,1500,3660,1e-04,2440,-14.9,23.5,2605,EN,0,0.9,970,13,36
1989,arroz,1500,1500,4056,8e-04,2704,-4.8,10.8,2615,LN,1,-1.9,1206,15,11
1990,arroz,1280,1280,3346,0.023,2614,-7.8,-3.3,2670,N,0,0,827,16,36
1991,arroz,870,870,2610,0.1167,3000,5,14.8,2763,EN,0,0.5,1193,13,18
1992,arroz,870,870,2610,0.9016,3000,3.6,0,2877,EN,1,2.1,906,13,9
1993,arroz,870,870,3010,34.708,3460,18.3,15.3,2990,N,0,0.3,1136,9,12
1994,arroz,670,670,2010,362,3000,1.9,-13.3,3078,N,0,0.3,992,17,48
1995,arroz,870,870,2449,404,2815,-5.2,-6.2,3120,EN,0,1.4,922,12,41
1996,arroz,1080,1080,3240,713,3000,0.3,6.6,3109,LN,0,-0.9,1405,12,29
1997,arroz,690,690,2070,497,3000,1.1,0,3054,N,0,-0.3,1494,11,6
1998,arroz,700,700,2100,588,3000,2.7,0,2974,EN,1,2.3,1022,14,37
1999,arroz,710,710,2130,1065,3000,2,0,2900,LN,1,-1.6,1018,7,21
2000,arroz,705,705,2115,486,3000,-1.7,0,2858,LN,1,-1.6,1201,14,13
2001,arroz,700,700,2100,1008,3000,-6.2,0,2873,LN,0,-0.7,1090,13,33
2002,arroz,700,700,2100,565,3000,-11,0,2963,N,0,-0.3,1341,9,13
2003,arroz,700,700,2100,735,3000,-15.7,0,3139,EN,0,1.2,1269,17,38
2004,arroz,700,600,1800,1584,3000,-22,0,3405,N,0,0.3,1252,9,4
2005,arroz,700,700,2100,672,3000,-28.9,0,3752,EN,0,0.7,1316,7,3
2006,arroz,308,308,1522,685,4942,9.6,64.7,4158,LN,0,-0.8,1029,18,21
2007,arroz,308,308,1522,1294,4942,4,0,4583,EN,0,0.9,1265,17,9
2008,arroz,245,245,1325,861,5408,7.7,9.4,4972,LN,1,-1.5,1227,17,14
