ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,700,714,0,1020,7.5,,LN,1,,,
1975,arroz,,710,560,0,789,-18.8,-22.7,LN,0,,,
1976,arroz,,900,990,0,1100,10.6,39.5,LN,1,,,
1977,arroz,,600,350,0,583,-42.7,-47,EN,0,,,
1978,arroz,,500,375,0,750,-28.1,28.6,EN,0,,,
1979,arroz,,650,897,0,1380,28.9,84,N,0,,,
1980,arroz,,870,1131,0,1300,18.4,-5.8,EN,0,,,
1981,arroz,,700,630,0,900,-20.2,-30.8,N,0,1612,9,40
1982,arroz,,600,720,0,1200,3.6,33.3,N,0,1663,4,13
1983,arroz,,600,720,0,1200,0.9,0,EN,1,1868,4,24
1984,arroz,,610,730,0,1197,-2.5,-0.3,LN,0,1109,3,16
1985,arroz,,800,1520,0,1900,49.7,58.8,LN,0,1602,7,34
1986,arroz,,2000,2400,0,1200,-8.1,-36.8,N,0,1127,6,24
1987,arroz,,1500,2100,0,1400,4.1,16.7,EN,0,1212,5,40
1988,arroz,1400,1320,1850,0,1402,1.6,0.1,EN,0,1552,15,31
1989,arroz,1000,1000,1400,1e-04,1400,0.7,-0.1,LN,1,1250,4,19
1990,arroz,800,600,480,0.0017,800,-42.5,-42.9,N,0,1485,6,13
1991,arroz,600,600,900,0.0122,1500,7.3,87.5,N,0,1292,7,29
1992,arroz,600,600,900,0.1093,1500,7.4,0,EN,1,1558,6,17
1993,arroz,500,400,440,0.96,1100,-21.3,-26.7,N,0,1302,6,23
1994,arroz,500,450,585,78,1300,-7.8,18.2,N,0,1508,7,32
1995,arroz,250,250,350,56,1400,-1.6,7.7,EN,0,1470,6,44
1996,arroz,550,550,510,87,927,-35.8,-33.8,LN,0,1341,5,41
1997,arroz,150,150,225,42,1500,0.9,61.8,N,0,1850,3,27
1998,arroz,150,150,240,43,1600,4.4,6.7,EN,1,1083,10,69
1999,arroz,150,150,240,60,1600,1.3,0,LN,1,1409,4,42
2000,arroz,150,150,240,55,1600,-1.9,0,LN,1,1367,6,27
2001,arroz,150,150,240,56,1600,-4.8,0,LN,0,1076,14,34
2002,arroz,150,150,270,99,1800,4.5,12.5,N,0,1486,8,28
2003,arroz,150,150,270,135,1800,2.1,0,EN,0,1283,4,57
2004,arroz,150,150,270,170,1800,-0.5,0,N,0,1591,7,39
2005,arroz,150,150,270,81,1800,-3.1,0,EN,0,1143,7,39
2006,arroz,130,130,234,101,1800,-5.1,0,LN,0,1257,10,51
2007,arroz,150,150,300,150,2000,4,11.1,EN,0,1343,7,32
2008,arroz,150,150,300,180,2000,3,0,LN,1,1255,5,50
2009,arroz,200,200,400,240,2000,2.6,0,LN,0,1420,7,65
2010,arroz,200,200,400,284,2000,2.6,0,EN,1,1401,3,56
2011,arroz,60,60,90,54,1500,-22.7,-25,LN,1,1571,3,48
2014,arroz,60,60,114,68,1900,2.4,,N,0,1351,7,42
2016,arroz,60,60,102,77,1700,-3.2,,EN,1,1142,13,72
1974,cana,,9,488,0,54222,,,LN,1,,,
1975,cana,,9,488,0,54222,,0,LN,0,,,
2004,cana,10,10,280,14,28000,,,N,0,1591,7,39
2005,cana,10,10,280,15,28000,,0,EN,0,1143,7,39
2006,cana,10,10,280,15,28000,,0,LN,0,1257,10,51
2007,cana,10,10,280,17,28000,,0,EN,0,1343,7,32
2008,cana,15,15,420,33,28000,,0,LN,1,1255,5,50
2009,cana,15,15,420,33,28000,,0,LN,0,1420,7,65
2010,cana,15,15,420,32,28000,,0,EN,1,1401,3,56
2011,cana,15,15,420,27,28000,,0,LN,1,1571,3,48
1974,feijao,,93,35,0,376,,,LN,1,,,
1975,feijao,,200,40,0,200,,-46.9,LN,0,,,
1976,feijao,,200,100,0,500,,150,LN,1,,,
1977,feijao,,200,44,0,220,,-56,EN,0,,,
1978,feijao,,120,30,0,250,,13.6,EN,0,,,
1979,feijao,,15,4,0,267,,6.7,N,0,,,
1980,feijao,,120,27,0,225,,-15.6,EN,0,,,
1982,feijao,,20,8,0,400,,,N,0,1663,4,13
1983,feijao,,50,15,0,300,,-25,EN,1,1868,4,24
1987,feijao,,40,10,0,250,,,EN,0,1212,5,40
1988,feijao,40,30,7,0,233,,-6.7,EN,0,1552,15,31
1989,feijao,30,30,10,0,333,,42.9,LN,1,1250,4,19
1996,feijao,9,9,2,1,222,,,LN,0,1341,5,41
1974,milho,,500,720,0,1440,-3.1,,LN,1,,,
1975,milho,,500,800,0,1600,3.9,11.1,LN,0,,,
1976,milho,,800,1280,0,1600,0.7,0,LN,1,,,
1977,milho,,580,1044,0,1800,9.9,12.5,EN,0,,,
1978,milho,,580,650,0,1121,-33.4,-37.7,EN,0,,,
1979,milho,,600,960,0,1600,-7.3,42.8,N,0,,,
1980,milho,,790,1232,0,1559,-11.8,-2.5,EN,0,,,
1981,milho,,730,1460,0,2000,10.8,28.2,N,0,1612,9,40
1982,milho,,550,1100,0,2000,8.6,0,N,0,1663,4,13
1983,milho,,600,1200,0,2000,6.7,0,EN,1,1868,4,24
1984,milho,,700,1260,0,1800,-5.5,-10,LN,0,1109,3,16
1985,milho,,650,1170,0,1800,-6.8,0,LN,0,1602,7,34
1986,milho,,1100,1980,0,1800,-8,0,N,0,1127,6,24
1987,milho,,1000,2200,0,2200,11.7,22.2,EN,0,1212,5,40
1988,milho,1000,1000,2000,0,2000,1.5,-9.1,EN,0,1552,15,31
1989,milho,1200,1200,2880,1e-04,2400,20.9,20,LN,1,1250,4,19
1990,milho,1200,900,1080,0.0029,1200,-40.4,-50,N,0,1485,6,13
1991,milho,960,960,1530,0.0149,1594,-21.8,32.8,N,0,1292,7,29
1992,milho,900,900,1800,0.1695,2000,-3.8,25.5,EN,1,1558,6,17
1993,milho,600,600,1200,2.2076,2000,-6.5,0,N,0,1302,6,23
1994,milho,600,600,1320,104,2200,-0.3,10,N,0,1508,7,32
1995,milho,300,300,750,75,2500,9.7,13.6,EN,0,1470,6,44
1996,milho,200,200,480,65,2400,1.3,-4,LN,0,1341,5,41
1997,milho,200,200,460,44,2300,-7.4,-4.2,N,0,1850,3,27
1998,milho,200,200,500,58,2500,-3.2,8.7,EN,1,1083,10,69
1999,milho,200,200,560,56,2800,4.8,12,LN,1,1409,4,42
2000,milho,200,200,560,84,2800,1.2,0,LN,1,1367,6,27
2001,milho,200,200,560,90,2800,-1.6,0,LN,0,1076,14,34
2002,milho,200,200,600,140,3000,3.3,7.1,N,0,1486,8,28
2003,milho,250,250,750,250,3000,1.5,0,EN,0,1283,4,57
2004,milho,300,300,900,225,3000,0.1,0,N,0,1591,7,39
2005,milho,350,350,1050,294,3000,-0.6,0,EN,0,1143,7,39
2006,milho,400,400,1200,264,3000,-1,0,LN,0,1257,10,51
2007,milho,350,350,1085,416,3100,0.7,3.3,EN,0,1343,7,32
2008,milho,350,350,1085,416,3100,-1.7,0,LN,1,1255,5,50
2009,milho,400,400,1200,340,3000,-7.2,-3.2,LN,0,1420,7,65
2010,milho,450,450,1350,337,3000,-10.1,0,EN,1,1401,3,56
2011,milho,75,75,188,79,2507,-28.1,-16.4,LN,1,1571,3,48
2014,milho,150,150,750,225,5000,24,,N,0,1351,7,42
2015,milho,150,150,750,345,5000,18.8,0,EN,0,1254,18,65
2016,milho,150,150,750,435,5000,13.8,0,EN,1,1142,13,72
2017,milho,150,150,835,459,5567,21.2,11.3,N,0,1349,4,48
2018,milho,125,125,663,332,5304,10.9,-4.7,LN,0,1201,17,44
2019,milho,125,125,750,375,6000,20.7,13.1,EN,0,1441,3,45
2020,milho,175,175,875,656,5000,-3.2,-16.7,EN,0,1678,5,55
2021,milho,125,125,656,958,5248,-1.9,5,LN,0,1310,10,57
2022,milho,125,125,712,1040,5696,2.9,8.5,LN,0,1612,3,35
2023,milho,125,125,712,819,5696,-0.3,0,LN,0,1364,7,32
2024,milho,150,150,870,870,5800,-1.6,1.8,EN,1,1061,6,99
