ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,300,270,0,900,-12.6,,1014,LN,1,-1.9,,,
1975,arroz,,300,326,0,1087,6.8,20.7,1008,N,0,-0.2,,,
1976,arroz,,225,225,0,1000,-1.2,-8,1003,LN,0,-1.1,,,
1977,arroz,,250,275,0,1100,8.4,10,1005,EN,0,1.1,,,
1978,arroz,,250,275,0,1100,7.2,0,1017,EN,0,1.1,,,
1979,arroz,,255,280,0,1098,4.9,-0.2,1042,N,0,0.2,,,
1980,arroz,,260,286,0,1100,2.3,0.2,1085,EN,0,0.7,,,
1981,arroz,,260,286,0,1100,-1.4,0,1147,N,0,0.2,1539,7,0
1982,arroz,,176,194,0,1102,-4.6,0.2,1228,N,0,0,1566,14,0
1983,arroz,,185,190,0,1027,-14.9,-6.8,1324,EN,1,2.5,1768,7,0
1984,arroz,,109,99,0,908,-32.2,-11.6,1426,LN,0,-1,971,6,0
1985,arroz,,133,289,0,2173,43.3,139.2,1522,LN,0,-1,1414,10,0
1986,arroz,,193,428,0,2218,36.5,2.1,1597,N,0,-0.2,1286,13,2
1987,arroz,,164,278,0,1695,2.7,-23.6,1640,EN,1,1.5,1283,11,0
1988,arroz,165,165,331,0,2006,21.3,18.3,1641,EN,0,0.9,1266,13,0
1989,arroz,165,165,331,0,2006,25.6,0,1603,LN,1,-1.9,1308,6,0
1990,arroz,165,165,200,0.0012,1212,-18.7,-39.6,1536,N,0,0,1120,11,0
1991,arroz,165,165,199,0.0089,1206,-13.9,-0.5,1452,EN,0,0.5,1396,7,0
1992,arroz,165,165,200,0.091,1212,-8,0.5,1367,EN,1,2.1,1226,13,0
1993,arroz,165,165,200,0.7425,1212,-2,0,1291,N,0,0.3,1249,4,0
1994,arroz,165,165,200,24,1212,0.6,0,1230,N,0,0.3,1085,5,0
1995,arroz,165,165,200,46,1212,1.5,0,1187,EN,0,1.4,1284,9,0
