ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,1950,1170,0,600,-16.2,,LN,1,,,
1975,arroz,,2000,1500,0,750,-8.4,25,LN,0,,,
1976,arroz,,1528,2900,0,1898,108.2,153.1,LN,1,,,
1977,arroz,,925,1387,0,1499,50.9,-21,EN,0,,,
1978,arroz,,1581,985,0,623,-41.6,-58.5,EN,0,,,
1979,arroz,,1822,1357,0,745,-33.9,19.5,N,0,,,
1980,arroz,,1510,2694,0,1784,51.6,139.5,EN,0,,,
1981,arroz,,1700,1896,0,1115,-8.6,-37.5,N,0,1047,11,10
1982,arroz,,1938,2520,0,1300,4.3,16.6,N,0,1449,8,0
1983,arroz,,2000,3600,0,1800,42,38.4,EN,1,1301,7,2
1984,arroz,,2500,1500,0,600,-53,-66.7,LN,0,982,8,17
1985,arroz,,2000,2400,0,1200,-5.8,100,LN,0,813,17,9
1986,arroz,,2050,3141,0,1532,18.7,27.7,N,0,840,18,10
1987,arroz,,1200,1530,0,1275,-3.7,-16.8,EN,0,1140,9,9
1988,arroz,1200,1200,1530,0,1275,-6.6,0,EN,0,1127,12,16
1989,arroz,1150,1150,1685,2e-04,1465,1.4,14.9,LN,1,1179,11,1
1990,arroz,850,850,1160,0.0029,1365,-12.1,-6.9,N,0,1206,14,1
1991,arroz,500,500,715,0.0156,1430,-13,4.8,N,0,1212,10,9
1992,arroz,450,450,918,0.0868,2040,17.5,42.7,EN,1,779,14,8
1993,arroz,450,450,918,2.3335,2040,12,0,N,0,1061,9,5
1994,arroz,370,370,660,90,1784,-4,-12.6,N,0,841,12,14
1995,arroz,440,440,870,139,1977,5.4,10.8,EN,0,1390,17,21
1996,arroz,440,440,870,188,1977,3,0,LN,0,1049,7,16
1997,arroz,440,440,954,162,2168,11,9.7,N,0,1001,8,1
1998,arroz,440,440,786,236,1786,-10.8,-17.6,EN,1,929,9,30
1999,arroz,400,400,750,225,1875,-11.2,5,LN,1,1184,11,18
2000,arroz,450,450,625,163,1389,-38,-25.9,LN,1,1065,9,10
2001,arroz,300,300,675,232,2250,-6,62,LN,0,1046,8,25
2002,arroz,250,250,710,258,2840,8.3,26.2,N,0,1103,11,9
2003,arroz,250,250,780,390,3120,9.4,9.9,EN,0,898,22,35
2004,arroz,230,230,750,503,3261,6.9,4.5,N,0,1147,10,14
2005,arroz,230,230,660,330,2870,-12.1,-12,EN,0,1076,10,13
2006,arroz,170,170,660,330,3882,12.9,35.3,LN,0,865,5,8
2007,arroz,170,170,390,195,2294,-35.9,-40.9,EN,0,1147,7,10
2008,arroz,20,20,30,20,1500,-59.4,-34.6,LN,1,995,8,16
