ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,30,32,0,1067,-0.4,,990,LN,1,-1.9,,,
1975,arroz,,24,26,0,1083,0,1.6,990,N,0,-0.2,,,
1976,arroz,,28,31,0,1107,1.6,2.2,989,LN,0,-1.1,,,
1977,arroz,,40,43,0,1075,-1.4,-2.9,989,EN,0,1.1,,,
1978,arroz,,28,31,0,1107,1.8,3,990,EN,0,1.1,,,
1979,arroz,,31,17,0,548,-49,-50.5,992,N,0,0.2,,,
1980,arroz,,31,33,0,1065,-0.7,94.1,996,EN,0,0.7,,,
1981,arroz,,36,35,0,972,-9.2,-8.7,1002,N,0,0.2,1069,9,4
1982,arroz,,32,35,0,1094,1.4,12.5,1010,N,0,0,1672,10,0
1983,arroz,,32,35,0,1094,0.8,0,1020,EN,1,2.5,1250,10,0
1984,arroz,,35,30,0,857,-21.4,-21.6,1033,LN,0,-1,1078,11,0
1985,arroz,,37,40,0,1081,-0.3,26.1,1049,LN,0,-1,1691,16,0
1986,arroz,,46,50,0,1087,0.4,0.5,1067,N,0,-0.2,1085,14,0
1987,arroz,,68,73,0,1074,-0.8,-1.2,1086,EN,1,1.5,740,16,0
1988,arroz,68,68,74,0,1088,0.5,1.4,1108,EN,0,0.9,1370,16,1
1989,arroz,72,72,78,0,1083,-0.1,-0.5,1132,LN,1,-1.9,995,14,0
1990,arroz,72,72,78,2e-04,1083,-0.1,0,1157,N,0,0,991,18,1
1991,arroz,72,72,78,0.002,1083,0.2,0,1184,EN,0,0.5,1087,13,0
1992,arroz,94,94,101,0.0263,1074,-0.1,-0.8,1211,EN,1,2.1,1273,13,0
1993,arroz,58,58,104,0.4916,1793,68.1,66.9,1240,N,0,0.3,1099,15,0
1994,arroz,25,25,38,3,1520,44,-15.2,1270,N,0,0.3,892,29,3
1995,arroz,25,25,38,7,1520,46.1,0,1300,EN,0,1.4,943,16,3
1996,arroz,7,7,7,1,1000,-2.2,-34.2,1331,LN,0,-0.9,1167,13,0
1974,cana,,324,10649,0,32867,0.6,,31925,LN,1,-1.5,,,
1975,cana,,410,13100,0,31951,-1.3,-2.8,32116,N,0,-0.1,,,
1976,cana,,185,5920,0,32000,-0.5,0.2,32277,LN,0,-1,,,
1977,cana,,190,6080,0,32000,0.2,0,32373,EN,0,1,,,
1978,cana,,150,4800,0,32000,0.7,0,32368,EN,0,0.9,,,
1979,cana,,190,5890,0,31000,-2.1,-3.1,32250,N,0,0.2,,,
1980,cana,,150,4832,0,32213,2,3.9,32031,EN,0,0.6,,,
1981,cana,,100,3200,0,32000,1.4,-0.7,31756,N,0,0,1069,9,4
1982,cana,,100,3200,0,32000,1.4,0,31487,N,0,0.1,1672,10,0
1983,cana,,100,3200,0,32000,1.2,0,31295,EN,1,2.5,1250,10,0
1984,cana,,100,3200,0,32000,0.9,0,31244,LN,0,-0.5,1078,11,0
1985,cana,,100,3200,0,32000,0.5,0,31379,LN,0,-0.8,1691,16,0
1986,cana,,100,3200,0,32000,-0.1,0,31717,N,0,-0.3,1085,14,0
1987,cana,,100,3200,0,32000,-1.3,0,32245,EN,1,1.6,740,16,0
1988,cana,100,100,3200,0,32000,-2.9,0,32915,EN,0,0.7,1370,16,1
1989,cana,100,100,3200,0,32000,-4.5,0,33655,LN,1,-1.7,995,14,0
1990,cana,100,100,3200,8e-04,32000,-5.6,0,34371,N,0,0.2,991,18,1
1991,cana,100,100,3600,0.0037,36000,5.3,12.5,34967,EN,0,0.6,1087,13,0
1992,cana,100,100,3600,0.0371,36000,4.5,0,35358,EN,1,2.3,1273,13,0
1993,cana,100,100,3600,0.8993,36000,3.9,0,35489,EN,0,0.5,1099,15,0
1994,cana,100,100,3600,46,36000,4.3,0,35352,N,0,0.3,892,29,3
1995,cana,100,100,4000,44,40000,17,11.1,34985,EN,0,1.3,943,16,3
1996,cana,70,70,2520,32,36000,5.3,-10,34472,LN,0,-0.9,1167,13,0
1997,cana,28,28,876,26,31286,-8.5,-13.1,33933,N,0,-0.2,1584,9,0
1998,cana,28,28,876,16,31286,-8,0,33509,EN,1,2.2,1148,13,7
1999,cana,28,28,876,14,31286,-9.2,0,33352,LN,1,-1.5,1152,10,1
2000,cana,35,35,1225,22,35000,-1.8,11.9,33621,LN,1,-1.7,1301,14,0
2001,cana,45,37,1406,25,38000,2.2,8.6,34475,LN,0,-0.6,968,15,5
