ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1994,arroz,1,1,1,0,1000,,,N,0,245,73,0
1974,feijao,,2000,550,0,275,40.4,,LN,1,,,
1975,feijao,,2000,300,0,150,-7.5,-45.5,N,0,,,
1976,feijao,,2300,69,0,30,-77.4,-80,LN,0,,,
1977,feijao,,2150,215,0,100,-7.3,200,EN,0,,,
1978,feijao,,2000,320,0,160,84.1,60,EN,0,,,
1979,feijao,,2100,126,0,60,-13.8,-62.5,N,0,,,
1980,feijao,,2730,14,0,5,-90.9,-91.5,EN,0,,,
1981,feijao,,2730,14,0,5,-89.2,0,N,0,362,57,2
1982,feijao,,3100,31,0,10,-75.8,95,N,0,62,45,0
1983,feijao,,3100,31,0,10,-75.1,0,EN,1,269,77,1
1984,feijao,,3100,1240,0,400,852.7,200,LN,0,134,99,3
1985,feijao,,6000,1080,0,180,293.9,-55,LN,0,624,61,6
1986,feijao,,6000,1080,0,180,238,0,N,0,516,72,0
1987,feijao,,6000,54,0,9,-85.5,-95,EN,1,260,49,0
1988,feijao,6000,6000,216,0,36,-51.1,200,EN,0,239,101,9
1989,feijao,6000,6000,432,4e-04,72,-19.2,100,LN,1,137,68,2
1990,feijao,6000,0,0,0,,,,N,0,247,42,1
1991,feijao,3000,3000,180,0.0087,60,-49.4,,EN,0,283,70,4
1992,feijao,3000,3000,360,0.1833,120,-7.8,100,EN,1,227,114,0
1994,feijao,1205,1205,211,70,175,12.8,,N,0,245,73,0
1995,feijao,3000,3000,900,234,300,80.4,71.3,EN,0,254,85,2
1996,feijao,2400,2400,500,200,208,18.4,-30.6,LN,0,336,36,5
1997,feijao,3100,3100,558,234,180,-3.3,-13.6,N,0,251,15,0
1998,feijao,150,0,0,0,,,,EN,1,84,53,37
1999,feijao,1780,30,2,1,67,-68.3,,LN,1,200,45,6
2000,feijao,1800,1300,260,159,200,-10.2,200,LN,1,424,24,0
2001,feijao,1440,0,0,0,,,,LN,0,271,47,1
2002,feijao,2360,1300,585,468,450,86.8,,N,0,407,38,1
2003,feijao,2000,2000,120,155,60,-75.8,-86.7,EN,1,288,47,14
2004,feijao,2000,1200,120,108,100,-60.9,66.7,N,0,600,64,10
2005,feijao,2100,2100,720,792,343,32,200,EN,0,340,52,11
2006,feijao,2100,2100,630,536,300,14.5,-12.5,LN,0,312,64,4
2007,feijao,840,840,336,353,400,51.1,33.3,EN,0,249,44,23
2008,feijao,2100,2100,840,1218,400,51.8,0,LN,1,504,47,13
2009,feijao,2100,2100,420,525,200,-21,-50,LN,0,281,70,18
2010,feijao,650,640,95,171,148,-38.2,-25.8,EN,1,255,61,23
2011,feijao,2005,2005,201,402,100,-55.8,-32.5,LN,1,618,39,12
2013,feijao,30,30,8,19,267,42.4,,LN,0,52,60,61
2014,feijao,40,,,,,,,N,0,211,43,7
2015,feijao,20,20,4,4,200,30.5,,EN,0,171,40,8
2016,feijao,700,700,5,17,7,-95,-96.4,EN,1,331,81,41
2017,feijao,5,,,,,,,LN,0,83,79,57
2018,feijao,900,900,120,300,133,9.9,,LN,0,247,103,22
2019,feijao,800,560,65,150,116,2.8,-12.9,EN,0,320,41,25
2020,feijao,700,700,65,176,93,-12.3,-20,N,0,481,39,63
2021,feijao,1000,350,18,65,51,-48.5,-44.6,LN,1,254,51,12
2022,feijao,680,204,41,197,201,111.9,200,LN,0,403,73,19
2023,feijao,600,150,9,38,60,-34.3,-70.1,LN,0,419,34,10
2024,feijao,600,210,19,105,90,1.6,50.8,EN,1,400,58,51
1974,milho,,3800,2280,0,600,-12.1,,LN,1,,,
1975,milho,,4200,2520,0,600,3.2,0,N,0,,,
1976,milho,,5625,2700,0,480,-2.3,-20,LN,0,,,
1977,milho,,4500,2700,0,600,45.4,25,EN,0,,,
1978,milho,,4000,4320,0,1080,212.6,80,EN,0,,,
1979,milho,,4000,1920,0,480,66.6,-55.6,N,0,,,
1980,milho,,5200,26,0,5,-97.9,-99,EN,0,,,
1981,milho,,5200,78,0,15,-92.7,200,N,0,362,57,2
1982,milho,,5000,50,0,10,-94.4,-33.3,N,0,62,45,0
1983,milho,,5000,50,0,10,-93.8,0,EN,1,269,77,1
1984,milho,,5000,3500,0,700,363.1,200,LN,0,134,99,3
1985,milho,,6000,3960,0,660,298.4,-5.7,LN,0,624,61,6
1986,milho,,6000,3360,0,560,179.4,-15.2,N,0,516,72,0
1987,milho,,6000,210,0,35,-84.6,-93.8,EN,1,260,49,0
1988,milho,6000,6000,1680,0,280,11.9,200,EN,0,239,101,9
1989,milho,6000,6000,2520,5e-04,420,48.4,50,LN,1,137,68,2
1990,milho,6000,0,0,0,,,,N,0,247,42,1
1991,milho,3000,3000,360,0.0076,120,-63.7,,EN,0,283,70,4
