ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,500,600,0,1200,-15.2,,694,LN,1,-1.9,,,
1975,arroz,,500,600,0,1200,5,0,689,N,0,-0.2,,,
1976,arroz,,80,120,0,1500,60.4,25,684,LN,0,-1.1,,,
1977,arroz,,35,32,0,914,15.7,-39,681,EN,0,1.1,,,
1978,arroz,,35,4,0,114,-83.6,-87.5,680,EN,0,1.1,,,
1979,arroz,,5,1,0,200,-70,75,682,N,0,0.2,,,
1980,arroz,,50,60,0,1200,72.9,200,688,EN,0,0.7,,,
1981,arroz,,40,48,0,1200,42.5,0,697,N,0,0.2,792,14,13
1982,arroz,,40,25,0,625,-37.3,-47.9,710,N,0,0,1086,9,1
1983,arroz,,40,68,0,1700,44.7,172,728,EN,1,2.5,1131,12,2
1984,arroz,,25,2,0,80,-93.7,-95.3,749,LN,0,-1,717,10,20
1985,arroz,,100,272,0,2720,102.7,200,774,LN,0,-1,849,13,15
1986,arroz,,20,24,0,1200,-10.6,-55.9,805,N,0,-0.2,644,16,49
1990,arroz,2,2,3,0,1500,142.4,,991,N,0,0,1017,10,12
1991,arroz,3,3,1,0,333,-45.1,-77.8,1060,EN,0,0.5,712,16,18
1992,arroz,3,3,1,2e-04,333,-59,0,1142,EN,1,2.1,820,10,18
1993,arroz,6,6,6,0.0218,1000,-9.2,200,1237,N,0,0.3,761,8,13
1994,arroz,6,6,9,1,1500,-2.1,50,1347,N,0,0.3,830,10,20
1995,arroz,6,6,9,1,1500,-25.2,0,1473,EN,0,1.4,1072,12,20
1996,arroz,8,8,24,4,3000,18.2,100,1614,LN,0,-0.9,1126,9,8
1997,arroz,8,8,24,6,3000,6.5,0,1770,N,0,-0.3,1219,15,4
1998,arroz,15,15,45,12,3000,1.5,0,1941,EN,1,2.3,966,8,36
1999,arroz,10,10,30,8,3000,2.2,0,2126,LN,1,-1.6,1087,11,22
2000,arroz,100,100,250,56,2500,-9.5,-16.7,2327,LN,1,-1.6,698,15,30
2001,arroz,100,100,250,50,2500,2.5,0,2545,LN,0,-0.7,796,14,24
2002,arroz,15,15,30,8,2000,2,-20,2783,N,0,-0.3,771,11,30
1974,cana,,100,1875,0,18750,7.1,,17526,LN,1,-1.5,,,
1975,cana,,100,1800,0,18000,-7.2,-4,19417,N,0,-0.1,,,
2007,cana,410,410,38444,1153,93766,-1.4,,104912,EN,0,0.6,1058,12,28
2008,cana,1447,1447,170338,5962,117718,26.8,25.5,100604,LN,1,-1.6,814,9,22
2009,cana,2984,2984,347195,15624,116352,29.5,-1.2,95838,LN,0,-0.9,848,17,36
2010,cana,3391,3391,309476,12379,91264,6.1,-21.6,90928,EN,1,1.5,1348,15,30
2011,cana,3205,3205,266414,14386,83124,2.2,-8.9,86206,LN,0,-1.4,799,8,20
2012,cana,3321,3321,221271,12088,66628,-9.9,-19.8,81965,LN,0,-0.8,733,13,42
2013,cana,2650,2650,200193,10210,75545,4.9,13.4,78434,LN,0,-0.6,1094,10,39
2014,cana,3122,3122,216457,10829,69333,-4.6,-8.2,75772,LN,0,-0.5,682,11,42
2015,cana,2939,2939,227622,12294,77449,3.4,11.7,74075,EN,0,0.5,940,27,31
2016,cana,1896,1896,148133,9590,78129,0.7,0.9,73392,EN,1,2.2,1321,9,30
2017,cana,3000,3000,240000,15780,80000,1.3,2.4,73734,LN,0,-0.7,687,11,36
2018,cana,2646,2646,200132,12808,75636,-4.3,-5.5,75085,LN,0,-1.1,1152,10,27
2019,cana,2630,2630,223973,14805,85161,8.3,12.6,77404,EN,0,0.6,653,12,53
2020,cana,2198,2198,151077,11154,68734,-12.1,-19.3,80624,N,0,0.1,893,10,57
2021,cana,2220,2220,182861,20782,82370,3,19.8,84651,LN,0,-1.2,917,10,53
2022,cana,1745,1745,125495,15960,71917,-15.8,-12.7,89367,LN,0,-1.2,737,17,63
2023,cana,2412,2412,277174,36581,114915,22.5,59.8,94641,LN,0,-0.8,924,9,13
2024,cana,2735,2735,289781,37532,105953,1,-7.8,100353,EN,0,1.2,733,12,93
1974,feijao,,130,74,0,569,-1.2,,491,LN,1,-1.9,,,
1975,feijao,,90,54,0,600,12.9,5.4,484,N,0,-0.2,,,
1976,feijao,,60,60,0,1000,103.3,66.7,477,LN,0,-1.1,,,
1977,feijao,,50,12,0,240,-47.5,-76,470,EN,0,1.1,,,
1978,feijao,,50,24,0,480,12.5,100,463,EN,0,1.1,,,
