ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,500,750,0,1500,-18.6,,LN,1,,,
1975,arroz,,500,1050,0,2100,32.2,40,N,0,,,
1976,arroz,,500,900,0,1800,31.2,-14.3,LN,0,,,
1977,arroz,,400,408,0,1020,-14.4,-43.3,EN,0,,,
1978,arroz,,50,18,0,360,-65.6,-64.7,EN,0,,,
1979,arroz,,180,77,0,428,-54,18.8,N,0,,,
1980,arroz,,200,244,0,1220,44.4,185.2,EN,0,,,
1981,arroz,,200,273,0,1365,71.6,11.9,N,0,893,9,5
1982,arroz,,154,59,0,383,-53.7,-71.9,N,0,1069,11,0
1983,arroz,,310,496,0,1600,79.8,200,EN,1,1374,7,0
1984,arroz,,147,29,0,197,-79.4,-87.7,LN,0,876,10,11
1985,arroz,,168,208,0,1238,17.2,200,LN,0,918,13,9
1986,arroz,,117,67,0,573,-48.3,-53.7,N,0,760,16,30
1987,arroz,,165,205,0,1242,15.5,117,EN,1,744,14,15
1988,arroz,210,210,402,0,1914,83,54.1,EN,0,901,11,12
1989,arroz,200,200,320,0,1600,56.2,-16.4,LN,1,943,9,16
1990,arroz,200,200,160,6e-04,800,-20.9,-50,N,0,926,9,7
1991,arroz,200,100,25,5e-04,250,-75.7,-68.8,EN,0,669,10,16
1992,arroz,20,20,4,8e-04,200,-81,-20,EN,1,946,11,9
1993,arroz,20,20,24,0.0873,1200,6.1,200,EN,0,874,11,8
1994,arroz,20,20,34,6,1700,36.2,41.7,N,0,857,15,11
1995,arroz,10,10,15,2,1500,11.5,-11.8,EN,0,1255,9,13
1996,arroz,10,10,15,3,1500,1.8,0,LN,0,943,12,4
1997,arroz,10,10,15,3,1500,-5.3,0,N,0,1397,12,0
1998,arroz,10,10,15,4,1500,-4.1,0,EN,1,1210,7,11
1999,arroz,25,25,38,10,1520,0.7,1.3,LN,1,906,9,7
2000,arroz,5,5,8,2,1600,12.5,5.3,LN,1,916,11,8
2001,arroz,5,5,8,2,1600,20.8,0,LN,0,1027,8,8
2002,arroz,6,6,4,1,667,-46.2,-58.3,N,0,857,10,15
2003,arroz,5,5,6,3,1200,5.5,80,EN,1,1138,7,21
2004,arroz,2,2,2,1,1000,-6.8,-16.7,N,0,765,12,11
2005,arroz,2,2,2,1,1000,-5.1,0,EN,0,1097,12,17
2006,arroz,2,2,2,1,1000,-4.8,0,LN,0,850,9,10
2007,arroz,2,2,2,1,1000,-6.1,0,EN,0,1256,9,15
2008,arroz,2,2,2,1,1000,-8.7,0,LN,1,903,12,12
2011,arroz,3,3,6,3,2000,53.6,,LN,1,1167,6,2
2012,arroz,1,1,1,1,1000,-29,-50,LN,0,838,13,21
1983,cana,,979,143615,0,146696,8,,EN,1,1374,7,0
1984,cana,,1839,190854,0,103781,-16.9,-29.3,LN,0,876,10,11
1985,cana,,2480,337681,0,136162,17.9,31.2,LN,0,918,13,9
1986,cana,,2570,265006,0,103115,-4.2,-24.3,N,0,760,16,30
1987,cana,,2550,217817,0,85418,-15.5,-17.2,EN,1,744,14,15
