ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1977,arroz,,435,631,0,1451,4.3,,EN,0,,,
1978,arroz,,488,683,0,1400,-1.3,-3.5,EN,0,,,
1979,arroz,,230,322,0,1400,-3,0,N,0,,,
1980,arroz,,380,568,0,1495,1.7,6.8,EN,0,,,
1981,arroz,,510,765,0,1500,0.5,0.4,N,0,1602,3,8
1982,arroz,,510,730,0,1431,-5.5,-4.6,N,0,1575,7,10
1983,arroz,,311,466,0,1498,-2.4,4.7,EN,1,1305,5,11
1984,arroz,,3700,6660,0,1800,15.7,20.1,LN,0,1361,3,13
1985,arroz,,3293,4936,0,1499,-4.7,-16.7,LN,0,1305,3,8
1986,arroz,,4260,6390,0,1500,-5.6,0.1,N,0,1636,2,4
1987,arroz,,4168,6252,0,1500,-6.7,0,EN,1,1471,6,7
1988,arroz,4168,4168,6252,1e-04,1500,-7.3,0,EN,0,1541,3,20
1989,arroz,3073,3073,4973,0.0014,1618,0.2,7.9,LN,1,1802,5,19
1990,arroz,2700,2700,4590,0.0108,1700,5.9,5,N,0,1909,3,10
1991,arroz,5400,5400,9720,0.2828,1800,12.8,5.9,EN,0,1629,2,8
1992,arroz,5400,5400,9720,4.0467,1800,14.5,0,EN,1,1269,5,7
1993,arroz,3033,2881,5173,46.0491,1796,16.9,-0.2,EN,0,1545,4,4
1994,arroz,4961,4961,6449,1935,1300,-14,-27.6,N,0,1552,4,8
1995,arroz,3900,3900,5460,546,1400,-6,7.7,EN,0,1447,5,6
1996,arroz,1140,1140,1472,294,1291,-11.5,-7.8,LN,0,1505,6,8
1997,arroz,1254,1254,1619,291,1291,-10.7,0,N,0,1612,5,1
1998,arroz,1300,1300,1950,390,1500,2.9,16.2,EN,1,1385,5,17
1999,arroz,1200,1200,1800,306,1500,1,0,LN,1,1752,5,9
2000,arroz,800,800,1200,336,1500,-0.6,0,LN,1,1475,8,11
2001,arroz,1272,1272,1908,572,1500,-3,0,LN,0,1456,6,2
2002,arroz,640,604,938,459,1553,-3,3.5,N,0,1312,4,13
2003,arroz,460,460,820,401,1783,8.6,14.8,EN,1,1351,3,9
2004,arroz,696,696,1274,673,1830,9.7,2.7,N,0,1414,10,12
2005,arroz,1076,796,1380,621,1734,2.2,-5.3,EN,0,1228,2,3
2006,arroz,443,437,701,280,1604,-6.3,-7.5,LN,0,1453,3,18
2007,arroz,148,148,266,133,1797,4.7,12,EN,0,1275,3,8
2008,arroz,250,250,400,240,1600,-6.7,-11,LN,1,1569,3,7
2009,arroz,260,260,416,250,1600,-6,0,LN,0,1413,4,8
2010,arroz,282,282,452,271,1603,-3.9,0.2,EN,1,1383,5,8
2011,arroz,200,200,360,216,1800,11.1,12.3,LN,1,1384,3,13
2012,arroz,85,85,145,77,1706,8.3,-5.2,LN,0,1509,2,1
2013,arroz,81,81,134,77,1654,8.5,-3,LN,0,1318,3,11
2014,arroz,77,77,116,58,1506,2.8,-8.9,N,0,1391,2,3
2015,arroz,72,65,85,49,1308,-7.7,-13.2,EN,0,1417,2,9
2016,arroz,70,70,88,53,1257,-8.9,-3.9,EN,1,1247,5,35
2017,arroz,35,35,44,28,1257,-6.4,0,LN,0,1367,4,15
2018,arroz,25,25,30,21,1200,-8.6,-4.5,LN,0,1301,4,18
2019,arroz,20,20,24,18,1200,-6.7,0,EN,0,1572,3,10
2020,arroz,20,20,24,18,1200,-4.8,0,N,0,1379,3,15
2021,arroz,20,20,24,22,1200,-3.3,0,LN,1,1480,3,37
2022,arroz,20,20,26,26,1300,5.9,8.3,LN,0,1343,5,23
2023,arroz,25,25,34,41,1360,11.5,4.6,LN,0,1716,5,36
2024,arroz,30,30,36,49,1200,-1.3,-11.8,EN,1,1254,5,47
1977,cana,,5,75,0,15000,1.7,,EN,0,,,
1978,cana,,4,52,0,13000,-8.4,-13.3,EN,0,,,
1979,cana,,10,130,0,13000,-5,0,N,0,,,
1980,cana,,10,130,0,13000,-1.4,0,EN,0,,,
1981,cana,,10,130,0,13000,2.1,0,N,0,1602,3,8
1982,cana,,12,156,0,13000,5.3,0,N,0,1575,7,10
1983,cana,,10,130,0,13000,8.3,0,EN,1,1305,5,11
1984,cana,,10,140,0,14000,19.7,7.7,LN,0,1361,3,13
1985,cana,,10,140,0,14000,21.6,0,LN,0,1305,3,8
1986,cana,,7,84,0,12000,6.1,-14.3,N,0,1636,2,4
1987,cana,,8,88,0,11000,-0.6,-8.3,EN,1,1471,6,7
1988,cana,12,10,110,0,11000,-0.5,0,EN,0,1541,3,20
1989,cana,15,14,154,0,11000,-1.3,0,LN,1,1802,5,19
1990,cana,18,18,198,3e-04,11000,-2.5,0,N,0,1909,3,10
1991,cana,19,19,228,7e-04,12000,1.8,9.1,EN,0,1629,2,8
1992,cana,20,20,196,0.0035,9800,-24.4,-18.3,EN,1,1269,5,7
1993,cana,10,10,98,0.0196,9800,-32.6,0,EN,0,1545,4,4
1994,cana,10,10,150,3,15000,-6.3,53.1,N,0,1552,4,8
1995,cana,12,12,240,6,20000,14.1,33.3,EN,0,1447,5,6
1996,cana,13,13,260,26,20000,3.7,0,LN,0,1505,6,8
1997,cana,14,14,350,35,25000,20.2,25,N,0,1612,5,1
1998,cana,15,15,375,38,25000,14,0,EN,1,1385,5,17
1999,cana,15,15,375,38,25000,8.6,0,LN,1,1752,5,9
2000,cana,16,16,400,40,25000,2.8,0,LN,1,1475,8,11
2001,cana,18,18,720,89,40000,57.2,60,LN,0,1456,6,2
2002,cana,18,18,333,83,18500,-29.8,-53.8,N,0,1312,4,13
2003,cana,18,18,342,58,19000,-31.4,2.7,EN,1,1351,3,9
2004,cana,18,18,342,21,19000,-37.1,0,N,0,1414,10,12
2005,cana,42,29,580,41,20000,-40,5.3,EN,0,1228,2,3
2006,cana,32,32,1120,112,35000,-2.2,75,LN,0,1453,3,18
2007,cana,42,42,1470,147,35000,-8.1,0,EN,0,1275,3,8
2008,cana,30,30,1350,135,45000,10.2,28.6,LN,1,1569,3,7
2009,cana,30,30,1500,150,50000,17.4,11.1,LN,0,1413,4,8
2010,cana,30,30,1500,150,50000,16.1,0,EN,1,1383,5,8
2011,cana,30,30,1200,102,40000,-7,-20,LN,1,1384,3,13
2012,cana,35,35,1750,112,50000,17.5,25,LN,0,1509,2,1
2013,cana,35,35,1750,175,50000,22.4,0,LN,0,1318,3,11
2014,cana,28,28,840,83,30000,-21.3,-40,N,0,1391,2,3
2015,cana,15,15,525,58,35000,-2.6,16.7,EN,0,1417,2,9
2016,cana,15,15,495,51,33000,-4,-5.7,EN,1,1247,5,35
2017,cana,15,15,420,50,28000,-14,-15.2,LN,0,1367,4,15
2018,cana,13,13,351,56,27000,-12.6,-3.6,LN,0,1301,4,18
2019,cana,13,11,275,41,25000,-14.8,-7.4,EN,0,1572,3,10
2020,cana,13,13,325,49,25000,-9.8,0,N,0,1379,3,15
2021,cana,13,13,325,52,25000,-4.6,0,LN,1,1480,3,37
2022,cana,13,13,334,55,25692,3.5,2.8,LN,0,1343,5,23
2023,cana,13,13,328,59,25231,7.2,-1.8,LN,0,1716,5,36
2024,cana,13,13,326,73,25077,12.5,-0.6,EN,1,1254,5,47
1977,feijao,,211,127,0,602,-5.3,,EN,0,,,
1978,feijao,,512,374,0,730,22.7,21.4,EN,0,,,
1979,feijao,,441,220,0,499,-11.4,-31.7,N,0,,,
1980,feijao,,481,267,0,555,2.9,11.3,EN,0,,,
1981,feijao,,520,260,0,500,-4.4,-9.9,N,0,1602,3,8
1982,feijao,,900,540,0,600,17,20,N,0,1575,7,10
1983,feijao,,670,335,0,500,-2.2,-16.7,EN,1,1305,5,11
1984,feijao,,850,323,0,380,-26.6,-24,LN,0,1361,3,13
1985,feijao,,992,496,0,500,-5.3,31.6,LN,0,1305,3,8
1986,feijao,,748,374,0,500,-9,0,N,0,1636,2,4
1987,feijao,,1389,694,0,500,-14.2,-0.1,EN,1,1471,6,7
1988,feijao,1541,1541,771,0,500,-18.6,0.1,EN,0,1541,3,20
1989,feijao,1258,1258,670,6e-04,533,-19.3,6.4,LN,1,1802,5,19
1990,feijao,1258,1258,1203,0.0178,956,32.7,79.6,N,0,1909,3,10
1991,feijao,5400,5400,5162,0.1618,956,25.2,0,EN,0,1629,2,8
1992,feijao,5400,5400,5162,3.9807,956,20.5,0,EN,1,1269,5,7
1993,feijao,2430,2298,2221,37.4429,966,17.3,1.1,EN,0,1545,4,4
1994,feijao,3600,3600,3240,2268,900,7.1,-6.9,N,0,1552,4,8
1995,feijao,2500,2500,1750,875,700,-15.7,-22.2,EN,0,1447,5,6
1996,feijao,896,896,649,325,724,-10.1,3.5,LN,0,1505,6,8
1997,feijao,1030,1030,746,373,724,-7.1,0,N,0,1612,5,1
1998,feijao,1030,1030,746,615,724,-2.4,0,EN,1,1385,5,17
1999,feijao,600,600,480,480,800,16.1,10.5,LN,1,1752,5,9
2000,feijao,600,600,480,344,800,23.8,0,LN,1,1475,8,11
2001,feijao,484,484,266,239,550,-10.9,-31.3,LN,0,1456,6,2
2002,feijao,950,340,170,182,500,-15.1,-9,N,0,1312,4,13
2003,feijao,450,450,270,339,600,6.2,20,EN,1,1351,3,9
2004,feijao,480,480,264,264,550,1.4,-8.3,N,0,1414,10,12
2005,feijao,630,315,95,143,302,-42.2,-45.2,EN,0,1228,2,3
2006,feijao,420,375,188,188,501,-0.5,66.2,LN,0,1453,3,18
2007,feijao,420,420,210,252,500,1.7,-0.3,EN,0,1275,3,8
2008,feijao,109,109,55,127,505,4.3,0.9,LN,1,1569,3,7
2009,feijao,110,110,55,83,500,4.6,-0.9,LN,0,1413,4,8
2010,feijao,128,128,77,154,602,26.5,20.3,EN,1,1383,5,8
2011,feijao,195,127,50,115,394,-17.5,-34.6,LN,1,1384,3,13
2012,feijao,230,230,92,230,400,-16.3,1.6,LN,0,1509,2,1
2013,feijao,120,108,60,174,556,15.7,38.9,LN,0,1318,3,11
2014,feijao,114,94,38,133,404,-16.5,-27.2,N,0,1391,2,3
2015,feijao,88,73,37,124,507,4,25.4,EN,0,1417,2,9
2016,feijao,85,85,43,286,506,3.5,-0.2,EN,1,1247,5,35
2017,feijao,65,65,33,182,508,3.4,0.4,LN,0,1367,4,15
2018,feijao,60,60,30,135,500,1.5,-1.5,LN,0,1301,4,18
2019,feijao,55,55,28,137,509,3.2,1.8,EN,0,1572,3,10
2020,feijao,55,55,28,120,509,3,0,N,0,1379,3,15
2021,feijao,55,55,28,126,509,2.9,0,LN,1,1480,3,37
2022,feijao,55,55,28,168,509,2.9,0,LN,0,1343,5,23
2023,feijao,60,60,30,195,500,1.3,-1.8,LN,0,1716,5,36
2024,feijao,60,60,27,162,450,-8.7,-10,EN,1,1254,5,47
1977,milho,,478,575,0,1203,1,,EN,0,,,
1978,milho,,490,588,0,1200,-1.8,-0.2,EN,0,,,
1979,milho,,599,691,0,1154,-8.2,-3.9,N,0,,,
1980,milho,,653,917,0,1404,8.5,21.7,EN,0,,,
1981,milho,,670,938,0,1400,4.9,-0.3,N,0,1602,3,8
1982,milho,,670,938,0,1400,1.8,0,N,0,1575,7,10
1983,milho,,355,497,0,1400,-1.5,0,EN,1,1305,5,11
1984,milho,,3379,6420,0,1900,29.1,35.7,LN,0,1361,3,13
1985,milho,,2988,3536,0,1183,-22.1,-37.7,LN,0,1305,3,8
1986,milho,,2674,3209,0,1200,-23.5,1.4,N,0,1636,2,4
1987,milho,,2779,3334,0,1200,-26.2,0,EN,1,1471,6,7
1988,milho,2779,2779,3334,0,1200,-28.3,0,EN,0,1541,3,20
1989,milho,3282,3282,6639,9e-04,2023,17.6,68.6,LN,1,1802,5,19
1990,milho,2934,2934,5868,0.0079,2000,13,-1.1,N,0,1909,3,10
1991,milho,10000,10000,22000,0.1675,2200,21.9,10,EN,0,1629,2,8
1992,milho,10000,10000,22000,4.5372,2200,20.9,0,EN,1,1269,5,7
1993,milho,4000,3801,7891,50.7335,2076,13.8,-5.6,EN,0,1545,4,4
1994,milho,7484,7484,11226,3368,1500,-18,-27.7,N,0,1552,4,8
1995,milho,4300,4300,6450,1290,1500,-17.1,0,EN,0,1447,5,6
1996,milho,1208,1208,1938,310,1604,-9,7,LN,0,1505,6,8
1997,milho,1389,1389,2228,356,1604,-7.7,0,N,0,1612,5,1
1998,milho,1950,1950,3510,456,1800,3.9,12.2,EN,1,1385,5,17
2000,milho,1200,1200,2160,443,1800,3.8,,LN,1,1475,8,11
2001,milho,1272,1272,2289,343,1800,2.5,0,LN,0,1456,6,2
2002,milho,2540,2206,4412,2343,2000,11.6,11.1,N,0,1312,4,13
2003,milho,2450,2450,4459,1911,1820,-1,-9,EN,1,1351,3,9
2004,milho,6143,6143,12286,2715,2000,5.2,9.9,N,0,1414,10,12
2005,milho,3807,3807,6662,2318,1750,-12,-12.5,EN,0,1228,2,3
2006,milho,1359,1351,2702,648,2000,-4.6,14.3,LN,0,1453,3,18
2007,milho,1844,1844,3688,1106,2000,-9,0,EN,0,1275,3,8
2008,milho,1200,1200,2430,1069,2025,-12.5,1.2,LN,1,1569,3,7
2009,milho,1200,1200,3960,1346,3300,34.6,63,LN,0,1413,4,8
2010,milho,2280,2280,5512,2094,2418,-5.8,-26.7,EN,1,1383,5,8
2011,milho,2340,2340,6835,4101,2921,10.2,20.8,LN,1,1384,3,13
2012,milho,2755,2755,10193,5810,3700,35.2,26.7,LN,0,1509,2,1
2013,milho,2300,2300,7590,3833,3300,17.1,-10.8,LN,0,1318,3,11
2014,milho,2685,2470,7237,4017,2930,1.7,-11.2,N,0,1391,2,3
2015,milho,2295,2180,5947,3568,2728,-7,-6.9,EN,0,1417,2,9
2016,milho,1323,1323,3308,2247,2500,-17,-8.3,EN,1,1247,5,35
2017,milho,1300,1300,2990,1794,2300,-26.2,-8,LN,0,1367,4,15
2018,milho,1300,1300,3900,2262,3000,-6.9,30.4,LN,0,1301,4,18
2019,milho,1200,1200,3480,2436,2900,-13.3,-3.3,EN,0,1572,3,10
2020,milho,2000,2000,7850,6802,3925,12.8,35.3,N,0,1379,3,15
