ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,1600,1920,0,1200,19.5,,1006,LN,0,-0.9,,,
1975,arroz,,1950,2925,0,1500,52.5,25,1021,N,0,-0.3,,,
1976,arroz,,2145,965,0,450,-53.8,-70,1035,N,0,-0.3,,,
1977,arroz,,2000,2000,0,1000,2.5,122.3,1050,EN,0,0.5,,,
1978,arroz,,1100,919,0,835,-15.7,-16.5,1066,N,0,0.1,,,
1979,arroz,,1696,1115,0,657,-35.4,-21.3,1081,N,0,0.2,,,
1980,arroz,,930,310,0,333,-68.3,-49.3,1097,N,0,0.3,,,
1981,arroz,,283,652,0,2304,109.8,200,1113,N,0,-0.3,677,35,60
1982,arroz,,3000,2250,0,750,-35.2,-67.4,1129,N,0,0.4,456,42,76
1983,arroz,,387,245,0,633,-48.1,-15.6,1145,EN,1,1.7,377,42,96
1984,arroz,,1242,2283,0,1838,41.1,190.4,1162,N,0,-0.3,354,82,116
1985,arroz,,821,973,0,1185,-16,-35.5,1178,LN,0,-0.6,928,18,76
1986,arroz,,2200,5060,0,2300,53,94.1,1195,N,0,-0.2,637,67,30
1987,arroz,,1950,1211,0,621,-60.7,-73,1211,EN,0,1.3,558,29,76
1988,arroz,1500,1500,2700,0,1800,8.6,189.8,1227,N,0,-0.2,576,50,107
1989,arroz,1200,1200,3600,6e-04,3000,73.5,66.7,1244,LN,0,-1.1,485,48,56
1990,arroz,2600,2600,3900,0.0224,1500,-16.2,-50,1260,N,0,0.3,654,20,48
1991,arroz,2700,2600,3748,0.1038,1442,-21.2,-3.9,1276,N,0,0.4,544,27,83
1992,arroz,2700,800,1288,0.4532,1610,-13.1,11.7,1292,EN,1,2,603,109,83
1993,arroz,1600,1600,1400,10.5382,875,-53.4,-45.7,1307,EN,0,0.9,329,40,106
1994,arroz,2500,2500,6500,1282,2600,37.3,197.1,1323,N,0,0.4,584,17,85
1995,arroz,2000,2000,5250,866,2625,38.4,1,1338,EN,0,0.7,659,21,78
1996,arroz,2500,2500,7000,1666,2800,45.8,6.7,1353,LN,0,-0.6,582,32,78
1997,arroz,2500,2500,4254,862,1702,-14.4,-39.2,1368,N,0,0.2,473,30,69
1998,arroz,2700,2700,1475,465,546,-73.7,-67.9,1382,EN,0,1.3,445,24,92
1999,arroz,2155,2155,3890,1089,1805,-15.8,200,1396,LN,0,-1.1,515,59,93
2000,arroz,2700,2700,6950,2495,2574,17,42.6,1410,LN,0,-1.1,590,24,57
2001,arroz,2705,2705,875,266,323,-85.8,-87.4,1424,LN,0,-0.5,458,46,83
2002,arroz,1768,1768,5479,2241,3099,33.3,200,1438,N,0,0,793,54,76
2003,arroz,1750,1750,5538,2991,3165,35.6,2.1,1451,N,0,0.2,596,35,103
2004,arroz,1430,332,806,544,2428,5.1,-23.3,1464,N,0,0.1,951,20,97
2005,arroz,1365,1365,2044,846,1497,-34.1,-38.3,1478,N,0,0.3,434,58,136
2006,arroz,1436,1436,5038,2015,3508,58.5,134.3,1491,LN,0,-0.6,634,65,101
2007,arroz,1360,1360,2943,1472,2164,5.8,-38.3,1503,N,0,-0.2,495,41,102
2008,arroz,900,900,989,658,1099,-38.8,-49.2,1516,LN,0,-1.3,981,55,98
2009,arroz,900,900,2178,1416,2420,49.4,120.2,1529,LN,0,-0.7,374,61,100
2010,arroz,585,585,332,215,568,-62.1,-76.5,1542,EN,0,0.6,271,52,86
2011,arroz,536,536,1255,853,2341,72.1,200,1556,LN,0,-0.9,952,42,55
2012,arroz,530,530,106,70,200,-84.5,-91.5,1569,LN,0,-0.6,679,26,65
2013,arroz,102,102,16,13,157,-88.2,-21.6,1583,LN,0,-0.5,294,32,140
