ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,1000,900,0,900,16.1,,LN,1,,,
1975,arroz,,1000,518,0,518,-41.1,-42.4,N,0,,,
1976,arroz,,131,162,0,1237,26.8,138.7,LN,0,,,
1977,arroz,,92,90,0,978,-8,-20.9,EN,0,,,
1978,arroz,,66,73,0,1106,-3.6,13.1,EN,0,,,
1979,arroz,,219,271,0,1237,1.2,11.9,N,0,,,
1980,arroz,,241,354,0,1469,14.9,18.7,EN,0,,,
1981,arroz,,257,260,0,1012,-23.3,-31.1,N,0,1112,12,16
1982,arroz,,300,450,0,1500,10.2,48.3,N,0,1476,6,0
1983,arroz,,300,450,0,1500,6.6,0,EN,1,1502,6,0
1984,arroz,,500,420,0,840,-44.1,-44,LN,0,1225,9,20
1985,arroz,,500,900,0,1800,13.4,114.3,LN,0,977,17,16
1986,arroz,,1000,1500,0,1500,-9.2,-16.7,N,0,974,9,21
1987,arroz,,1000,1800,0,1800,12,20,EN,1,1216,14,22
1988,arroz,1000,1000,1500,0,1500,-0.9,-16.7,EN,0,1146,13,17
1989,arroz,1000,1000,1560,2e-04,1560,21,4,LN,1,1023,11,8
1990,arroz,900,900,810,0.0057,900,-16.9,-42.3,N,0,1142,10,9
1991,arroz,800,800,640,0.0214,800,-23,-11.1,EN,0,1397,14,9
1992,arroz,500,500,400,0.0582,800,-24.2,0,EN,1,1110,12,5
1993,arroz,500,500,750,1.9065,1500,24,87.5,EN,0,971,7,6
1994,arroz,240,240,372,48,1550,14.5,3.3,N,0,1094,11,19
1995,arroz,100,100,150,21,1500,2.3,-3.2,EN,0,1251,20,29
1996,arroz,10,10,15,3,1500,0.7,0,LN,0,985,8,20
1997,arroz,10,10,16,3,1600,10.4,6.7,N,0,1137,10,9
1998,arroz,30,30,45,16,1500,10.6,-6.2,EN,1,1126,7,39
1999,arroz,30,30,30,11,1000,-16.3,-33.3,LN,1,1114,7,17
1988,cana,380,380,41800,0,110000,3.3,,EN,0,1146,13,17
1989,cana,1800,1800,180000,0.0069,1e+05,-0.9,-9.1,LN,1,1023,11,8
1990,cana,1800,1800,135000,0.0594,75000,-21.7,-25,N,0,1142,10,9
1991,cana,1800,1800,126000,0.2686,70000,-23.5,-6.7,EN,0,1397,14,9
1992,cana,2000,2000,160000,6.4,80000,-8.7,14.3,EN,1,1110,12,5
1993,cana,2600,2600,208000,101.0502,80000,-5.2,0,EN,0,971,7,6
1994,cana,5000,5000,4e+05,3600,80000,-2.1,0,N,0,1094,11,19
1995,cana,6500,6500,520000,5720,80000,0.6,0,EN,0,1251,20,29
