ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,75,60,0,800,-37.7,,839,LN,0,-0.9,,,
1975,arroz,,60,86,0,1433,18.5,79.2,798,N,0,-0.3,,,
1976,arroz,,56,81,0,1446,32.4,0.9,759,N,0,-0.3,,,
1977,arroz,,40,58,0,1450,49.9,0.2,724,EN,0,0.5,,,
1978,arroz,,35,37,0,1057,30.1,-27.1,692,N,0,0.1,,,
1979,arroz,,75,22,0,293,-56.1,-72.3,664,N,0,0.2,,,
1980,arroz,,37,4,0,108,-76.8,-63.1,641,N,0,0.3,,,
1981,arroz,,14,5,0,357,-30.7,200,621,N,0,-0.3,400,46,107
1982,arroz,,60,72,0,1200,90.4,200,606,N,0,0.4,431,80,85
1984,arroz,,15,14,0,933,0.1,,587,N,0,-0.3,427,99,102
1985,arroz,,21,16,0,762,-17,-18.4,583,LN,0,-0.6,1017,44,88
1986,arroz,,30,36,0,1200,37.2,57.5,583,N,0,-0.2,897,70,46
1987,arroz,,30,2,0,67,-92.4,-94.4,587,EN,0,1.3,571,83,53
1988,arroz,50,50,60,0,1200,47.7,200,594,N,0,-0.2,503,92,78
1989,arroz,75,75,90,0,1200,57.5,0,606,LN,0,-1.1,525,61,68
1990,arroz,100,50,6,0,120,-83.7,-90,622,N,0,0.3,471,77,56
1991,arroz,120,120,144,0.0031,1200,50.4,200,643,N,0,0.4,511,51,26
1992,arroz,150,150,30,0.0177,200,-77.1,-83.3,668,EN,1,2,497,115,47
1993,arroz,180,0,0,0,,,,,EN,0,0.9,238,75,82
1994,arroz,216,216,432,95,2000,90.3,,732,N,0,0.4,707,35,70
1995,arroz,250,250,275,77,1100,-1.9,-45,770,EN,0,0.7,468,85,82
1996,arroz,6,6,5,2,833,-29.4,-24.2,811,LN,0,-0.6,677,30,91
1997,arroz,6,0,0,0,,,,,N,0,0.2,468,45,122
