ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,cana,,10,600,0,60000,27.7,,48095,LN,1,-1.5,,,
1975,cana,,15,620,0,41333,-9.4,-31.1,46317,N,0,-0.1,,,
1976,cana,,15,620,0,41333,-6.9,0,44649,LN,0,-1,,,
1977,cana,,20,800,0,40000,-7.4,-3.2,43138,EN,0,1,,,
1978,cana,,32,1347,0,42094,0.1,5.2,41810,EN,0,0.9,,,
1979,cana,,63,2817,0,44714,9,6.2,40671,N,0,0.2,,,
1980,cana,,53,1818,0,34302,-14.4,-23.3,39697,EN,0,0.6,,,
1981,cana,,33,1098,0,33273,-15,-3,38850,N,0,0,364,26,4
1982,cana,,60,3000,0,50000,30.6,50.3,38083,N,0,0.1,183,36,6
1983,cana,,40,1600,0,40000,6.7,-20,37359,EN,1,2.5,144,38,14
1984,cana,,50,1784,0,35680,-3.1,-10.8,36659,LN,0,-0.5,85,83,18
1987,cana,,192,7594,0,39552,12.6,,34885,EN,1,1.6,207,14,3
1988,cana,64,64,2131,0,33297,-3.2,-15.8,34517,EN,0,0.7,140,42,26
1989,cana,72,72,2280,0,31667,-6.3,-4.9,34325,LN,1,-1.7,216,19,16
1990,cana,87,87,2767,0.001,31805,-5.2,0.4,34346,N,0,0.2,198,26,3
1991,cana,73,73,2313,0.005,31685,-6,-0.4,34608,EN,0,0.6,126,19,10
2004,cana,170,170,10453,334,61488,10.7,,53964,N,0,0.3,501,17,8
2005,cana,170,170,9000,310,52941,-6.8,-13.9,55701,EN,0,0.6,112,23,32
2006,cana,170,170,9000,310,52941,-8.8,0,57270,LN,0,-0.9,80,38,26
2007,cana,200,200,11000,379,55000,-7.3,3.9,58661,EN,0,0.6,319,38,24
2008,cana,350,350,24500,1054,70000,15.7,27.3,59869,LN,1,-1.6,182,46,39
2009,cana,350,350,22477,1097,64220,4.4,-8.3,60876,LN,0,-0.9,121,39,21
2010,cana,350,350,20300,994,58000,-7.3,-9.7,61646,EN,1,1.5,238,55,13
2011,cana,674,674,41431,2482,61470,-3.1,6,62122,LN,0,-1.4,177,33,18
2012,cana,674,674,39273,2081,58269,-9,-5.2,62240,LN,0,-0.8,218,30,7
2013,cana,900,900,60000,2880,66667,3.6,14.4,61951,LN,0,-0.6,68,33,44
2014,cana,900,900,60000,2880,66667,4,0,61251,LN,0,-0.5,241,18,4
2015,cana,389,389,25670,1232,65990,4.1,-1,60191,EN,0,0.5,260,27,6
2016,cana,691,691,46067,2211,66667,8.2,1,58880,EN,1,2.2,176,38,46
2017,cana,500,500,27500,1788,55000,-7.3,-17.5,57466,LN,0,-0.7,24,43,62
2018,cana,50,50,2700,128,54000,-6.3,-1.8,56104,LN,0,-1.1,158,28,21
2019,cana,8,8,460,30,57500,1.6,6.5,54927,EN,0,0.6,260,37,47
2020,cana,60,60,3000,270,50000,-10.3,-13,54020,N,0,0.1,293,40,39
2021,cana,40,40,1400,140,35000,-36.7,-30,53409,LN,0,-1.2,94,27,21
2022,cana,50,50,2126,266,42520,-22.8,21.5,53059,LN,0,-1.2,302,20,30
2023,cana,120,120,8799,1232,73325,32.3,72.4,52889,LN,0,-0.8,322,21,1
2024,cana,454,454,27442,4116,60445,7.8,-17.6,52804,EN,0,1.2,176,29,89
1974,feijao,,2912,1398,0,480,20.2,,306,LN,1,-1.9,,,
1975,feijao,,2912,478,0,164,-58.1,-65.8,314,N,0,-0.2,,,
1976,feijao,,2036,338,0,166,-57,1.1,321,LN,0,-1.1,,,
1977,feijao,,2880,1521,0,528,38.2,200,329,EN,0,1.1,,,
1978,feijao,,3360,1848,0,550,44.8,4.1,337,EN,0,1.1,,,
1979,feijao,,3500,2310,0,660,74.1,20,345,N,0,0.2,,,
1980,feijao,,2833,420,0,148,-61,-77.5,353,EN,0,0.7,,,
1981,feijao,,2900,756,0,261,-32,75.8,362,N,0,0.2,364,26,4
1982,feijao,,3480,1834,0,527,35.6,102.2,370,N,0,0,183,36,6
1983,feijao,,3000,1113,0,371,-6.2,-29.6,379,EN,1,2.5,144,38,14
1984,feijao,,5268,3298,0,626,55.5,68.7,388,LN,0,-1,85,83,18
1985,feijao,,1400,309,0,221,-46.2,-64.7,397,LN,0,-1,192,71,33
1986,feijao,,4546,2185,0,481,14.3,117.8,406,N,0,-0.2,90,26,18
1987,feijao,,7700,1091,0,142,-67.7,-70.5,416,EN,1,1.5,207,14,3
1988,feijao,4000,3900,950,1e-04,244,-47.5,71.9,425,EN,0,0.9,140,42,26
