ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1983,cana,,11,116,0,10545,,,EN,1,259,28,5
1984,cana,,22,124,0,5636,,-46.6,LN,0,152,59,7
2007,cana,50,50,2750,102,55000,,,EN,0,316,35,13
2008,cana,53,53,3445,148,65000,,18.2,LN,1,257,10,10
2009,cana,53,53,3160,154,59623,,-8.3,LN,0,202,39,13
2010,cana,53,53,2862,140,54000,,-9.4,EN,1,215,13,13
2011,cana,53,53,3436,200,64830,,20.1,LN,1,187,21,3
2012,cana,53,53,3257,179,61453,,-5.2,LN,0,197,23,4
1974,feijao,,60,23,0,383,199.5,,LN,1,,,
1975,feijao,,50,11,0,220,23.1,-42.6,N,0,,,
1976,feijao,,50,8,0,160,-29.3,-27.3,LN,0,,,
1977,feijao,,260,93,0,358,31.5,123.6,EN,0,,,
1978,feijao,,80,22,0,275,-12.4,-23.1,EN,0,,,
1979,feijao,,126,32,0,254,-27.6,-7.6,N,0,,,
1980,feijao,,80,24,0,300,-22,18.1,EN,0,,,
1981,feijao,,62,21,0,339,-18.3,12.9,N,0,402,23,0
1982,feijao,,41,28,0,683,55.9,101.6,N,0,274,15,3
1983,feijao,,53,25,0,472,3,-30.9,EN,1,259,28,5
1984,feijao,,152,105,0,691,45.5,46.4,LN,0,152,59,7
1985,feijao,,60,32,0,533,10.3,-22.8,LN,0,286,46,15
1986,feijao,,96,54,0,562,18.3,5.5,N,0,144,35,10
1987,feijao,,100,40,0,400,-12.1,-28.9,EN,1,381,13,1
1988,feijao,389,389,250,0,643,47.2,60.7,EN,0,183,37,17
1989,feijao,86,86,30,1e-04,349,-14.8,-45.7,LN,1,331,14,6
1990,feijao,45,45,15,3e-04,333,-9.9,-4.4,N,0,179,16,2
1991,feijao,70,70,23,0.0033,329,-3.8,-1.4,EN,0,127,28,4
