ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1987,arroz,,150,111,0,740,-10.2,,692,EN,1,1.5,809,12,8
1988,arroz,250,190,141,0,742,8.8,0.3,732,EN,0,0.9,746,15,16
1989,arroz,200,100,99,0,990,67.2,33.4,775,LN,1,-1.9,808,11,13
1990,arroz,200,200,99,0.002,495,-10.5,-50,820,N,0,0,732,12,12
1991,arroz,170,80,44,0.001,550,-4.3,11.1,867,EN,0,0.5,986,11,18
1992,arroz,80,80,44,0.009,550,-23.7,0,917,EN,1,2.1,1042,10,13
1993,arroz,120,120,119,0.4182,992,8.5,80.3,969,N,0,0.3,770,14,12
1994,arroz,45,45,54,9,1200,8.2,21,1024,N,0,0.3,982,9,7
1995,arroz,80,80,96,13,1200,-1.9,0,1081,EN,0,1.4,1309,11,18
1996,arroz,100,100,360,68,3600,183,200,1141,LN,0,-0.9,1108,9,9
1997,arroz,100,100,124,30,1240,8.4,-65.6,1202,N,0,-0.3,1218,10,1
1998,arroz,100,100,200,54,2000,95.7,61.3,1266,EN,1,2.3,1487,7,11
1999,arroz,110,110,99,26,900,-10.9,-55,1331,LN,1,-1.6,982,10,11
2000,arroz,110,110,99,22,900,-23.8,0,1398,LN,1,-1.6,782,20,12
2001,arroz,80,80,120,34,1500,6.8,66.7,1467,LN,0,-0.7,1123,6,11
2002,arroz,50,50,90,23,1800,13.6,20,1537,N,0,-0.3,931,9,18
2003,arroz,50,50,90,43,1800,3.4,0,1609,EN,0,1.2,1287,10,19
2004,arroz,50,50,75,26,1500,-19.2,-16.7,1683,N,0,0.3,867,15,8
2005,arroz,30,30,60,19,2000,3.1,33.3,1759,EN,0,0.7,850,18,19
2014,arroz,10,10,20,12,2000,0,,2572,N,0,-0.3,877,7,22
1986,cana,,20,1200,0,60000,0,,61714,N,0,-0.3,758,14,27
1987,cana,,20,1200,0,60000,0,0,61256,EN,1,1.6,809,12,8
1988,cana,20,20,1200,0,60000,0,0,60798,EN,0,0.7,746,15,16
1989,cana,20,20,1200,0,60000,0,0,60336,LN,1,-1.7,808,11,13
1990,cana,20,20,1200,3e-04,60000,0,0,59865,N,0,0.2,732,12,12
1991,cana,20,20,1200,0.0016,60000,0,0,59379,EN,0,0.6,986,11,18
1992,cana,20,20,1200,0.0244,60000,0,0,58873,EN,1,2.3,1042,10,13
1993,cana,20,20,1200,0.5149,60000,0,0,58345,EN,0,0.5,770,14,12
1994,cana,20,20,1200,12,60000,0,0,57790,N,0,0.3,982,9,7
1995,cana,20,20,1200,24,60000,0,0,57212,EN,0,1.3,1309,11,18
1996,cana,20,20,1200,24,60000,0,0,56613,LN,0,-0.9,1108,9,9
2008,cana,60,60,2400,65,40000,-21.8,,51230,LN,1,-1.6,891,7,18
2009,cana,80,80,4000,2400,50000,-0.9,25,51202,LN,0,-0.9,967,13,34
2010,cana,100,100,5000,2000,50000,0,0,51271,EN,1,1.5,1159,12,23
2011,cana,100,100,5000,250,50000,0.2,0,51430,LN,0,-1.4,1017,9,6
2012,cana,100,100,5000,300,50000,-0.4,0,51666,LN,0,-0.8,751,16,40
2013,cana,100,100,5000,400,50000,-1.8,0,51964,LN,0,-0.6,1256,13,25
2014,cana,150,150,7500,375,50000,-3.8,0,52301,LN,0,-0.5,877,7,22
2016,cana,150,150,8250,660,55000,-3.9,,53005,EN,1,2.2,1768,11,28
2017,cana,150,150,9000,495,60000,1.3,9.1,53329,LN,0,-0.7,1146,8,17
2018,cana,150,150,9000,675,60000,-0.2,0,53611,LN,0,-1.1,1778,10,16
2019,cana,150,150,9000,576,60000,0.2,0,53841,EN,0,0.6,985,12,37
2020,cana,30,30,1950,146,65000,10.1,8.3,54016,N,0,0.1,862,10,48
2021,cana,30,30,1900,190,63333,9.9,-2.6,54142,LN,0,-1.2,1008,14,43
