ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,30,45,0,1500,-3.9,,LN,1,,,
1975,arroz,,30,45,0,1500,9.8,0,N,0,,,
1976,arroz,,26,28,0,1077,-11.6,-28.2,LN,0,,,
1977,arroz,,21,30,0,1429,28.2,32.7,EN,0,,,
1978,arroz,,30,17,0,567,-46.3,-60.3,EN,0,,,
1979,arroz,,36,36,0,1000,-4.3,76.5,N,0,,,
1980,arroz,,50,60,0,1200,13.5,20,EN,0,,,
1981,arroz,,52,63,0,1212,5.9,1,N,0,1066,10,0
1982,arroz,,50,60,0,1200,-11.7,-1,N,0,1045,9,0
1983,arroz,,45,58,0,1289,-25.2,7.4,EN,1,1412,5,0
1984,arroz,,50,120,0,2400,15.1,86.2,LN,0,906,8,0
1985,arroz,,50,120,0,2400,0.4,0,LN,0,994,18,0
1986,arroz,,50,120,0,2400,3.3,0,N,0,895,16,0
1987,arroz,,23,55,0,2391,12.9,-0.4,EN,1,1126,11,0
1988,arroz,23,23,34,0,1478,-17.6,-38.2,EN,0,936,11,0
1989,arroz,23,23,34,0,1478,-8,0,LN,1,1214,9,0
1990,arroz,30,30,45,1e-04,1500,1.7,1.5,N,0,800,11,0
1991,arroz,30,30,45,0.0014,1500,3.8,0,EN,0,1233,11,0
1992,arroz,30,30,45,0.0043,1500,3.6,0,EN,1,821,15,0
1993,arroz,26,26,39,0.0993,1500,2.5,0,EN,0,1075,5,0
1995,arroz,5,5,7,1,1400,-17.5,,EN,0,1208,13,0
1997,arroz,5,5,7,1,1400,-37.7,,N,0,880,13,0
2000,arroz,3,3,11,3,3667,0.9,,LN,1,768,10,0
1974,cana,,100,3000,0,30000,0.7,,LN,1,,,
1975,cana,,80,2400,0,30000,-7.4,0,N,0,,,
1976,cana,,50,2300,0,46000,32.8,53.3,LN,0,,,
1977,cana,,20,600,0,30000,-17.6,-34.8,EN,0,,,
1978,cana,,30,1200,0,40000,5.9,33.3,EN,0,,,
1979,cana,,20,800,0,40000,3.3,0,N,0,,,
1980,cana,,20,800,0,40000,1.7,0,EN,0,,,
1981,cana,,27,805,0,29815,-24.3,-25.5,N,0,1066,10,0
1982,cana,,20,800,0,40000,2.6,34.2,N,0,1045,9,0
1983,cana,,20,800,0,40000,4.8,0,EN,1,1412,5,0
1984,cana,,20,700,0,35000,-5.4,-12.5,LN,0,906,8,0
1985,cana,,20,700,0,35000,-3,0,LN,0,994,18,0
1986,cana,,20,700,0,35000,-1.6,0,N,0,895,16,0
1987,cana,,20,700,0,35000,-0.5,0,EN,1,1126,11,0
1988,cana,20,20,700,0,35000,0.3,0,EN,0,936,11,0
1989,cana,40,40,1400,0,35000,0.7,0,LN,1,1214,9,0
1990,cana,40,40,1400,8e-04,35000,0.7,0,N,0,800,11,0
1991,cana,40,40,1400,0.0031,35000,0.6,0,EN,0,1233,11,0
1992,cana,40,40,1400,0.0178,35000,0.6,0,EN,1,821,15,0
1994,cana,40,40,1400,13,35000,0.3,,N,0,707,9,0
1995,cana,40,40,1400,15,35000,0.2,0,EN,0,1208,13,0
1997,cana,40,40,1400,22,35000,0,,N,0,880,13,0
1998,cana,40,40,1400,14,35000,0,0,EN,1,1206,7,0
1999,cana,40,40,1400,15,35000,-0.6,0,LN,1,1152,7,0
2007,cana,15,15,1050,84,70000,54.6,,EN,0,827,12,0
2010,cana,50,50,3500,154,70000,21,,EN,1,1495,7,0
2011,cana,25,25,1750,210,70000,15.2,0,LN,1,1041,7,0
2013,cana,10,10,450,16,45000,-29.1,,LN,0,933,5,2
2016,cana,10,10,600,40,60000,-10.5,,EN,1,940,8,2
2017,cana,4,4,270,16,67500,-0.6,12.5,LN,0,914,16,1
