ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,400,480,0,1200,-2.4,,LN,1,,,
1975,arroz,,440,616,0,1400,9.9,16.7,LN,0,,,
1976,arroz,,470,634,0,1349,2.1,-3.6,LN,1,,,
1977,arroz,,440,572,0,1300,-5.2,-3.6,EN,0,,,
1978,arroz,,400,540,0,1350,-5.1,3.8,EN,0,,,
1979,arroz,,300,450,0,1500,1.7,11.1,N,0,,,
1980,arroz,,320,480,0,1500,-1.9,0,EN,0,,,
1981,arroz,,320,480,0,1500,-5.5,0,N,0,1123,10,1
1982,arroz,,200,320,0,1600,-2.6,6.7,N,0,1422,10,0
1983,arroz,,250,500,0,2000,16.8,25,EN,1,1633,5,0
1984,arroz,,400,560,0,1400,-21.4,-30,LN,0,914,9,2
1985,arroz,,400,770,0,1925,4.8,37.5,LN,0,1418,6,0
1986,arroz,,400,770,0,1925,1.7,0,N,0,1161,13,2
1987,arroz,,400,770,0,1925,-0.6,0,EN,0,960,16,0
1988,arroz,210,210,405,0,1929,-1.8,0.2,EN,0,1029,11,0
1989,arroz,210,210,405,1e-04,1929,-2.5,0,LN,1,1030,8,0
1990,arroz,214,214,436,0.0024,2037,2.3,5.6,N,0,957,13,0
1991,arroz,220,220,447,0.0146,2032,1.6,-0.3,N,0,1218,6,0
1992,arroz,181,181,365,0.1327,2017,0.6,-0.8,EN,1,1221,7,0
1993,arroz,181,181,365,2.4953,2017,0.5,0,N,0,1146,6,0
1994,arroz,181,181,350,63,1934,-4.1,-4.1,N,0,1125,9,0
1995,arroz,216,216,432,114,2000,-1,3.4,EN,0,1119,9,1
1996,arroz,181,181,365,95,2017,-0.2,0.8,LN,0,1066,9,0
1997,arroz,181,181,365,110,2017,0,0,N,0,1342,9,0
