ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1989,arroz,2250,2250,16625,0.0028,7389,21.8,,LN,1,827,10,3
1990,arroz,2050,2050,11075,0.0732,5402,-7.1,-26.9,N,0,839,13,6
1991,arroz,1850,1530,8415,0.3281,5500,-1.8,1.8,N,0,726,8,8
1992,arroz,2050,2050,11075,2.6446,5402,-0.7,-1.8,EN,1,896,12,6
1993,arroz,2050,2050,11075,88.0364,5402,1.6,0,N,0,831,8,3
1994,arroz,2550,2550,10938,2202,4289,-18.2,-20.6,N,0,1072,13,2
1995,arroz,2550,2550,13700,2589,5373,3.2,25.3,EN,0,1020,12,8
1996,arroz,2750,2750,14776,3042,5373,2.9,0,LN,0,785,15,16
1997,arroz,2550,2550,13825,2871,5422,2.8,0.9,N,0,661,12,4
1998,arroz,2510,2460,10795,3247,4388,-17.6,-19.1,EN,1,1502,10,3
1999,arroz,2860,2860,18543,4804,6484,20.1,47.7,LN,1,591,9,6
2000,arroz,2860,2860,15693,3361,5487,-0.2,-15.4,LN,1,886,19,7
2001,arroz,3240,3040,16683,4921,5488,-2,0,LN,0,1138,9,6
2002,arroz,3750,3750,22465,8396,5991,4.6,9.2,N,0,747,7,12
2003,arroz,3810,3810,20170,11071,5294,-10.7,-11.6,EN,0,1384,8,5
2004,arroz,3860,3860,24771,12982,6417,4.4,21.2,N,0,829,16,4
2005,arroz,3800,3550,21644,4267,6097,-4.6,-5,EN,0,555,13,17
2006,arroz,3800,3800,25460,8744,6700,1.1,9.9,LN,0,746,9,17
2007,arroz,4088,4088,27503,10136,6728,-1.4,0.4,EN,0,809,12,7
2008,arroz,4088,4088,30814,15148,7538,7.5,12,LN,1,726,12,4
2009,arroz,4168,4168,30598,15636,7341,2.6,-2.6,LN,0,979,13,3
2010,arroz,3863,3292,20012,11826,6079,-15.4,-17.2,EN,1,1458,9,8
2011,arroz,4118,4118,31215,11917,7580,5.4,24.7,LN,1,754,11,2
2012,arroz,4038,3610,24671,12419,6834,-4.8,-9.8,LN,0,496,14,24
2013,arroz,3952,3922,29819,18357,7603,6.1,11.3,N,0,938,13,8
2014,arroz,3960,3960,27126,18229,6850,-4.9,-9.9,N,0,1130,10,25
2015,arroz,3990,3990,28500,19380,7143,-1.5,4.3,EN,0,1267,11,8
2016,arroz,3765,3559,24201,16941,6800,-6.9,-4.8,EN,1,1446,11,4
2017,arroz,3855,3855,30227,21159,7841,6.5,15.3,N,0,1270,15,2
2018,arroz,3765,3765,30120,21084,8000,7.7,2,LN,0,951,11,5
2019,arroz,3855,3855,28913,20239,7500,0,-6.2,EN,0,1065,10,11
2020,arroz,3943,3943,29573,20701,7500,-1,0,EN,0,740,18,20
2021,arroz,3800,3800,27550,42675,7250,-5.3,-3.3,LN,0,628,20,8
2022,arroz,3800,3800,23146,30090,6091,-21.3,-16,LN,0,683,9,25
2023,arroz,3700,3700,29785,49844,8050,3,32.2,LN,0,475,8,25
2024,arroz,3500,1910,14994,31188,7850,-0.7,-2.5,EN,1,1020,8,11
1989,cana,250,250,5000,0,20000,0,,LN,1,827,10,3
1990,cana,250,250,5000,0.0015,20000,0,0,N,0,839,13,6
1991,cana,250,250,3750,0.0273,15000,-25,-25,N,0,726,8,8
1992,cana,250,250,5000,0.1773,20000,0,33.3,EN,1,896,12,6
1993,cana,100,100,2000,0.6836,20000,0,0,N,0,831,8,3
1994,cana,100,100,2000,114,20000,0,0,N,0,1072,13,2
1995,cana,100,100,2000,110,20000,0,0,EN,0,1020,12,8
1996,cana,190,190,1900,124,10000,-50,-50,LN,0,785,15,16
1997,cana,170,170,2040,139,12000,-40,20,N,0,661,12,4
1998,cana,100,100,2500,175,25000,25,108.3,EN,1,1502,10,3
1999,cana,100,100,2000,160,20000,0,-20,LN,1,591,9,6
2000,cana,100,100,2000,160,20000,0,0,LN,1,886,19,7
2001,cana,100,100,2000,170,20000,0,0,LN,0,1138,9,6
2002,cana,100,100,2000,176,20000,0,0,N,0,747,7,12
2003,cana,100,100,2000,184,20000,0,0,EN,0,1384,8,5
2004,cana,100,100,2000,190,20000,0,0,N,0,829,16,4
2005,cana,100,100,2000,224,20000,0,0,EN,0,555,13,17
2006,cana,100,100,2000,240,20000,0,0,LN,0,746,9,17
2007,cana,100,100,2000,600,20000,0,0,EN,0,809,12,7
2008,cana,100,100,2000,600,20000,0,0,LN,1,726,12,4
2009,cana,100,100,2000,618,20000,0,0,LN,0,979,13,3
2010,cana,100,100,2000,639,20000,0,0,EN,1,1458,9,8
2011,cana,100,100,2000,600,20000,0,0,LN,1,754,11,2
2012,cana,20,20,400,44,20000,0,0,LN,0,496,14,24
2013,cana,20,20,400,55,20000,0,0,N,0,938,13,8
2014,cana,20,20,400,52,20000,0,0,N,0,1130,10,25
2015,cana,20,20,400,60,20000,0,0,EN,0,1267,11,8
2016,cana,20,20,400,80,20000,0,0,EN,1,1446,11,4
2017,cana,20,20,400,80,20000,0,0,N,0,1270,15,2
2018,cana,20,20,400,80,20000,0,0,LN,0,951,11,5
2019,cana,30,30,600,120,20000,0,0,EN,0,1065,10,11
2020,cana,30,30,300,60,10000,-50,-50,EN,0,740,18,20
2021,cana,30,30,600,138,20000,0,100,LN,0,628,20,8
2022,cana,30,30,600,150,20000,0,0,LN,0,683,9,25
2023,cana,30,30,600,150,20000,0,0,LN,0,475,8,25
2024,cana,30,30,600,150,20000,0,0,EN,1,1020,8,11
1989,feijao,500,500,450,1e-04,900,54.7,,LN,1,827,10,3
1990,feijao,580,580,279,0.0014,481,-22.1,-46.6,N,0,839,13,6
1991,feijao,580,580,238,0.0111,410,-36.8,-14.7,N,0,726,8,8
1992,feijao,650,650,450,0.0982,692,1.8,68.7,EN,1,896,12,6
1993,feijao,500,500,350,0.7807,700,-0.8,1.1,N,0,831,8,3
1994,feijao,450,450,194,103,431,-40.8,-38.4,N,0,1072,13,2
1995,feijao,550,545,654,373,1200,60.9,178.4,EN,0,1020,12,8
1996,feijao,750,275,159,70,578,-24.5,-51.8,LN,0,785,15,16
1997,feijao,500,500,600,384,1200,54.1,107.5,N,0,661,12,4
1998,feijao,250,250,180,144,720,-4.1,-40,EN,1,1502,10,3
1999,feijao,250,250,225,138,900,28.4,25,LN,1,591,9,6
2000,feijao,250,250,120,51,480,-28.2,-46.7,LN,1,886,19,7
2001,feijao,250,250,120,120,480,-26.2,0,LN,0,1138,9,6
2002,feijao,250,250,150,160,600,-5.6,25,N,0,747,7,12
2003,feijao,325,325,161,176,495,-23.6,-17.4,EN,0,1384,8,5
2004,feijao,325,300,259,291,863,29.5,74.3,N,0,829,16,4
2005,feijao,525,275,248,160,902,29.8,4.5,EN,0,555,13,17
2006,feijao,400,400,240,241,600,-17.1,-33.5,LN,0,746,9,17
2007,feijao,330,330,282,81,855,19.2,42.4,EN,0,809,12,7
2008,feijao,340,340,204,350,600,-13.9,-29.8,LN,1,726,12,4
2009,feijao,360,360,270,234,750,8.1,25,LN,0,979,13,3
2010,feijao,360,300,180,216,600,-15.2,-20,EN,1,1458,9,8
2011,feijao,258,258,215,240,833,14.3,38.9,LN,1,754,11,2
2012,feijao,270,270,145,216,537,-31.5,-35.6,LN,0,496,14,24
2013,feijao,190,190,132,250,695,-17.8,29.4,N,0,938,13,8
2014,feijao,260,260,305,688,1173,28.6,68.9,N,0,1130,10,25
2015,feijao,260,260,327,636,1258,28.7,7.2,EN,0,1267,11,8
2016,feijao,300,300,252,485,840,-17.4,-33.2,EN,1,1446,11,4
