ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1997,arroz,20,20,48,7,2400,-2.5,,2210,N,0,-0.3,1184,8,0
1998,arroz,20,20,48,10,2400,2.4,0,2151,EN,1,2.3,1793,6,0
1999,arroz,20,20,48,11,2400,7.6,0,2096,LN,1,-1.6,826,8,0
2000,arroz,20,20,40,9,2000,-5.5,-16.7,2045,LN,1,-1.6,831,9,0
2001,arroz,20,20,40,10,2000,-0.5,0,2000,LN,0,-0.7,1189,6,0
2002,arroz,30,20,24,6,1200,-36.5,-40,1961,N,0,-0.3,863,7,0
2003,arroz,30,30,66,17,2200,20.9,83.3,1928,EN,0,1.2,1321,6,0
2004,arroz,30,22,39,23,1773,-0.5,-19.4,1903,N,0,0.3,1019,7,0
2005,arroz,30,,,,,,,,EN,0,0.7,837,13,0
2006,arroz,20,20,30,8,1500,-20,,1870,LN,0,-0.8,966,10,0
2007,arroz,15,15,38,14,2533,29.8,68.9,1861,EN,0,0.9,1060,10,0
2008,arroz,15,15,30,18,2000,-0.5,-21.1,1856,LN,1,-1.5,946,6,0
2009,arroz,7,7,14,7,2000,2.5,0,1854,LN,0,-0.8,1060,7,0
2010,arroz,15,15,30,13,2000,7.6,0,1855,EN,1,1.6,1280,9,0
2011,arroz,10,10,15,9,1500,-16.3,-25,1858,LN,1,-1.6,1339,9,0
2012,arroz,10,10,18,6,1800,1,20,1864,LN,0,-1,844,11,0
2013,arroz,5,5,8,4,1600,-11.5,-11.1,1873,N,0,-0.4,971,13,1
2014,arroz,10,10,20,10,2000,5.1,25,1885,N,0,-0.3,1076,8,0
2015,arroz,6,6,12,8,2000,2.1,0,1899,EN,0,0.6,989,12,0
2016,arroz,6,6,12,9,2000,0,0,1917,EN,1,2.4,1522,13,0
