ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1997,feijao,200,80,16,8,200,0.3,,336,N,0,-0.3,265,36,10
1998,feijao,200,0,0,0,,,,,EN,1,2.3,249,72,46
1999,feijao,630,30,3,2,100,-72.2,,317,LN,1,-1.6,198,75,21
2000,feijao,500,500,300,255,600,48.3,200,308,LN,1,-1.6,442,36,4
2001,feijao,450,30,15,14,500,16.5,-16.7,298,LN,0,-0.7,129,74,9
2002,feijao,740,740,334,367,451,6.3,-9.7,290,N,0,-0.3,444,42,12
2003,feijao,500,250,100,150,400,0.7,-11.4,281,EN,0,1.2,206,44,23
2004,feijao,522,158,48,70,304,-15.5,-24.1,273,N,0,0.3,595,70,33
2005,feijao,600,60,18,27,300,-12.1,-1.3,265,EN,0,0.7,244,89,52
2006,feijao,650,650,260,468,400,21.6,33.3,257,LN,0,-0.8,268,68,32
2007,feijao,480,350,122,220,349,11.5,-12.9,250,EN,0,0.9,218,92,46
2008,feijao,450,315,79,158,251,-19,-28.1,242,LN,1,-1.5,429,70,35
2009,feijao,420,170,60,120,353,15.7,40.7,235,LN,0,-0.8,377,71,32
2010,feijao,75,75,3,9,40,-86.2,-88.7,228,EN,1,1.6,249,25,37
2011,feijao,110,110,42,105,382,49.9,200,222,LN,1,-1.6,418,45,20
2012,feijao,464,,,,,,,,LN,0,-1,139,66,11
2013,feijao,10,,,,,,,,N,0,-0.4,73,60,85
2014,feijao,1200,600,120,360,200,47,,203,N,0,-0.3,163,33,5
2015,feijao,300,40,1,3,25,-80.9,-87.5,197,EN,0,0.6,173,58,16
2016,feijao,300,60,12,11,200,12.6,200,191,EN,1,2.4,313,67,56
2017,feijao,800,600,60,294,100,-58,-50,185,LN,0,-1,260,79,61
2018,feijao,500,500,150,593,300,-5.7,200,180,LN,0,-1.3,299,55,32
2019,feijao,450,450,225,518,500,41.2,66.7,175,EN,0,0.7,419,40,46
2020,feijao,750,750,375,2456,500,37.3,0,169,N,0,0.2,408,73,78
2021,feijao,100,100,10,70,100,-70.5,-80,164,LN,0,-1.4,246,39,67
2022,feijao,160,160,64,320,400,41.8,200,160,LN,0,-1.2,396,43,1
