ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1989,arroz,30,30,45,0,1500,0.6,,1329,LN,1,-1.9,896,8,0
1990,arroz,30,30,36,2e-04,1200,-21.4,-20,1335,N,0,0,890,13,0
1991,arroz,30,0,0,0,,,,,EN,0,0.5,743,17,0
1992,arroz,20,20,30,0.0079,1500,-2.5,,1348,EN,1,2.1,946,9,0
1993,arroz,20,20,30,0.1647,1500,-0.9,0,1356,N,0,0.3,786,10,0
1994,arroz,20,20,30,5,1500,2,0,1365,N,0,0.3,920,12,0
1995,arroz,20,20,30,5,1500,10.1,0,1376,EN,0,1.4,1069,13,0
1996,arroz,25,25,27,5,1080,-14.2,-28,1389,LN,0,-0.9,921,13,1
1997,arroz,20,20,22,4,1100,-8,1.9,1405,N,0,-0.3,705,8,0
1998,arroz,20,20,26,6,1300,5.5,18.2,1424,EN,1,2.3,1742,10,0
1999,arroz,20,20,26,5,1300,-1.2,0,1445,LN,1,-1.6,573,10,0
2000,arroz,5,5,7,1,1400,-2,7.7,1469,LN,1,-1.6,921,14,0
2001,arroz,5,5,8,2,1600,4.4,14.3,1495,LN,0,-0.7,1158,7,0
2002,arroz,5,5,8,3,1600,-0.1,0,1524,N,0,-0.3,968,7,1
2003,arroz,5,5,11,6,2200,36.4,37.5,1555,EN,0,1.2,1247,8,0
2004,arroz,5,5,8,4,1600,0.3,-27.3,1587,N,0,0.3,907,11,0
2005,arroz,5,,,,,,,,EN,0,0.7,509,13,1
2006,arroz,8,8,12,3,1500,-1.4,,1656,LN,0,-0.8,842,8,1
2007,arroz,8,8,12,4,1500,-3,0,1692,EN,0,0.9,812,11,2
2008,arroz,8,8,12,6,1500,-8.9,0,1729,LN,1,-1.5,747,10,0
2009,arroz,4,4,8,4,2000,11.3,33.3,1766,LN,0,-0.8,955,9,2
2010,arroz,2,2,4,1,2000,0,0,1805,EN,1,1.6,1308,8,1
1989,cana,20,20,400,0,20000,-2.4,,18984,LN,1,-1.7,896,8,0
1990,cana,35,35,700,3e-04,20000,-0.3,0,19228,N,0,0.2,890,13,0
1991,cana,35,35,700,0.0043,20000,1.3,0,19478,EN,0,0.6,743,17,0
1992,cana,30,30,600,0.0213,20000,2.2,0,19740,EN,1,2.3,946,9,0
1993,cana,30,30,600,0.2051,20000,2.5,0,20020,EN,0,0.5,786,10,0
1994,cana,30,30,600,34,20000,2.1,0,20324,N,0,0.3,920,12,0
1995,cana,30,30,600,33,20000,1.1,0,20656,EN,0,1.3,1069,13,0
1996,cana,18,18,324,21,18000,-10.4,-10,21019,LN,0,-0.9,921,13,1
1997,cana,30,30,600,41,20000,-2.6,11.1,21415,N,0,-0.2,705,8,0
1998,cana,30,30,600,41,20000,-6,0,21841,EN,1,2.2,1742,10,0
