ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,27,24,0,889,5.1,,625,LN,0,-0.9,,,
1975,arroz,,31,31,0,1000,20.6,12.5,611,N,0,-0.3,,,
1976,arroz,,23,8,0,348,-57.4,-65.2,597,N,0,-0.3,,,
1977,arroz,,27,30,0,1111,37.5,200,587,EN,0,0.5,,,
1978,arroz,,27,22,0,815,1.4,-26.7,581,N,0,0.1,,,
1979,arroz,,33,33,0,1000,24.5,22.7,580,N,0,0.2,,,
1980,arroz,,34,2,0,59,-92.7,-94.1,585,N,0,0.3,,,
1981,arroz,,35,4,0,114,-85.9,94.3,595,N,0,-0.3,640,21,16
1982,arroz,,8,8,0,1000,22,200,611,N,0,0.4,236,28,17
1983,arroz,,9,9,0,1000,20.4,0,632,EN,1,1.7,437,29,20
1984,arroz,,27,32,0,1185,39.6,18.5,657,N,0,-0.3,357,60,35
1985,arroz,,20,24,0,1200,37.2,1.2,684,LN,0,-0.6,969,37,26
1986,arroz,,25,15,0,600,-33.2,-50,712,N,0,-0.2,885,24,5
1987,arroz,,16,8,0,500,-46.1,-16.7,742,EN,0,1.3,532,34,12
1988,arroz,30,30,36,0,1200,24.6,140,771,N,0,-0.2,427,93,71
1989,arroz,30,30,36,0,1200,21.4,0,799,LN,0,-1.1,541,26,10
1990,arroz,30,30,7,1e-04,233,-76.7,-80.6,825,N,0,0.3,404,30,13
1991,arroz,30,30,36,0.0016,1200,18.6,200,847,N,0,0.4,511,35,26
1992,arroz,40,40,28,0.0102,700,-30.9,-41.7,866,EN,1,2,445,63,32
1994,arroz,150,150,300,60,2000,100.1,,884,N,0,0.4,531,18,28
1995,arroz,160,160,240,79,1500,52.1,-25,881,EN,0,0.7,354,49,26
1996,arroz,152,152,137,34,901,-6.9,-39.9,869,LN,0,-0.6,586,33,21
1997,arroz,138,138,124,29,899,-4,-0.3,850,N,0,0.2,428,31,32
1998,arroz,120,10,5,2,500,-43.8,-44.4,822,EN,0,1.3,373,23,85
1999,arroz,120,48,30,15,625,-26.5,25,789,LN,0,-1.1,430,75,70
2000,arroz,120,120,144,48,1200,46.3,92,751,LN,0,-1.1,663,24,16
2001,arroz,120,25,15,9,600,-23.9,-50,710,LN,0,-0.5,439,41,23
2002,arroz,100,100,70,46,700,-7.3,16.7,667,N,0,0,702,17,33
2003,arroz,120,120,108,73,900,23.6,28.6,623,N,0,0.2,668,29,70
2004,arroz,120,120,72,61,600,-15.3,-33.3,579,N,0,0.1,792,37,58
2005,arroz,120,120,72,43,600,-11.7,0,537,N,0,0.3,502,38,26
2006,arroz,130,130,143,87,1100,73.1,83.3,495,LN,0,-0.6,615,32,34
2007,arroz,100,100,25,20,250,-57.2,-77.3,457,N,0,-0.2,485,56,39
2008,arroz,120,120,115,98,958,78.3,200,422,LN,0,-1.3,742,54,22
2009,arroz,130,130,78,65,600,28.1,-37.4,392,LN,0,-0.7,489,42,32
2010,arroz,100,10,1,0,100,-73.7,-83.3,368,EN,0,0.6,330,25,58
2011,arroz,60,60,24,29,400,22.1,200,350,LN,0,-0.9,654,28,23
2012,arroz,50,,,,,,,,LN,0,-0.6,359,34,25
2013,arroz,10,10,1,1,100,-71,,335,LN,0,-0.5,307,64,92
2014,arroz,12,12,4,4,333,-10.9,200,338,N,0,-0.3,519,26,34
2015,arroz,20,20,2,3,100,-75,-70,350,EN,0,0.5,363,34,38
2016,arroz,20,20,2,4,100,-76.7,0,368,EN,0,1.3,469,47,75
2017,arroz,10,10,6,12,600,28.4,200,393,N,0,-0.3,447,56,96
2018,arroz,40,40,40,56,1000,96.9,66.7,425,LN,0,-0.9,495,38,69
2019,arroz,50,50,40,60,800,45.1,-20,462,EN,0,0.6,600,32,85
2020,arroz,35,35,42,71,1200,99.5,50,502,N,0,0,814,35,101
2021,arroz,20,20,12,22,600,-8.5,-50,546,LN,0,-1,635,23,84
2022,arroz,25,25,25,50,1000,40.3,66.7,592,LN,0,-1.3,728,16,78
2023,arroz,25,25,13,26,520,-32.6,-48,640,N,0,-0.4,603,25,65
2024,arroz,20,20,10,27,500,-40.2,-3.8,691,EN,0,0.5,609,36,103
1974,cana,,34,1360,0,40000,0.8,,38582,LN,1,-1.5,,,
1975,cana,,30,1200,0,40000,-3.7,0,38645,N,0,-0.1,,,
1976,cana,,30,960,0,32000,-26,-20,38708,LN,0,-1,,,
1977,cana,,30,1350,0,45000,0.6,40.6,38771,EN,0,1,,,
1978,cana,,29,1440,0,49655,7.8,10.3,38835,EN,0,0.9,,,
1979,cana,,30,1440,0,48000,1.7,-3.3,38898,N,0,0.2,,,
1980,cana,,32,896,0,28000,-41.9,-41.7,38962,EN,0,0.6,,,
1981,cana,,32,614,0,19188,-60.8,-31.5,39026,N,0,0,640,21,16
1982,cana,,17,850,0,50000,0.8,160.6,39090,N,0,0.1,236,28,17
1983,cana,,13,650,0,50000,-0.2,0,39154,EN,1,2.5,437,29,20
1984,cana,,29,1450,0,50000,-0.7,0,39218,LN,0,-0.5,357,60,35
