ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,400,520,0,1300,-11.6,,LN,1,,,
1975,arroz,,400,520,0,1300,-5.9,0,N,0,,,
1976,arroz,,436,958,0,2197,67.1,69,LN,0,,,
1977,arroz,,202,342,0,1693,33,-22.9,EN,0,,,
1978,arroz,,167,88,0,527,-57.9,-68.9,EN,0,,,
1979,arroz,,146,72,0,493,-60.5,-6.4,N,0,,,
1980,arroz,,116,140,0,1207,-4.6,144.7,EN,0,,,
1981,arroz,,101,126,0,1248,-3.9,3.4,N,0,872,10,6
1982,arroz,,200,360,0,1800,32,44.3,N,0,997,9,0
1983,arroz,,200,360,0,1800,24.2,0,EN,1,1332,8,1
1984,arroz,,250,225,0,900,-42.3,-50,LN,0,793,7,11
1985,arroz,,150,270,0,1800,6.2,100,LN,0,895,9,7
1986,arroz,,150,270,0,1800,-0.6,0,N,0,947,12,27
1987,arroz,,170,306,0,1800,-4.1,0,EN,1,934,9,10
1988,arroz,100,100,228,0,2280,17.6,26.7,EN,0,845,9,4
1989,arroz,120,120,274,0,2283,12.3,0.1,LN,1,993,19,8
1990,arroz,120,120,180,8e-04,1500,-29.8,-34.3,N,0,952,11,4
1991,arroz,90,90,206,0.0047,2289,3.1,52.6,EN,0,1033,10,11
1992,arroz,120,120,207,0.1129,1725,-24.6,-24.6,EN,1,999,12,7
1993,arroz,60,60,180,0.4575,3000,28.2,73.9,EN,0,879,10,9
1994,arroz,80,80,192,35,2400,1.9,-20,N,0,890,10,12
1995,arroz,80,80,192,36,2400,2.2,0,EN,0,929,12,10
1996,arroz,80,80,192,41,2400,2.3,0,LN,0,1081,10,9
1997,arroz,50,50,135,25,2700,15.1,12.5,N,0,1234,14,0
1998,arroz,50,50,90,18,1800,-23,-33.3,EN,1,1151,8,22
1999,arroz,80,80,192,48,2400,3.3,33.3,LN,1,1246,9,12
2000,arroz,70,70,88,23,1257,-45.9,-47.6,LN,1,864,13,15
2001,arroz,50,50,120,41,2400,0.3,90.9,LN,0,948,8,20
2002,arroz,30,30,72,26,2400,-3.3,0,N,0,841,10,24
2003,arroz,20,20,48,34,2400,-7.4,0,EN,1,1047,7,31
2011,arroz,36,36,194,104,5389,6.3,,LN,1,947,7,5
2015,arroz,10,10,57,46,5700,2.2,,EN,0,943,22,27
2016,arroz,10,10,57,48,5700,4.7,0,EN,1,1411,10,18
2018,arroz,10,10,57,44,5700,15.1,,LN,0,1111,10,19
2019,arroz,10,10,57,52,5700,23.5,0,EN,0,960,11,41
2020,arroz,12,12,68,95,5667,34.4,-0.6,N,0,893,17,45
2021,arroz,6,6,18,35,3000,-20.1,-47.1,LN,1,1085,9,38
2022,arroz,5,5,9,17,1800,-44.4,-40,LN,0,864,9,35
2023,arroz,5,5,9,25,1800,-32,0,LN,0,1097,9,3
2024,arroz,20,20,50,90,2500,25.2,38.9,EN,1,764,13,75
1974,cana,,700,38500,0,55000,-22.4,,LN,1,,,
1975,cana,,2000,140000,0,70000,0.5,27.3,N,0,,,
1976,cana,,2700,217000,0,80370,17.1,14.8,LN,0,,,
1977,cana,,3400,271754,0,79928,17.8,-0.6,EN,0,,,
1978,cana,,3400,272000,0,80000,18.7,0.1,EN,0,,,
1979,cana,,4368,210756,0,48250,-28.2,-39.7,N,0,,,
1980,cana,,4800,288000,0,60000,-10.7,24.4,EN,0,,,
1981,cana,,4233,217475,0,51376,-23.7,-14.4,N,0,872,10,6
1982,cana,,7400,370000,0,50000,-26.2,-2.7,N,0,997,9,0
1983,cana,,7400,592000,0,80000,17.2,60,EN,1,1332,8,1
1984,cana,,7400,511118,0,69070,-0.2,-13.7,LN,0,793,7,11
1985,cana,,7400,511111,0,69069,-2.2,0,LN,0,895,9,7
1986,cana,,7400,444000,0,60000,-16.8,-13.1,N,0,947,12,27
1987,cana,,7600,628000,1e-04,82632,11.6,37.7,EN,1,934,9,10
1988,cana,9100,9100,728000,7e-04,80000,4.5,-3.2,EN,0,845,9,4
1989,cana,7100,7100,728000,0.0085,102535,29.8,28.2,LN,1,993,19,8
1990,cana,9100,9100,728000,0.229,80000,-0.9,-22,N,0,952,11,4
1991,cana,13780,13780,728000,1.0756,52830,-35.2,-34,EN,0,1033,10,11
1992,cana,9100,9100,728000,11.9127,80000,-2.2,51.4,EN,1,999,12,7
1993,cana,9000,9000,720000,349.7891,80000,-2.7,0,EN,0,879,10,9
1994,cana,11000,11000,935000,8415,85000,3.3,6.2,N,0,890,10,12
1995,cana,10700,10700,909500,10005,85000,3.6,0,EN,0,929,12,10
1996,cana,10700,10700,909500,12733,85000,3.7,0,LN,0,1081,10,9
1997,cana,13000,13000,1040000,16640,80000,-2.7,-5.9,N,0,1234,14,0
1998,cana,14000,14000,1120000,16800,80000,-2.9,0,EN,1,1151,8,22
1999,cana,12000,12000,960000,10560,80000,-3.2,0,LN,1,1246,9,12
2000,cana,15000,15000,1050000,18732,70000,-15.8,-12.5,LN,1,864,13,15
2001,cana,15000,15000,1350000,33386,90000,7.3,28.6,LN,0,948,8,20
2002,cana,15068,15068,1356120,41321,90000,6.4,0,N,0,841,10,24
2003,cana,17000,17000,1363757,47213,80221,-5.6,-10.9,EN,1,1047,7,31
2004,cana,17000,17000,1445000,38090,85000,-0.3,6,N,0,666,13,17
2005,cana,17250,17250,1594133,44636,92414,7.9,8.7,EN,0,1075,12,17
2006,cana,17200,17200,1400000,63000,81395,-4.9,-11.9,LN,0,923,15,15
2007,cana,18292,18292,1554820,51309,85000,0.6,4.4,EN,0,1226,12,20
2008,cana,18291,18291,1547735,49528,84617,2.3,-0.5,LN,1,743,13,18
2009,cana,16194,16194,1424424,47918,87960,8,4,LN,0,784,13,19
2010,cana,16812,16812,1407164,56286,83700,4.3,-4.8,EN,1,1178,9,16
2011,cana,18700,18700,1391280,94217,74400,-5.5,-11.1,LN,1,947,7,5
2012,cana,17500,17500,1312000,79507,74971,-3.8,0.8,LN,0,820,13,18
2013,cana,17500,17500,1312500,81060,75000,-4,0,LN,0,955,10,27
2014,cana,17500,17500,1277500,73737,73000,-7.2,-2.7,N,0,762,13,26
2015,cana,18000,18000,1350000,86535,75000,-5.3,2.7,EN,0,943,22,27
2016,cana,18000,18000,1350000,90720,75000,-5.9,0,EN,1,1411,10,18
2017,cana,16000,16000,1392000,96814,87000,8.2,16,LN,0,891,11,27
2018,cana,14720,14720,1324800,88218,90000,10.7,3.4,LN,0,1111,10,19
2019,cana,14720,14720,1324800,88841,90000,9.3,0,EN,0,960,11,41
2020,cana,13252,13252,1192680,87841,90000,7.8,0,N,0,893,17,45
2021,cana,15382,15382,1245942,116284,81000,-4.6,-10,LN,1,1085,9,38
2022,cana,17700,17700,1493844,177782,84398,-2.3,4.2,LN,0,864,9,35
2023,cana,15382,15382,1374627,165216,89366,1.6,5.9,LN,0,1097,9,3
2024,cana,15382,15382,1307470,173462,85000,-5.3,-4.9,EN,1,764,13,75
1974,feijao,,200,70,0,350,-16.7,,LN,1,,,
1975,feijao,,200,69,0,345,-32.2,-1.4,N,0,,,
1976,feijao,,60,51,0,850,46.6,146.4,LN,0,,,
1977,feijao,,55,55,0,1000,57.3,17.6,EN,0,,,
