ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,cana,,3,120,0,40000,1,,31341,LN,1,-1.5,,,
1975,cana,,1,40,0,40000,-2.4,0,29567,N,0,-0.1,,,
1976,cana,,1,20,0,20000,-51.1,-50,27902,LN,0,-1,,,
1977,cana,,1,12,0,12000,-69.3,-40,26359,EN,0,1,,,
1978,cana,,1,40,0,40000,10.4,200,24954,EN,0,0.9,,,
1979,cana,,1,40,0,40000,25.3,0,23712,N,0,0.2,,,
1980,cana,,1,20,0,20000,-23.4,-50,22658,EN,0,0.6,,,
1981,cana,,1,20,0,20000,-3.9,0,21818,N,0,0,787,6,1
1982,cana,,1,20,0,20000,6.8,0,21215,N,0,0.1,716,13,1
1983,cana,,1,20,0,20000,6.7,0,20870,EN,1,2.5,608,19,0
1984,cana,,1,17,0,17000,-14.1,-15,20799,LN,0,-0.5,582,7,4
1985,cana,,1,22,0,22000,6.8,29.4,21018,LN,0,-0.8,681,7,0
1986,cana,,1,22,0,22000,2.3,0,21536,N,0,-0.3,810,5,0
1987,cana,,2,44,0,22000,1.1,0,22360,EN,1,1.6,526,10,0
1988,cana,2,2,44,0,22000,-1.5,0,23494,EN,0,0.7,596,9,2
1989,cana,1,1,22,0,22000,-7.6,0,24933,LN,1,-1.7,539,8,0
1990,cana,1,1,22,0,22000,-17.5,0,26666,N,0,0.2,1055,10,0
1991,cana,1,1,35,1e-04,35000,15.9,59.1,28679,EN,0,0.6,765,7,1
1992,cana,1,1,35,0.0017,35000,2.3,0,30958,EN,1,2.3,867,16,2
2000,cana,2,2,160,13,80000,5.5,,60216,LN,1,-1.7,841,6,2
2001,cana,5,5,390,31,78000,-3.6,-2.5,65510,LN,0,-0.6,673,13,0
2002,cana,10,10,500,50,50000,-41.8,-35.9,71243,N,0,-0.1,855,13,0
1974,feijao,,19,17,0,895,3.3,,642,LN,1,-1.9,,,
1975,feijao,,40,15,0,375,-52.6,-58.1,621,N,0,-0.2,,,
1976,feijao,,12,9,0,750,3.4,100,602,LN,0,-1.1,,,
1977,feijao,,9,5,0,556,-16.8,-25.9,584,EN,0,1.1,,,
1978,feijao,,9,6,0,667,7.8,20,567,EN,0,1.1,,,
1979,feijao,,6,3,0,500,-13.3,-25,552,N,0,0.2,,,
1980,feijao,,14,7,0,500,-8,0,538,EN,0,0.7,,,
1981,feijao,,16,8,0,500,-3.2,0,526,N,0,0.2,787,6,1
1982,feijao,,13,7,0,538,7.6,7.7,517,N,0,0,716,13,1
1983,feijao,,12,6,0,500,1.6,-7.1,509,EN,1,2.5,608,19,0
1984,feijao,,18,9,0,500,2.1,0,502,LN,0,-1,582,7,4
1985,feijao,,22,12,0,545,9.8,9.1,497,LN,0,-1,681,7,0
1987,feijao,,12,5,0,417,-18.5,,490,EN,1,1.5,526,10,0
1988,feijao,18,18,8,0,444,-13.4,6.7,488,EN,0,0.9,596,9,2
1989,feijao,45,45,25,0,556,8.2,25,486,LN,1,-1.9,539,8,0
1990,feijao,48,48,26,2e-04,542,6.5,-2.5,485,N,0,0,1055,10,0
1991,feijao,40,40,25,8e-04,625,24.2,15.4,483,EN,0,0.5,765,7,1
1992,feijao,29,29,16,0.0093,552,11.9,-11.7,483,EN,1,2.1,867,16,2
1993,feijao,40,40,15,0.3436,375,-22.7,-32,484,N,0,0.3,424,11,0
1994,feijao,30,30,14,4,467,-3,24.4,487,N,0,0.3,648,9,3
1995,feijao,29,29,13,7,448,-5.6,-3.9,494,EN,0,1.4,373,11,15
1996,feijao,35,35,17,10,486,1,8.4,504,LN,0,-0.9,614,13,3
1997,feijao,32,32,16,9,500,-3.1,2.9,519,N,0,-0.3,1004,19,0
1998,feijao,30,30,9,11,300,-46.2,-40,538,EN,1,2.3,545,10,17
1999,feijao,125,125,73,41,584,-2.5,94.7,562,LN,1,-1.6,711,11,1
2000,feijao,140,140,91,56,650,0,11.3,588,LN,1,-1.6,841,6,2
2001,feijao,70,70,49,34,700,1.5,7.7,615,LN,0,-0.7,673,13,0
2002,feijao,100,100,80,88,800,11,14.3,642,N,0,-0.3,855,13,0
2003,feijao,90,90,70,60,778,4.3,-2.8,665,EN,0,1.2,410,17,6
2004,feijao,70,70,49,54,700,-7.2,-10,682,N,0,0.3,815,14,1
2005,feijao,70,70,49,56,700,-7.1,0,693,EN,0,0.7,549,12,6
2006,feijao,65,65,49,54,754,0.9,7.7,698,LN,0,-0.8,483,16,11
2007,feijao,70,70,56,86,800,8.7,6.1,698,EN,0,0.9,890,14,0
2008,feijao,45,45,34,48,756,5.1,-5.6,694,LN,1,-1.5,587,12,1
2009,feijao,20,20,12,13,600,-13.8,-20.6,687,LN,0,-0.8,585,15,5
2010,feijao,120,120,69,151,575,-13.9,-4.2,679,EN,1,1.6,612,16,1
2011,feijao,110,110,69,112,627,-1.1,9.1,670,LN,1,-1.6,656,8,1
2012,feijao,100,100,67,154,670,12.6,6.8,662,LN,0,-1,627,9,0
1974,milho,,15,14,0,933,0,,806,LN,1,-1.9,,,
1975,milho,,65,30,0,462,-48.6,-50.5,794,N,0,-0.2,,,
1976,milho,,10,8,0,800,-7.6,73.3,782,LN,0,-1.1,,,
1977,milho,,7,6,0,857,2.9,7.1,770,EN,0,1.1,,,
1978,milho,,7,6,0,857,6.7,0,757,EN,0,1.1,,,
1979,milho,,8,7,0,875,12.7,2.1,744,N,0,0.2,,,
1980,milho,,8,10,0,1250,66.3,42.9,731,EN,0,0.7,,,
1981,milho,,8,5,0,625,-14.1,-50,718,N,0,0.2,787,6,1
1982,milho,,9,6,0,667,-5.7,6.7,704,N,0,0,716,13,1
1983,milho,,7,5,0,714,3.5,7.1,691,EN,1,2.5,608,19,0
1984,milho,,6,4,0,667,-1.9,-6.7,678,LN,0,-1,582,7,4
1985,milho,,8,7,0,875,26.1,31.2,666,LN,0,-1,681,7,0
1987,milho,,11,4,0,364,-51.5,,645,EN,1,1.5,526,10,0
1988,milho,27,27,15,0,556,-26.7,52.8,636,EN,0,0.9,596,9,2
1989,milho,20,20,16,0,800,5.1,44,629,LN,1,-1.9,539,8,0
1990,milho,20,20,16,1e-04,800,6.2,0,623,N,0,0,1055,10,0
1991,milho,16,16,12,2e-04,750,0.9,-6.2,619,EN,0,0.5,765,7,1
1992,milho,12,12,9,0.0023,750,2.1,0,617,EN,1,2.1,867,16,2
1993,milho,10,10,2,0.0182,200,-72.3,-73.3,617,N,0,0.3,424,11,0
1994,milho,6,6,4,0,667,-6.8,200,619,N,0,0.3,648,9,3
1995,milho,5,5,3,0,600,-16.5,-10,623,EN,0,1.4,373,11,15
1996,milho,14,14,12,2,857,18.2,42.9,630,LN,0,-0.9,614,13,3
1997,milho,15,15,11,2,733,-1.8,-14.4,639,N,0,-0.3,1004,19,0
1998,milho,30,30,6,1,200,-74,-72.7,650,EN,1,2.3,545,10,17
1999,milho,18,18,15,3,833,6.1,200,664,LN,1,-1.6,711,11,1
2000,milho,30,30,24,4,800,0.1,-4,680,LN,1,-1.6,841,6,2
2001,milho,32,32,25,4,781,-3.3,-2.3,697,LN,0,-0.7,673,13,0
2002,milho,25,25,20,6,800,-2,2.4,716,N,0,-0.3,855,13,0
2003,milho,30,30,24,8,800,-3.1,0,737,EN,0,1.2,410,17,6
2004,milho,20,20,17,6,850,2,6.2,758,N,0,0.3,815,14,1
2005,milho,20,20,17,7,850,1,0,780,EN,0,0.7,549,12,6
2006,milho,20,20,17,7,850,0.1,0,803,LN,0,-0.8,483,16,11
2007,milho,20,20,17,7,850,-0.8,0,826,EN,0,0.9,890,14,0
2008,milho,15,15,13,7,867,0.3,2,851,LN,1,-1.5,587,12,1
2003,milho1,30,30,24,,800,,,,EN,0,1.2,410,17,6
2004,milho1,20,20,17,,850,,6.2,,N,0,0.3,815,14,1
2005,milho1,20,20,17,,850,,0,,EN,0,0.7,549,12,6
2006,milho1,20,20,17,,850,,0,,LN,0,-0.8,483,16,11
2008,milho1,15,15,13,,867,,,,LN,1,-1.5,587,12,1
2007,milho2,35,35,31,,886,,,,N,0,-0.4,890,14,0
