ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,130,234,0,1800,55.7,,LN,1,,,
1975,arroz,,140,168,0,1200,-0.4,-33.3,LN,0,,,
1976,arroz,,140,252,0,1800,43.9,50,LN,1,,,
1977,arroz,,140,100,0,714,-44.7,-60.3,EN,0,,,
1978,arroz,,120,120,0,1000,-24.8,40,EN,0,,,
1979,arroz,,100,35,0,350,-74.3,-65,N,0,,,
1980,arroz,,50,70,0,1400,0.5,200,EN,0,,,
1981,arroz,,30,45,0,1500,5.7,7.1,N,0,1131,7,0
1982,arroz,,30,23,0,767,-46.9,-48.9,N,0,835,9,0
1983,arroz,,25,62,0,2480,69.6,200,EN,1,1160,9,1
1984,arroz,,25,38,0,1520,2.9,-38.7,LN,0,1091,8,3
1985,arroz,,25,35,0,1400,-5.9,-7.9,LN,0,1028,9,1
1986,arroz,,25,26,0,1040,-30.4,-25.7,N,0,890,11,6
1987,arroz,,25,38,0,1520,1.4,46.2,EN,0,1363,11,0
1988,arroz,25,25,38,0,1520,1.2,0,EN,0,956,11,0
1989,arroz,25,25,38,0,1520,1.1,0,LN,1,932,8,0
1990,arroz,25,25,38,1e-04,1520,1,0,N,0,975,10,0
1991,arroz,25,25,30,0.0012,1200,-20.5,-21.1,N,0,1069,9,0
1992,arroz,25,25,38,0.0028,1520,0.4,26.7,EN,1,1277,7,0
1993,arroz,20,20,30,0.0447,1500,-1.1,-1.3,N,0,1072,6,0
1994,arroz,20,20,30,3,1500,-1.2,0,N,0,1050,9,0
1995,arroz,16,16,24,1,1500,-1.1,0,EN,0,1312,6,3
1996,arroz,12,12,21,2,1750,15.4,16.7,LN,0,1518,5,2
1997,arroz,16,16,24,4,1500,-1,-14.3,N,0,1215,7,0
1998,arroz,15,15,23,6,1533,1.5,2.2,EN,1,1478,4,0
1999,arroz,10,10,15,3,1500,-0.7,-2.2,LN,1,816,8,0
2000,arroz,8,8,12,2,1500,-0.9,0,LN,1,1101,7,0
2001,arroz,8,8,12,2,1500,-1,0,LN,0,1351,6,0
2002,arroz,6,6,9,2,1500,-1.4,0,N,0,1073,8,1
2003,arroz,5,5,8,2,1600,4.3,6.7,EN,0,1172,5,0
2004,arroz,4,4,6,2,1500,-3.4,-6.2,N,0,789,8,0
2005,arroz,4,4,6,2,1500,-5,0,EN,0,808,10,0
2006,arroz,4,4,6,2,1500,-6.6,0,LN,0,1061,7,0
2007,arroz,4,4,7,2,1750,6.4,16.7,EN,0,915,9,0
2008,arroz,4,4,8,3,2000,18.1,14.3,LN,1,1040,7,0
2009,arroz,4,4,7,6,1750,1.1,-12.5,LN,0,1248,6,0
2010,arroz,4,4,7,3,1750,-0.6,0,EN,1,1258,9,1
2011,arroz,4,4,7,3,1750,-2.3,0,LN,1,1302,6,0
2012,arroz,5,5,9,5,1800,-0.4,2.9,LN,0,710,9,0
2013,arroz,5,5,9,5,1800,-0.3,0,N,0,925,3,1
2014,arroz,2,2,4,2,2000,11.4,11.1,N,0,1045,5,0
2015,arroz,2,2,4,3,2000,12.5,0,EN,0,1363,5,1
2016,arroz,2,2,3,2,1500,-14.3,-25,EN,1,1188,10,0
2017,arroz,2,2,3,2,1500,-12.6,0,N,0,873,6,0
2018,arroz,2,2,3,2,1500,-10.3,0,LN,0,1113,11,0
2019,arroz,2,2,4,3,2000,23.6,33.3,EN,0,1038,5,1
2020,arroz,2,2,4,8,2000,28.6,0,EN,0,700,11,0
2021,arroz,2,2,3,5,1500,1.2,-25,LN,0,1063,7,0
2022,arroz,2,2,3,5,1500,7,0,LN,0,896,5,0
2023,arroz,1,1,2,3,2000,52.5,33.3,LN,0,1346,4,1
2024,arroz,1,1,1,2,1000,-17.5,-50,EN,1,1282,6,0
1974,cana,,50,1500,0,30000,-1.9,,LN,1,,,
1975,cana,,8,240,0,30000,-1.2,0,LN,0,,,
1976,cana,,10,300,0,30000,-0.3,0,LN,1,,,
1977,cana,,55,1650,0,30000,0.7,0,EN,0,,,
1978,cana,,55,1650,0,30000,1.8,0,EN,0,,,
1979,cana,,58,1740,0,30000,2.9,0,N,0,,,
1980,cana,,58,1740,0,30000,4.3,0,EN,0,,,
1990,cana,200,200,3000,0.001,15000,-36.3,,N,0,975,10,0
1991,cana,200,200,3000,0.0393,15000,-36.3,0,N,0,1069,9,0
1992,cana,200,200,3000,0.0218,15000,-36.8,0,EN,1,1277,7,0
1993,cana,25,25,625,0.2229,25000,4.1,66.7,N,0,1072,6,0
1994,cana,25,25,625,16,25000,2.2,0,N,0,1050,9,0
1995,cana,25,25,625,18,25000,0,0,EN,0,1312,6,3
1996,cana,118,118,2984,90,25288,-1.5,1.2,LN,0,1518,5,2
1997,cana,105,105,2625,92,25000,-5.5,-1.1,N,0,1215,7,0
1998,cana,100,100,2500,93,25000,-8.1,0,EN,1,1478,4,0
1999,cana,120,120,3600,126,30000,7.2,20,LN,1,816,8,0
2000,cana,120,120,3600,108,30000,4.2,0,LN,1,1101,7,0
2001,cana,120,120,3600,90,30000,1.3,0,LN,0,1351,6,0
2002,cana,120,120,3600,108,30000,-1.6,0,N,0,1073,8,1
2003,cana,110,110,3410,136,31000,-1.2,3.3,EN,0,1172,5,0
2004,cana,100,100,3200,160,32000,-0.8,3.2,N,0,789,8,0
2005,cana,50,50,1600,80,32000,-3.4,0,EN,0,808,10,0
2006,cana,50,50,1750,61,35000,3,9.4,LN,0,1061,7,0
2007,cana,55,55,1925,193,35000,0.2,0,EN,0,915,9,0
2008,cana,55,55,1925,67,35000,-2.7,0,LN,1,1040,7,0
2009,cana,40,40,1520,122,38000,3.1,8.6,LN,0,1248,6,0
2010,cana,10,10,380,19,38000,0.8,0,EN,1,1258,9,1
2011,cana,40,40,1520,122,38000,-1.5,0,LN,1,1302,6,0
