ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,2000,2400,0,1200,10.6,,1111,LN,1,-1.9,,,
1975,arroz,,2000,1900,0,950,-8,-20.8,1130,N,0,-0.2,,,
1976,arroz,,2363,2434,0,1030,3,8.4,1150,LN,0,-1.1,,,
1977,arroz,,1672,1384,0,828,-16.3,-19.6,1169,EN,0,1.1,,,
1978,arroz,,1186,1122,0,946,-5.2,14.3,1189,EN,0,1.1,,,
1979,arroz,,1323,1450,0,1096,6.5,15.9,1210,N,0,0.2,,,
1980,arroz,,1284,2269,0,1767,64,61.2,1231,EN,0,0.7,,,
1981,arroz,,1368,1372,0,1003,-13.6,-43.2,1252,N,0,0.2,1054,12,12
1982,arroz,,1100,1650,0,1500,19.2,49.6,1273,N,0,0,1388,6,0
1983,arroz,,1564,3735,0,2388,75.1,59.2,1295,EN,1,2.5,1636,5,0
1984,arroz,,1500,1620,0,1080,-27.3,-54.8,1318,LN,0,-1,1062,7,13
1985,arroz,,1500,2250,0,1500,-5.6,38.9,1340,LN,0,-1,872,9,17
1986,arroz,,1000,1800,0,1800,7.4,20,1363,N,0,-0.2,1055,9,25
1987,arroz,,1000,1800,0,1800,2.9,0,1387,EN,1,1.5,866,11,20
1988,arroz,1000,1000,1800,0,1800,0.4,0,1411,EN,0,0.9,1188,9,15
1989,arroz,1000,1000,1800,2e-04,1800,-1.1,0,1435,LN,1,-1.9,1299,8,8
1990,arroz,800,800,480,0.0028,600,-66.9,-66.7,1460,N,0,0,1110,10,9
1991,arroz,200,200,360,0.0217,1800,0.4,200,1485,EN,0,0.5,1285,11,13
1992,arroz,200,200,360,0.2252,1800,1.9,0,1510,EN,1,2.1,1065,9,9
1993,arroz,200,200,300,0.7625,1500,-13.2,-16.7,1536,N,0,0.3,887,11,6
1994,arroz,350,350,630,139,1800,6.6,20,1563,N,0,0.3,1065,11,16
1995,arroz,300,300,540,70,1800,10.3,0,1590,EN,0,1.4,1197,17,23
1996,arroz,200,200,300,65,1500,-5,-16.7,1617,LN,0,-0.9,1013,8,14
1997,arroz,120,120,180,41,1500,-2.8,0,1645,N,0,-0.3,1092,13,7
1998,arroz,120,120,180,49,1500,-1.4,0,1673,EN,1,2.3,1226,9,37
1999,arroz,130,130,195,59,1500,-1.2,0,1702,LN,1,-1.6,1279,12,13
2000,arroz,150,150,150,39,1000,-34.7,-33.3,1731,LN,1,-1.6,1145,11,14
2001,arroz,100,100,180,62,1800,14.9,80,1761,LN,0,-0.7,883,22,25
2002,arroz,50,50,75,27,1500,-7.2,-16.7,1791,N,0,-0.3,1131,11,13
2003,arroz,25,25,45,30,1800,7,20,1822,EN,0,1.2,1067,7,42
2004,arroz,100,100,240,124,2400,36,33.3,1853,N,0,0.3,916,9,16
2005,arroz,100,100,180,59,1800,-3.4,-25,1885,EN,0,0.7,968,19,21
2006,arroz,10,10,20,8,2000,1.1,11.1,1918,LN,0,-0.8,1100,14,22
2007,arroz,10,10,20,8,2000,-5.1,0,1951,EN,0,0.9,1447,13,9
2008,arroz,3,3,7,5,2333,3.5,16.7,1984,LN,1,-1.5,1156,9,24
1974,cana,,100,5000,0,50000,2.6,,50043,LN,1,-1.5,,,
1975,cana,,100,5000,0,50000,-2.9,0,52375,N,0,-0.1,,,
1981,cana,,25,1500,0,60000,-8.3,,67139,N,0,0,1054,12,12
1983,cana,,180,14400,0,80000,15.8,,71401,EN,1,2.5,1636,5,0
1984,cana,,200,16510,0,82550,16.7,3.2,73226,LN,0,-0.5,1062,7,13
1985,cana,,200,16000,0,80000,10.7,-3.1,74822,LN,0,-0.8,872,9,17
1986,cana,,200,15000,0,75000,1.8,-6.2,76192,N,0,-0.3,1055,9,25
1987,cana,,200,15000,0,75000,0.1,0,77352,EN,1,1.6,866,11,20
1988,cana,200,200,15000,0,75000,-1.4,0,78324,EN,0,0.7,1188,9,15
1989,cana,160,160,12000,3e-04,75000,-2.7,0,79130,LN,1,-1.7,1299,8,8
1991,cana,200,200,16000,0.0186,80000,1.7,,80301,EN,0,0.6,1285,11,13
1992,cana,200,200,16000,0.5818,80000,0.9,0,80680,EN,1,2.3,1065,9,9
1993,cana,100,100,8000,3.8865,80000,0.3,0,80923,EN,0,0.5,887,11,6
1994,cana,100,100,8000,72,80000,-0.2,0,81025,N,0,0.3,1065,11,16
1995,cana,100,100,8000,88,80000,-0.4,0,80988,EN,0,1.3,1197,17,23
1996,cana,125,125,11250,169,90000,12.1,12.5,80818,LN,0,-0.9,1013,8,14
1997,cana,120,120,10800,162,90000,12.1,0,80537,N,0,-0.2,1092,13,7
1998,cana,250,250,20000,340,80000,-0.3,-11.1,80182,EN,1,2.2,1226,9,37
1999,cana,250,250,20000,220,80000,-0.1,0,79800,LN,1,-1.5,1279,12,13
2000,cana,300,300,24000,428,80000,0,0,79446,LN,1,-1.7,1145,11,14
2001,cana,300,300,18000,445,60000,-25,-25,79174,LN,0,-0.6,883,22,25
2002,cana,700,700,56000,1706,80000,0.1,33.3,79026,N,0,-0.1,1131,11,13
2003,cana,700,700,56000,1837,80000,0.2,0,79030,EN,0,0.9,1067,7,42
2004,cana,800,800,64000,1523,80000,0.3,0,79195,N,0,0.3,916,9,16
2005,cana,1890,1890,150187,5324,79464,-0.4,-0.7,79507,EN,0,0.6,968,19,21
2006,cana,2000,2000,160000,5920,80000,0.3,0.7,79935,LN,0,-0.9,1100,14,22
2007,cana,3000,3000,270000,8370,90000,12.8,12.5,80438,EN,0,0.6,1447,13,9
2008,cana,4780,4780,382400,11472,80000,0.1,-11.1,80970,LN,1,-1.6,1156,9,24
2009,cana,5046,5046,403680,13725,80000,-0.2,0,81490,LN,0,-0.9,825,9,25
2010,cana,4900,4900,392000,13328,80000,-0.7,0,81971,EN,1,1.5,1081,12,11
2011,cana,4900,4900,392000,21168,80000,-1.2,0,82399,LN,0,-1.4,1262,8,11
2012,cana,5600,5600,464000,25576,82857,1.6,3.6,82779,LN,0,-0.8,791,11,12
2013,cana,5800,5800,522000,28381,90000,9.5,8.6,83127,LN,0,-0.6,1034,10,28
2014,cana,8610,8610,688800,34826,80000,-3.3,-11.1,83469,LN,0,-0.5,856,13,29
2015,cana,7600,7600,646000,35058,85000,2.2,6.2,83826,EN,0,0.5,1158,18,30
2016,cana,7600,7600,646000,44283,85000,1.6,0,84217,EN,1,2.2,1158,12,30
2017,cana,8600,8600,731000,50476,85000,0.9,0,84652,LN,0,-0.7,935,6,21
2018,cana,7310,7310,621350,40978,85000,0.3,0,85128,LN,0,-1.1,1125,17,29
2019,cana,7310,7310,621350,42562,85000,-0.5,0,85638,EN,0,0.6,1018,10,38
2020,cana,7310,7310,621350,44737,85000,-1.2,0,86169,N,0,0.1,986,17,41
2021,cana,7310,7310,621350,62011,85000,-2,0,86709,LN,0,-1.2,815,9,42
2022,cana,5500,5500,467500,63482,85000,-2.8,0,87249,LN,0,-1.2,1205,9,30
