ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,300,360,0,1200,0,,879,LN,1,-1.9,,,
1975,arroz,,370,400,0,1081,-5.1,-9.9,889,N,0,-0.2,,,
1976,arroz,,842,1004,0,1192,9.7,10.3,899,LN,0,-1.1,,,
1977,arroz,,550,600,0,1091,4.4,-8.5,909,EN,0,1.1,,,
1978,arroz,,400,219,0,548,-45.9,-49.8,919,EN,0,1.1,,,
1979,arroz,,292,88,0,301,-69.5,-45,930,N,0,0.2,,,
1980,arroz,,336,441,0,1312,35,200,940,EN,0,0.7,,,
1981,arroz,,652,804,0,1233,27.8,-6,951,N,0,0.2,675,10,5
1982,arroz,,500,450,0,900,-4.4,-27,962,N,0,0,1018,9,0
1983,arroz,,400,384,0,960,0,6.7,973,EN,1,2.5,1253,7,0
1984,arroz,,400,216,0,540,-47.5,-43.8,984,LN,0,-1,757,8,11
1985,arroz,,400,480,0,1200,11.2,122.2,995,LN,0,-1,842,9,12
1986,arroz,,400,240,0,600,-46.5,-50,1006,N,0,-0.2,806,16,39
1987,arroz,,400,480,0,1200,4.2,100,1017,EN,1,1.5,935,10,3
1988,arroz,250,250,300,0,1200,2.3,0,1029,EN,0,0.9,934,12,6
1989,arroz,120,120,144,0,1200,0.9,0,1041,LN,1,-1.9,966,21,11
1990,arroz,150,150,180,6e-04,1200,0.1,0,1052,N,0,0,1009,11,7
1991,arroz,100,100,120,0.0024,1200,-0.2,0,1064,EN,0,0.5,923,16,9
1992,arroz,80,80,96,0.0157,1200,0,0,1077,EN,1,2.1,917,14,17
1993,arroz,50,50,60,0.1524,1200,0,0,1089,N,0,0.3,860,10,8
1994,arroz,60,60,72,9,1200,0,0,1101,N,0,0.3,904,9,12
1995,arroz,70,70,84,8,1200,0,0,1114,EN,0,1.4,879,11,19
1996,arroz,40,40,48,10,1200,0.1,0,1126,LN,0,-0.9,1046,9,5
1997,arroz,25,25,30,6,1200,0.1,0,1139,N,0,-0.3,1215,11,1
1998,arroz,20,20,24,5,1200,0.1,0,1152,EN,1,2.3,1027,13,25
1999,arroz,12,12,14,5,1167,-2.6,-2.8,1165,LN,1,-1.6,1212,12,8
2000,arroz,15,15,15,4,1000,-16.5,-14.3,1178,LN,1,-1.6,870,11,20
2001,arroz,25,25,30,10,1200,0.1,20,1192,LN,0,-0.7,737,11,17
2002,arroz,30,30,65,24,2167,80.8,80.6,1205,N,0,-0.3,805,11,17
2003,arroz,30,30,36,16,1200,0.1,-44.6,1219,EN,0,1.2,1193,13,30
2004,arroz,25,25,30,15,1200,0.1,0,1233,N,0,0.3,721,12,18
2005,arroz,30,30,36,18,1200,0,0,1247,EN,0,0.7,942,13,15
2006,arroz,20,20,24,12,1200,0,0,1261,LN,0,-0.8,876,10,12
2007,arroz,20,20,24,13,1200,0,0,1275,EN,0,0.9,919,8,16
2008,arroz,20,20,24,13,1200,0,0,1290,LN,1,-1.5,812,11,20
2010,arroz,25,20,24,12,1200,0,,1319,EN,1,1.6,1058,9,17
2011,arroz,20,20,24,11,1200,0,0,1334,LN,1,-1.6,954,5,4
2012,arroz,20,20,24,13,1200,0,0,1349,LN,0,-1,821,11,12
1982,cana,,380,32300,0,85000,-2,,82678,N,0,0.1,1018,9,0
1983,cana,,380,30400,0,80000,-0.1,-5.9,76396,EN,1,2.5,1253,7,0
1984,cana,,478,36960,0,77322,4.3,-3.3,70739,LN,0,-0.5,757,8,11
1985,cana,,558,42966,0,77000,11.6,-0.4,65819,LN,0,-0.8,842,9,12
1986,cana,,600,24000,0,40000,-38,-48.1,61725,N,0,-0.3,806,16,39
1987,cana,,600,48000,0,80000,31.5,100,58496,EN,1,1.6,935,10,3
1988,cana,120,120,6000,0,50000,-13.4,-37.5,56123,EN,0,0.7,934,12,6
1989,cana,26,26,1300,0,50000,-9.6,0,54558,LN,1,-1.7,966,21,11
1990,cana,120,120,6000,0.0019,50000,-6.5,0,53723,N,0,0.2,1009,11,7
1991,cana,120,120,6000,0.0147,50000,-5.3,0,53530,EN,0,0.6,923,16,9
1997,cana,145,145,10295,165,71000,5.5,,60621,N,0,-0.2,1215,11,1
2003,cana,180,180,12600,315,70000,-0.2,,69309,EN,0,0.9,1193,13,30
2004,cana,180,180,12600,340,70000,-0.4,0,70236,N,0,0.3,721,12,18
2005,cana,189,189,13141,434,69529,-1.4,-0.7,70975,EN,0,0.6,942,13,15
2006,cana,180,180,12600,655,70000,-1.1,0.7,71548,LN,0,-0.9,876,10,12
