ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1993,arroz,23,23,41,0.1455,1783,0.3,,1936,N,0,0.3,963,8,1
1994,arroz,23,23,41,4,1783,-0.2,0,1905,N,0,0.3,1082,10,0
1995,arroz,23,23,41,8,1783,-0.7,0,1874,EN,0,1.4,1104,7,3
1996,arroz,8,8,19,3,2375,31.9,33.2,1844,LN,0,-0.9,1021,12,7
1997,arroz,23,23,42,8,1826,1.2,-23.1,1814,N,0,-0.3,890,8,0
1998,arroz,15,15,27,6,1800,-0.4,-1.4,1785,EN,1,2.3,2003,10,0
1999,arroz,5,5,9,2,1800,-0.2,0,1756,LN,1,-1.6,663,10,1
2000,arroz,5,5,9,2,1800,0,0,1728,LN,1,-1.6,992,16,2
2001,arroz,5,5,9,3,1800,0.1,0,1700,LN,0,-0.7,1289,10,0
2002,arroz,5,5,9,3,1800,0.1,0,1672,N,0,-0.3,860,7,3
2003,arroz,5,5,9,4,1800,0,0,1645,EN,0,1.2,1388,8,0
2004,arroz,5,5,9,5,1800,0,0,1619,N,0,0.3,983,14,1
2005,arroz,5,5,3,2,600,-66.8,-66.7,1593,EN,0,0.7,610,13,9
2006,arroz,5,5,9,5,1800,0,200,1567,LN,0,-0.8,774,10,4
2007,arroz,5,5,9,5,1800,2.2,0,1542,EN,0,0.9,946,9,4
2008,arroz,5,5,9,6,1800,5.8,0,1517,LN,1,-1.5,838,10,2
2009,arroz,4,4,5,3,1250,-22.9,-30.6,1492,LN,0,-0.8,826,7,3
2010,arroz,4,4,6,3,1500,-6.5,20,1468,EN,1,1.6,1006,11,8
2019,arroz,1,1,2,2,2000,1.9,,1268,EN,0,0.7,1212,12,2
2020,arroz,2,2,4,3,2000,0.4,0,1248,N,0,0.2,885,14,12
2021,arroz,2,2,4,5,2000,-0.5,0,1228,LN,0,-1.4,691,15,3
2022,arroz,2,2,1,3,500,-75.2,-75,1208,LN,0,-1.2,749,17,24
2023,arroz,2,2,1,2,500,-75.3,0,1188,LN,0,-1,580,9,8
2024,arroz,2,2,4,8,2000,-0.9,200,1169,EN,1,1.5,1976,10,7
1993,cana,20,20,1000,0.9382,50000,76.4,,34113,EN,0,0.5,963,8,1
1994,cana,20,20,540,31,27000,-4.1,-46,32822,N,0,0.3,1082,10,0
1995,cana,20,20,540,30,27000,-3.4,0,31605,EN,0,1.3,1104,7,3
1996,cana,20,20,680,17,34000,22.6,25.9,30491,LN,0,-0.9,1021,12,7
1997,cana,20,20,540,37,27000,-1.9,-20.6,29512,N,0,-0.2,890,8,0
1998,cana,20,20,540,38,27000,-1.3,0,28691,EN,1,2.2,2003,10,0
1999,cana,20,20,540,49,27000,-0.4,0,28044,LN,1,-1.5,663,10,1
2000,cana,30,30,810,73,27000,0.3,0,27571,LN,1,-1.7,992,16,2
2001,cana,30,30,810,97,27000,0.9,0,27261,LN,0,-0.6,1289,10,0
2002,cana,40,40,1080,108,27000,0.9,0,27090,N,0,-0.1,860,7,3
2003,cana,40,40,1080,121,27000,-0.5,0,27027,EN,0,0.9,1388,8,0
2004,cana,40,40,1080,140,27000,-2.4,0,27039,N,0,0.3,983,14,1
2005,cana,40,40,1080,140,27000,-5.2,0,27097,EN,0,0.6,610,13,9
2006,cana,45,45,1350,203,30000,2.6,11.1,27184,LN,0,-0.9,774,10,4
2007,cana,45,45,1350,223,30000,1.2,0,27302,EN,0,0.6,946,9,4
2008,cana,45,45,1350,243,30000,0.5,0,27469,LN,1,-1.6,838,10,2
2009,cana,50,50,1600,304,32000,9.6,6.7,27725,LN,0,-0.9,826,7,3
2010,cana,45,45,1350,270,30000,5.7,-6.2,28125,EN,1,1.5,1006,11,8
2011,cana,50,50,1250,279,25000,-8.2,-16.7,28728,LN,0,-1.4,1081,10,0
2012,cana,50,50,1250,288,25000,-4.4,0,29596,LN,0,-0.8,593,10,10
2013,cana,50,50,1250,125,25000,-1.3,0,30777,LN,0,-0.6,1145,10,5
2014,cana,15,15,375,45,25000,-1,0,32302,LN,0,-0.5,1111,11,12
2015,cana,15,15,375,38,25000,-6.8,0,34175,EN,0,0.5,1127,9,1
2016,cana,15,15,450,45,30000,2.5,20,36367,EN,1,2.2,1457,15,0
2017,cana,15,15,900,90,60000,79.6,100,38814,LN,0,-0.7,988,14,0
2018,cana,8,8,480,58,60000,58.7,0,41423,LN,0,-1.1,1179,9,1
2019,cana,8,8,480,36,60000,43.3,0,44087,EN,0,0.6,1212,12,2
2020,cana,8,8,400,30,50000,8.6,-16.7,46711,N,0,0.1,885,14,12
2021,cana,8,8,480,38,60000,19.9,20,49234,LN,0,-1.2,691,15,3
2022,cana,8,8,224,27,28000,-48.2,-53.3,51651,LN,0,-1.2,749,17,24
2023,cana,8,8,480,72,60000,4,114.3,54010,LN,0,-0.8,580,9,8
2024,cana,8,8,453,45,56625,-7.5,-5.6,56390,EN,0,1.2,1976,10,7
1993,feijao,67,67,42,0.1855,627,-0.5,,733,N,0,0.3,963,8,1
1994,feijao,67,67,42,17,627,-7.5,0,744,N,0,0.3,1082,10,0
1995,feijao,52,52,62,41,1192,67.6,90.2,756,EN,0,1.4,1104,7,3
1996,feijao,52,20,18,8,900,22.2,-24.5,768,LN,0,-0.9,1021,12,7
1997,feijao,22,22,13,7,591,-21.8,-34.3,780,N,0,-0.3,890,8,0
1998,feijao,22,22,18,16,818,9.3,38.5,793,EN,1,2.3,2003,10,0
1999,feijao,22,22,15,11,682,-12.2,-16.7,805,LN,1,-1.6,663,10,1
2000,feijao,30,30,26,12,867,6.4,27.1,818,LN,1,-1.6,992,16,2
2001,feijao,23,23,20,11,870,2.1,0.3,831,LN,0,-0.7,1289,10,0
2002,feijao,15,15,13,11,867,1.5,-0.3,844,N,0,-0.3,860,7,3
2003,feijao,15,15,12,11,800,-4.5,-7.7,857,EN,0,1.2,1388,8,0
2004,feijao,13,5,6,6,1200,48.1,50,870,N,0,0.3,983,14,1
2005,feijao,5,5,3,3,600,-22.3,-50,884,EN,0,0.7,610,13,9
2009,feijao,10,10,6,6,600,-15,,941,LN,0,-0.8,826,7,3
2014,feijao,2,2,3,6,1500,-4.6,,1018,N,0,-0.3,1111,11,12
2017,feijao,20,20,36,54,1800,4.6,,1067,LN,0,-1,988,14,0
2018,feijao,30,30,54,95,1800,7.2,0,1083,LN,0,-1.3,1179,9,1
2019,feijao,47,47,62,156,1319,-16.9,-26.7,1100,EN,0,0.7,1212,12,2
2020,feijao,8,8,12,35,1500,3.5,13.7,1118,N,0,0.2,885,14,12
2021,feijao,60,60,27,81,450,-64.4,-70,1135,LN,0,-1.4,691,15,3
2022,feijao,80,80,88,301,1100,6.4,144.4,1153,LN,0,-1.2,749,17,24
2023,feijao,10,10,7,25,700,-7.4,-36.4,1171,LN,0,-1,580,9,8
2024,feijao,60,60,85,336,1417,229.1,102.4,1190,EN,1,1.5,1976,10,7
1993,milho,1900,1900,5700,8.6556,3000,-14.1,,3204,N,0,0.3,963,8,1
1994,milho,1700,1700,5950,591,3500,3.2,16.7,3277,N,0,0.3,1082,10,0
1995,milho,1700,1700,7140,710,4200,26.1,20,3351,EN,0,1.4,1104,7,3
1996,milho,2200,1800,5400,748,3000,-9.7,-28.6,3428,LN,0,-0.9,1021,12,7
1997,milho,1900,1900,7410,830,3900,16,30,3506,N,0,-0.3,890,8,0
1998,milho,1400,1400,5040,638,3600,4.2,-7.7,3585,EN,1,2.3,2003,10,0
1999,milho,1400,1400,4200,637,3000,-16.3,-16.7,3667,LN,1,-1.6,663,10,1
