ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1997,arroz,1,1,1,0,1000,,,N,0,639,26,58
1997,feijao,2100,2100,580,278,276,10.2,,N,0,639,26,58
1998,feijao,1947,1947,137,139,70,-66.1,-74.5,EN,1,497,15,81
1999,feijao,2100,2100,525,229,250,44.8,200,LN,1,480,31,79
2000,feijao,1900,1900,479,220,252,70.9,0.8,LN,1,459,23,44
2001,feijao,1368,1368,123,95,90,-32.1,-64.3,LN,0,438,22,48
2002,feijao,1700,1700,122,142,72,-43.8,-20.2,N,0,457,23,73
2003,feijao,1800,1800,356,353,198,64.5,175.6,EN,1,482,38,92
2004,feijao,2200,2200,139,156,63,-58.9,-68.1,N,0,808,38,87
2005,feijao,2000,2000,378,378,189,-4.8,199.1,EN,0,342,25,99
2006,feijao,2200,1760,634,798,360,40.2,90.6,LN,0,415,40,82
2007,feijao,1980,1980,224,194,113,-63.1,-68.6,EN,0,379,18,98
2008,feijao,1782,1782,802,1003,450,45.2,200,LN,1,545,52,87
2009,feijao,1500,1500,468,344,312,7.1,-30.7,LN,0,393,30,95
2010,feijao,750,750,180,247,240,6.4,-23.1,EN,1,359,15,109
2011,feijao,1700,1700,285,456,168,1.4,-30.1,LN,1,575,18,59
2012,feijao,1104,1104,15,42,14,-87.4,-91.9,LN,0,242,16,95
2013,feijao,1100,1000,24,72,24,-69.7,76.6,LN,0,284,21,132
2014,feijao,1200,,,,,,,N,0,344,34,87
2015,feijao,1700,1020,275,516,270,280.7,,EN,0,455,24,91
2016,feijao,1700,1700,55,174,32,-76.4,-88,EN,1,429,36,123
2017,feijao,1500,1500,176,962,117,-43.9,200,LN,0,302,19,107
2018,feijao,1200,1200,324,753,270,1.4,130.1,LN,0,439,31,99
2019,feijao,1000,1000,360,756,360,23.3,33.3,EN,0,500,14,76
2020,feijao,1400,1400,672,2016,480,61.3,33.3,N,0,523,26,91
2021,feijao,1400,700,208,728,297,6.6,-38.1,LN,1,393,25,78
2022,feijao,480,480,95,342,198,-15.6,-33.4,LN,0,619,21,57
2023,feijao,1000,800,94,392,118,-29.1,-40.6,LN,0,552,18,40
2024,feijao,1200,600,54,207,90,33.1,-23.4,EN,1,572,33,108
1997,milho,1000,1000,300,45,300,-16.3,,N,0,639,26,58
1998,milho,1012,1012,243,38,240,-37.9,-20,EN,1,497,15,81
1999,milho,1000,1000,700,127,700,76.2,191.5,LN,1,480,31,79
2000,milho,1100,1100,770,142,700,74.5,0,LN,1,459,23,44
2001,milho,880,880,165,36,188,-51,-73.2,LN,0,438,22,48
2002,milho,1000,1000,60,22,60,-83.4,-68,N,0,457,23,73
2003,milho,900,900,648,287,720,110.8,200,EN,1,482,38,92
2004,milho,1100,770,222,92,288,-27.4,-60,N,0,808,38,87
2005,milho,1000,1000,360,149,360,-26.5,24.9,EN,0,342,25,99
2006,milho,1000,1000,900,410,900,41.3,150,LN,0,415,40,82
2007,milho,1100,1100,121,51,110,-84.9,-87.8,EN,0,379,18,98
2008,milho,1200,1200,1440,720,1200,52.2,200,LN,1,545,52,87
2009,milho,1000,1000,1200,463,1200,49.3,0,LN,0,393,30,95
2010,milho,1100,1100,165,69,150,-80.6,-87.5,EN,1,359,15,109
2011,milho,1200,1200,900,468,750,4.2,200,LN,1,575,18,59
2012,milho,960,,,,,,,LN,0,242,16,95
2013,milho,950,,,,,,,LN,0,284,21,132
2014,milho,880,,,,,,,N,0,344,34,87
2015,milho,1400,980,441,269,450,97.2,,EN,0,455,24,91
2016,milho,1500,250,4,4,16,-95.2,-96.4,EN,1,429,36,123
2017,milho,1150,850,85,68,100,-78.4,200,LN,0,302,19,107
2018,milho,1300,1300,1170,780,900,59,200,LN,0,439,31,99
2019,milho,1400,1400,1008,672,720,20.8,-20,EN,0,500,14,76
2020,milho,1800,1800,3240,2471,1800,208,150,N,0,523,26,91
2021,milho,1720,688,372,465,541,2.3,-70,LN,1,393,25,78
2022,milho,420,420,83,111,198,-52.7,-63.5,LN,0,619,21,57
2023,milho,1100,900,70,88,78,-69.7,-60.6,LN,0,552,18,40
2024,milho,1500,750,158,179,211,492.4,170.9,EN,1,572,33,108
2003,milho1,900,900,648,,720,20.7,,EN,1,482,38,92
2004,milho1,1100,770,222,,288,-41.1,-60,N,0,808,38,87
2005,milho1,1000,1000,360,,360,-24.6,24.9,EN,0,342,25,99
2006,milho1,1000,1000,900,,900,59.1,150,LN,0,415,40,82
2007,milho1,1100,1100,121,,110,-86.3,-87.8,EN,0,379,18,98
2008,milho1,1200,1200,1440,,1200,34.6,200,LN,1,545,52,87
2009,milho1,1000,1000,1200,,1200,38.5,0,LN,0,393,30,95
2010,milho1,1100,1100,165,,150,-80.7,-87.5,EN,1,359,15,109
2011,milho1,1200,1200,900,,750,9.7,200,LN,1,575,18,59
2012,milho1,960,,,,,,,LN,0,242,16,95
2013,milho1,950,,,,,,,LN,0,284,21,132
2014,milho1,880,,,,,,,N,0,344,34,87
2015,milho1,1400,980,441,,450,161.4,,EN,0,455,24,91
2016,milho1,1500,250,4,,16,-93.5,-96.4,EN,1,429,36,123
2017,milho1,1150,850,85,,100,-79.3,200,LN,0,302,19,107
2018,milho1,1300,1300,1170,,900,27.9,200,LN,0,439,31,99
2019,milho1,1400,1400,1008,,720,-32.4,-20,EN,0,500,14,76
2020,milho1,1800,1800,3240,,1800,70.1,150,N,0,523,26,91
2021,milho1,1720,688,372,,541,-26.3,-70,LN,1,393,25,78
2022,milho1,420,420,83,,198,-60.1,-63.5,LN,0,619,21,57
2023,milho1,1100,900,70,,78,-69,-60.6,LN,0,552,18,40
2024,milho1,1500,750,158,,211,840.2,170.9,EN,1,572,33,108
