ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,40,40,0,1000,-18.6,,LN,1,,,
1975,arroz,,40,60,0,1500,12.1,50,N,0,,,
1976,arroz,,42,63,0,1500,13.5,0,LN,0,,,
1977,arroz,,42,63,0,1500,25.9,0,EN,0,,,
1978,arroz,,45,50,0,1111,10.7,-25.9,EN,0,,,
1979,arroz,,45,27,0,600,-11.2,-46,N,0,,,
1980,arroz,,24,3,0,125,-77.1,-79.2,EN,0,,,
1982,arroz,,60,90,0,1500,172.8,,N,0,217,40,11
1983,arroz,,7,1,0,143,-81.1,-90.5,EN,1,72,46,14
1984,arroz,,11,10,0,909,3.2,200,LN,0,304,86,18
1985,arroz,,69,75,0,1087,9.5,19.6,LN,0,579,90,8
1986,arroz,,110,165,0,1500,29.4,38,N,0,606,74,18
1987,arroz,,10,6,0,600,-53.5,-60,EN,1,365,82,22
1988,arroz,12,12,18,0,1500,19.6,150,EN,0,261,86,28
1989,arroz,80,80,120,0,1500,24.5,0,LN,1,222,76,43
1990,arroz,11,11,6,1e-04,545,-51.4,-63.6,N,0,222,81,11
1991,arroz,10,10,15,0.0011,1500,45.2,175,EN,0,391,77,11
1992,arroz,15,15,7,0.0021,467,-52.1,-68.9,EN,1,387,111,0
1993,arroz,10,0,0,0,,,,EN,0,214,103,29
1994,arroz,5,5,7,2,1400,39.9,,N,0,437,88,31
1995,arroz,2,2,2,0,1000,-3.6,-28.6,EN,0,340,74,8
1996,arroz,1,1,1,0,1000,-8.3,0,LN,0,507,95,4
1997,arroz,5,0,0,0,,,,N,0,219,47,8
1974,cana,,25,752,0,30080,-2.2,,LN,1,,,
1975,cana,,25,752,0,30080,6.6,0,N,0,,,
1976,cana,,5,126,0,25200,-3,-16.2,LN,0,,,
1977,cana,,4,160,0,40000,65.8,58.7,EN,0,,,
1978,cana,,4,114,0,28500,26.4,-28.7,EN,0,,,
1979,cana,,4,88,0,22000,2.9,-22.8,N,0,,,
1980,cana,,4,32,0,8000,-61.3,-63.6,EN,0,,,
1981,cana,,5,40,0,8000,-61.6,0,N,0,290,101,13
1982,cana,,6,120,0,20000,-6.4,150,N,0,217,40,11
1983,cana,,7,86,0,12286,-45.5,-38.6,EN,1,72,46,14
1984,cana,,6,150,0,25000,6,103.5,LN,0,304,86,18
1985,cana,,6,150,0,25000,1.4,0,LN,0,579,90,8
1986,cana,,14,350,0,25000,0,0,N,0,606,74,18
