ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,800,960,0,1200,-11.8,,LN,1,,,
1975,arroz,,190,228,0,1200,6.5,0,LN,0,,,
1976,arroz,,724,907,0,1253,32.6,4.4,LN,1,,,
1977,arroz,,421,396,0,941,15.9,-24.9,EN,0,,,
1978,arroz,,401,102,0,254,-65,-73,EN,0,,,
1979,arroz,,350,139,0,397,-42.4,56.1,N,0,,,
1980,arroz,,405,294,0,726,5.4,82.8,EN,0,,,
1981,arroz,,363,267,0,736,-4.3,1.3,N,0,775,10,7
1982,arroz,,100,120,0,1200,35.6,63.1,N,0,1087,9,0
1983,arroz,,100,120,0,1200,18.3,0,EN,1,1351,9,0
1984,arroz,,100,60,0,600,-48.3,-50,LN,0,769,10,9
1985,arroz,,100,120,0,1200,-10,100,LN,0,912,13,4
1986,arroz,,150,180,0,1200,-19.7,0,N,0,781,19,7
1987,arroz,,110,231,0,2100,26.6,75,EN,0,1037,9,4
1988,arroz,150,150,300,0,2000,13.3,-4.8,EN,0,976,11,5
1989,arroz,150,150,270,0,1800,-1.5,-10,LN,1,1286,20,1
1990,arroz,100,100,180,8e-04,1800,3.4,0,N,0,972,11,2
1991,arroz,10,10,15,4e-04,1500,-6.6,-16.7,N,0,1282,12,6
1992,arroz,10,10,15,0.0021,1500,4.2,0,EN,1,1169,13,3
1993,arroz,20,20,24,0.0611,1200,-6.3,-20,N,0,1330,12,3
1994,arroz,20,20,24,6,1200,0.4,0,N,0,926,9,8
1995,arroz,20,20,24,4,1200,0.2,0,EN,0,1390,12,3
1996,arroz,20,20,22,5,1100,-12.9,-8.3,LN,0,1079,11,6
1997,arroz,20,20,24,6,1200,-9.9,9.1,N,0,1301,14,0
1998,arroz,10,10,20,6,2000,46.8,66.7,EN,1,1415,9,8
1999,arroz,10,10,20,5,2000,43.9,0,LN,1,1223,10,4
2006,arroz,3,3,4,2,1333,-8.3,,LN,0,990,9,5
2007,arroz,2,2,3,2,1500,4.6,12.5,EN,0,1199,7,8
1974,cana,,2000,96000,0,48000,-1.4,,LN,1,,,
1975,cana,,2000,54000,0,27000,-48.1,-43.8,LN,0,,,
1976,cana,,1663,113605,0,68313,24.2,153,LN,1,,,
1977,cana,,2283,159810,0,70000,21.2,2.5,EN,0,,,
1978,cana,,3083,215810,0,70000,16.2,0,EN,0,,,
1979,cana,,3683,190467,0,51715,-17.2,-26.1,N,0,,,
1980,cana,,4500,315000,0,70000,8.7,35.4,EN,0,,,
1981,cana,,5003,317051,0,63372,-4.1,-9.5,N,0,775,10,7
1982,cana,,5760,403200,0,70000,3.7,10.5,N,0,1087,9,0
1983,cana,,7053,493710,0,70000,1.9,0,EN,1,1351,9,0
1984,cana,,7053,493710,0,70000,0.8,0,LN,0,769,10,9
1985,cana,,7053,564240,0,80000,14.6,14.3,LN,0,912,13,4
1986,cana,,7053,493710,0,70000,0,-12.5,N,0,781,19,7
1987,cana,,7053,493710,1e-04,70000,-0.2,0,EN,0,1037,9,4
1988,cana,7498,7498,524860,7e-04,70000,-0.2,0,EN,0,976,11,5
1989,cana,7053,7053,493710,0.0087,70000,-0.1,0,LN,1,1286,20,1
1990,cana,7200,7200,504000,0.2535,70000,0,0,N,0,972,11,2
1991,cana,7200,7200,504000,1.24,70000,0.3,0,N,0,1282,12,6
1992,cana,7053,7053,493710,9.8742,70000,0.7,0,EN,1,1169,13,3
1993,cana,7053,7053,493710,239.8535,70000,0.8,0,N,0,1330,12,3
1994,cana,4400,4400,215600,1940,49000,-29.5,-30,N,0,926,9,8
1995,cana,9400,9400,658000,7238,70000,0.5,42.9,EN,0,1390,12,3
1996,cana,9400,9400,611000,7943,65000,-7.2,-7.1,LN,0,1079,11,6
1997,cana,9400,9400,650000,10400,69149,-2.4,6.4,N,0,1301,14,0
1998,cana,12860,12860,748000,11220,58165,-19.1,-15.9,EN,1,1415,9,8
1999,cana,12980,12980,511664,5628,39419,-45.9,-32.2,LN,1,1223,10,4
2000,cana,9400,9400,705000,12577,75000,1.4,90.3,LN,1,805,20,4
2001,cana,9400,9400,705000,17435,75000,-0.4,0,LN,0,992,6,9
2002,cana,9400,9400,705000,21481,75000,-2.2,0,N,0,1061,18,6
2003,cana,12000,12000,960000,27840,80000,2.9,6.7,EN,0,1009,10,25
2004,cana,12000,12000,960000,29280,80000,1.9,0,N,0,903,11,10
2005,cana,10499,10499,834368,23362,79471,0.3,-0.7,EN,0,1280,19,6
2006,cana,12000,12000,840000,27216,70000,-12.3,-11.9,LN,0,990,9,5
2007,cana,12500,12500,1e+06,35000,80000,-0.2,14.3,EN,0,1199,7,8
2008,cana,12500,12500,1e+06,32400,80000,-0.4,0,LN,1,968,9,10
2009,cana,12500,12500,1e+06,30960,80000,-0.5,0,LN,0,971,9,9
2010,cana,12500,12500,1e+06,36000,80000,-0.4,0,EN,1,1168,16,3
2011,cana,12500,12500,1e+06,38000,80000,0.1,0,LN,1,915,6,2
