ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1997,feijao,50,50,10,9,200,33.3,,N,0,199,39,33
1998,feijao,200,100,14,8,140,-21.7,-30,EN,1,173,81,72
1999,feijao,200,100,14,8,140,-32.3,0,LN,1,196,96,36
2000,feijao,200,200,100,50,500,114.4,200,LN,1,371,31,8
2001,feijao,50,10,3,2,300,15.4,-40,LN,0,112,74,7
2002,feijao,150,150,45,18,300,5.2,0,N,0,393,57,15
2003,feijao,180,180,63,63,350,13.1,16.7,EN,1,283,43,27
2004,feijao,180,108,22,18,204,-36.2,-41.8,N,0,658,29,39
2005,feijao,100,60,18,14,300,-8,47.3,EN,0,122,115,48
2006,feijao,100,100,45,36,450,31.9,50,LN,0,151,73,48
2007,feijao,80,32,11,9,344,-2.9,-23.6,EN,0,254,45,31
2008,feijao,80,80,28,22,350,-3,1.8,LN,1,278,43,6
2009,feijao,100,100,40,32,400,10.2,14.3,LN,0,362,55,7
2010,feijao,80,20,4,3,200,-42.8,-50,EN,1,109,84,12
2011,feijao,100,100,40,48,400,19.9,100,LN,1,430,46,7
2012,feijao,120,,,,,,,LN,0,201,33,14
2013,feijao,20,4,1,1,250,-18,,LN,0,65,104,95
2014,feijao,80,32,11,13,344,10.2,37.5,N,0,220,45,30
2015,feijao,85,60,19,23,317,-4,-7.9,EN,0,224,51,51
2016,feijao,100,20,2,3,100,-74.1,-68.4,EN,1,282,89,88
2017,feijao,140,49,20,20,408,-9,200,LN,0,158,79,112
2018,feijao,275,275,132,132,480,-4,17.6,LN,0,278,40,36
2019,feijao,80,80,48,62,600,13.7,25,EN,0,348,54,100
2020,feijao,80,80,48,67,600,10.1,0,N,0,355,52,85
2021,feijao,60,6,2,4,333,-39.7,-44.4,LN,1,128,48,111
2022,feijao,60,51,26,130,510,-7,52.9,LN,0,364,48,0
2023,feijao,60,27,14,84,519,-2.7,1.7,LN,0,314,19,2
2024,feijao,60,40,21,84,525,4,1.3,EN,1,550,49,85
1997,milho,20,6,1,0,167,12.6,,N,0,199,39,33
1998,milho,150,40,6,2,150,-15,-10,EN,1,173,81,72
1999,milho,150,40,6,2,150,-23.9,0,LN,1,196,96,36
2000,milho,80,80,24,6,300,41.3,100,LN,1,371,31,8
2001,milho,60,10,2,1,200,-9.5,-33.3,LN,0,112,74,7
2002,milho,170,170,51,15,300,32.9,50,N,0,393,57,15
2003,milho,200,200,50,25,250,14.6,-16.7,EN,1,283,43,27
2004,milho,200,20,2,1,100,-52.3,-60,N,0,658,29,39
2005,milho,100,40,6,2,150,-27.8,50,EN,0,122,115,48
2006,milho,80,80,30,12,375,57.4,150,LN,0,151,73,48
2007,milho,60,12,3,1,250,-7.8,-33.3,EN,0,254,45,31
2008,milho,60,60,18,7,300,-2.4,20,LN,1,278,43,6
2009,milho,60,60,24,10,400,16.4,33.3,LN,0,362,55,7
2010,milho,50,7,1,0,143,-60.4,-64.3,EN,1,109,84,12
2011,milho,80,80,32,13,400,9.1,180,LN,1,430,46,7
2012,milho,100,,,,,,,LN,0,201,33,14
2013,milho,5,,,,,,,LN,0,65,104,95
2014,milho,85,39,14,6,359,42.2,,N,0,220,45,30
2015,milho,80,30,6,2,200,-15.5,-44.3,EN,0,224,51,51
2016,milho,120,8,1,1,125,-52.2,-37.5,EN,1,282,89,88
2017,milho,130,26,7,4,269,-10,115.4,LN,0,158,79,112
2018,milho,230,230,92,46,400,11.8,48.6,LN,0,278,40,36
2019,milho,80,64,26,13,406,3.7,1.6,EN,0,348,54,100
2020,milho,60,60,36,22,600,43.1,47.7,N,0,355,52,85
2021,milho,60,2,1,1,500,14.8,-16.7,LN,1,128,48,111
2022,milho,60,51,22,20,431,-2.1,-13.7,LN,0,364,48,0
2023,milho,70,28,7,12,250,-42.6,-42,LN,0,314,19,2
2024,milho,70,50,22,26,440,5.9,76,EN,1,550,49,85
2003,milho1,200,200,50,,250,43.2,,EN,1,283,43,27
2004,milho1,200,20,2,,100,-50.3,-60,N,0,658,29,39
2005,milho1,100,40,6,,150,-34.1,50,EN,0,122,115,48
2006,milho1,80,80,30,,375,47.2,150,LN,0,151,73,48
2007,milho1,60,12,3,,250,-10.7,-33.3,EN,0,254,45,31
2008,milho1,60,60,18,,300,-0.3,20,LN,1,278,43,6
2009,milho1,60,60,24,,400,26.3,33.3,LN,0,362,55,7
2010,milho1,50,7,1,,143,-55.4,-64.3,EN,1,109,84,12
2011,milho1,80,80,32,,400,27.2,180,LN,1,430,46,7
2012,milho1,100,,,,,,,LN,0,201,33,14
2013,milho1,5,,,,,,,LN,0,65,104,95
2014,milho1,85,39,14,,359,43.3,,N,0,220,45,30
2015,milho1,80,30,6,,200,-14.6,-44.3,EN,0,224,51,51
2016,milho1,120,8,1,,125,-45.7,-37.5,EN,1,282,89,88
2017,milho1,130,26,7,,269,-4,115.4,LN,0,158,79,112
2018,milho1,230,230,92,,400,7.6,48.6,LN,0,278,40,36
2019,milho1,80,64,26,,406,-13.1,1.6,EN,0,348,54,100
2020,milho1,60,60,36,,600,21.3,47.7,N,0,355,52,85
2021,milho1,60,2,1,,500,1.9,-16.7,LN,1,128,48,111
2022,milho1,60,51,22,,431,-6.8,-13.7,LN,0,364,48,0
2023,milho1,70,28,7,,250,-39.8,-42,LN,0,314,19,2
2024,milho1,70,50,22,,440,26.9,76,EN,1,550,49,85
