ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,320,307,0,959,12.9,,LN,1,,,
1975,arroz,,280,286,0,1021,8.9,6.5,N,0,,,
1976,arroz,,320,230,0,719,-30.2,-29.6,LN,0,,,
1977,arroz,,330,297,0,900,-19.9,25.2,EN,0,,,
1978,arroz,,330,396,0,1200,-1.6,33.3,EN,0,,,
1979,arroz,,215,376,0,1749,32.3,45.7,N,0,,,
1980,arroz,,216,432,0,2000,39.9,14.4,EN,0,,,
1981,arroz,,226,271,0,1199,-22,-40,N,0,934,9,3
1982,arroz,,231,347,0,1502,-9,25.3,N,0,1346,14,0
1983,arroz,,280,504,0,1800,2.2,19.8,EN,1,1134,14,0
1984,arroz,,280,504,0,1800,-3.7,0,LN,0,1033,9,4
1985,arroz,,205,422,0,2059,4.1,14.4,LN,0,1569,19,1
1986,arroz,,220,455,0,2068,-0.3,0.5,N,0,1077,15,1
1987,arroz,,214,436,0,2037,-5.9,-1.5,EN,1,888,13,9
1988,arroz,213,213,538,0,2526,12.3,24,EN,0,1031,17,2
1989,arroz,213,213,538,1e-04,2526,9.9,0,LN,1,794,11,0
1990,arroz,216,216,398,0.0034,1843,-21.1,-27,N,0,898,18,1
1991,arroz,217,217,492,0.0163,2267,-4.4,23,EN,0,1152,7,3
1992,arroz,258,258,634,0.1718,2457,2.5,8.4,EN,1,1145,7,0
1993,arroz,174,174,425,5.6396,2443,0.5,-0.6,EN,0,996,10,0
1994,arroz,174,174,425,124,2443,-0.8,0,N,0,1139,13,3
1995,arroz,114,114,285,102,2500,1,2.4,EN,0,822,12,6
1996,arroz,286,286,208,44,727,-70.7,-70.9,LN,0,885,12,1
1997,arroz,263,263,657,99,2498,1.2,200,N,0,1322,9,0
1998,arroz,60,60,150,39,2500,5.6,0.1,EN,1,932,14,12
1999,arroz,60,60,138,62,2300,1,-8,LN,1,1001,9,2
2000,arroz,60,60,135,31,2250,0.7,-2.2,LN,1,1146,13,0
2001,arroz,50,50,105,23,2100,-6.2,-6.7,LN,0,809,13,2
2002,arroz,50,50,105,27,2100,-10.8,0,N,0,1343,9,0
2003,arroz,50,50,105,39,2100,-16.6,0,EN,1,1119,20,1
2004,arroz,60,48,220,110,4583,69.2,118.3,N,0,1321,11,0
2005,arroz,60,58,265,101,4569,55.6,-0.3,EN,0,1232,9,0
2006,arroz,65,65,235,89,3615,13.1,-20.9,LN,0,787,19,4
2007,arroz,65,65,290,131,4462,28.1,23.4,EN,0,1110,6,0
2008,arroz,25,25,113,78,4520,19,1.3,LN,1,895,18,3
2009,arroz,20,20,80,44,4000,-3.1,-11.5,LN,0,1448,15,0
2010,arroz,20,20,80,46,4000,-10.7,0,EN,1,966,14,2
1974,cana,,543,19576,0,36052,-2.5,,LN,1,,,
1975,cana,,400,16000,0,40000,14.6,11,N,0,,,
1976,cana,,300,11400,0,38000,14.6,-5,LN,0,,,
1977,cana,,250,10000,0,40000,25.8,5.3,EN,0,,,
1978,cana,,19,399,0,21000,-32,-47.5,EN,0,,,
1979,cana,,19,399,0,21000,-30.9,0,N,0,,,
1980,cana,,19,399,0,21000,-30.2,0,EN,0,,,
1981,cana,,19,399,0,21000,-30.2,0,N,0,934,9,3
1982,cana,,19,399,0,21000,-31.2,0,N,0,1346,14,0
1983,cana,,19,399,0,21000,-32.4,0,EN,1,1134,14,0
1984,cana,,20,420,0,21000,-34.8,0,LN,0,1033,9,4
1985,cana,,40,1600,0,40000,17.2,90.5,LN,0,1569,19,1
1986,cana,,40,1600,0,40000,11.4,0,N,0,1077,15,1
1987,cana,,20,800,0,40000,7.2,0,EN,1,888,13,9
1988,cana,20,20,800,0,40000,3.7,0,EN,0,1031,17,2
1989,cana,20,20,800,0,40000,0.9,0,LN,1,794,11,0
1990,cana,20,20,800,2e-04,40000,-1.1,0,N,0,898,18,1
1991,cana,20,20,800,0.0011,40000,-1.5,0,EN,0,1152,7,3
1992,cana,25,25,1000,0.0139,40000,-0.7,0,EN,1,1145,7,0
1993,cana,25,25,1000,0.2927,40000,-0.2,0,EN,0,996,10,0
1994,cana,25,25,1000,7,40000,-0.3,0,N,0,1139,13,3
1995,cana,25,25,1000,12,40000,-0.2,0,EN,0,822,12,6
1996,cana,74,74,2127,66,28743,-28.4,-28.1,LN,0,885,12,1
1997,cana,74,74,2960,53,40000,-0.9,39.2,N,0,1322,9,0
1998,cana,74,74,2960,53,40000,-1.5,0,EN,1,932,14,12
1999,cana,74,74,2960,59,40000,-2.1,0,LN,1,1001,9,2
2000,cana,74,74,3108,62,42000,2.4,5,LN,1,1146,13,0
2001,cana,74,74,3108,71,42000,2,0,LN,0,809,13,2
2002,cana,74,74,3108,78,42000,1.7,0,N,0,1343,9,0
2003,cana,74,74,3108,81,42000,1.2,0,EN,1,1119,20,1
2004,cana,74,74,3108,78,42000,1.2,0,N,0,1321,11,0
2005,cana,74,74,3108,99,42000,1.6,0,EN,0,1232,9,0
2006,cana,74,74,3108,121,42000,0.8,0,LN,0,787,19,4
2007,cana,74,74,3108,131,42000,-1.5,0,EN,0,1110,6,0
2008,cana,74,74,3108,134,42000,-4.3,0,LN,1,895,18,3
2009,cana,74,74,3108,155,42000,-7,0,LN,0,1448,15,0
2010,cana,74,74,3108,170,42000,-10.6,0,EN,1,966,14,2
2011,cana,74,74,3108,171,42000,-15,0,LN,1,1423,16,0
2012,cana,120,120,7200,420,60000,17,42.9,LN,0,1416,15,0
2013,cana,120,120,7200,504,60000,14.2,0,LN,0,872,19,4
2014,cana,100,100,6000,480,60000,11.6,0,N,0,684,8,2
2015,cana,80,80,4800,384,60000,10,0,EN,0,664,18,10
2016,cana,80,80,4800,403,60000,9.2,0,EN,1,881,20,9
2017,cana,50,50,2676,268,53520,-2.9,-10.8,LN,0,723,14,3
2018,cana,50,50,2600,260,52000,-5.4,-2.8,LN,0,883,20,5
2019,cana,50,50,2700,270,54000,-1,3.8,EN,0,803,16,3
2020,cana,52,52,2860,315,55000,2.2,1.9,N,0,1448,10,5
2021,cana,50,50,2500,438,50000,-5.2,-9.1,LN,1,1013,14,5
2022,cana,40,40,2000,360,50000,-2.7,0,LN,0,1497,19,0
2023,cana,45,45,2340,433,52000,4.5,4,LN,0,1167,10,0
2024,cana,41,41,1968,374,48000,0.4,-7.7,EN,1,947,14,10
1974,feijao,,1740,733,0,421,-14.9,,LN,1,,,
1975,feijao,,810,418,0,516,13.6,22.5,N,0,,,
1976,feijao,,870,402,0,462,10.8,-10.5,LN,0,,,
1977,feijao,,540,386,0,715,86,54.7,EN,0,,,
1978,feijao,,900,316,0,351,-1.3,-50.9,EN,0,,,
1979,feijao,,282,61,0,216,-34.8,-38.4,N,0,,,
1980,feijao,,948,142,0,150,-51.8,-30.8,EN,0,,,
1981,feijao,,991,281,0,284,-3.3,89.3,N,0,934,9,3
1982,feijao,,883,134,0,152,-45.7,-46.5,N,0,1346,14,0
1983,feijao,,660,234,0,355,31.8,133.6,EN,1,1134,14,0
1984,feijao,,700,306,0,437,64.4,23.3,LN,0,1033,9,4
1985,feijao,,810,201,0,248,-8,-43.2,LN,0,1569,19,1
1986,feijao,,783,203,0,259,-5.6,4.5,N,0,1077,15,1
