ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,60,72,0,1200,,,,LN,0,-0.9,,,
1975,arroz,,60,72,0,1200,,0,,N,0,-0.3,,,
1976,arroz,,60,72,0,1200,,0,,N,0,-0.3,,,
1977,arroz,,20,24,0,1200,,0,,EN,0,0.5,,,
1978,arroz,,20,24,0,1200,,0,,N,0,0.1,,,
1979,arroz,,10,1,0,100,,-91.7,,N,0,0.2,,,
2019,cana,2,2,36,18,18000,,,,EN,0,0.6,423,40,123
1974,feijao,,2620,322,0,123,-42.5,,142,LN,1,-1.9,,,
1975,feijao,,2720,745,0,274,40.2,122.9,132,N,0,-0.2,,,
1976,feijao,,2790,411,0,147,-18,-46.2,123,LN,0,-1.1,,,
1977,feijao,,3140,1131,0,360,116,144.5,115,EN,0,1.1,,,
1978,feijao,,3230,815,0,252,61.3,-29.9,109,EN,0,1.1,,,
1979,feijao,,784,40,0,51,-65.6,-79.8,104,N,0,0.2,,,
1980,feijao,,3195,32,0,10,-92.9,-80.4,101,EN,0,0.7,,,
1981,feijao,,2930,198,0,68,-50.9,200,100,N,0,0.2,441,37,48
1982,feijao,,3124,99,0,32,-76.6,-53.1,100,N,0,0,193,42,46
1984,feijao,,3620,1310,0,362,157.2,,106,LN,0,-1,260,82,62
1985,feijao,,2995,616,0,206,39.5,-43.2,111,LN,0,-1,639,52,48
1986,feijao,,3099,656,0,212,35.8,2.9,118,N,0,-0.2,764,74,19
1987,feijao,,3104,95,0,31,-81.7,-85.5,126,EN,1,1.5,425,37,53
1988,feijao,3104,1520,383,0,252,39.2,200,136,EN,0,0.9,371,92,105
1989,feijao,2500,2500,500,9e-04,200,2.5,-20.6,147,LN,1,-1.9,198,38,81
1990,feijao,1250,1250,50,0.0016,40,-80.2,-80,161,N,0,0,251,33,64
1991,feijao,1108,1108,336,0.0224,303,48,200,177,EN,0,0.5,346,85,54
1992,feijao,500,500,75,0.0464,150,-30.5,-50.5,196,EN,1,2.1,398,57,0
1994,feijao,1058,1058,423,296,400,38.5,,240,N,0,0.3,485,40,53
1995,feijao,1068,1068,220,99,206,-38,-48.5,265,EN,0,1.4,300,72,62
1996,feijao,410,410,168,76,410,12.1,98.9,291,LN,0,-0.9,355,53,82
1997,feijao,460,200,47,24,235,-40.3,-42.6,318,N,0,-0.3,278,43,89
1998,feijao,503,3,1,2,333,-21.2,41.8,344,EN,1,2.3,255,72,131
1999,feijao,825,5,3,4,600,34.9,80,369,LN,1,-1.6,201,75,117
2000,feijao,1200,1200,720,540,600,31.7,0,391,LN,1,-1.6,450,36,62
2001,feijao,905,25,14,13,560,21.4,-6.7,411,LN,0,-0.7,158,74,90
2002,feijao,1182,1182,594,624,503,8.2,-10.3,427,N,0,-0.3,526,27,61
2003,feijao,825,265,111,155,419,-9.4,-16.6,440,EN,0,1.2,251,44,99
2004,feijao,810,250,65,94,260,-42.9,-37.9,449,N,0,0.3,641,37,94
2005,feijao,403,123,43,69,350,-21.6,34.5,455,EN,0,0.7,275,89,137
2006,feijao,480,480,240,432,500,15.9,43,458,LN,0,-0.8,281,67,113
2007,feijao,300,240,96,163,400,-2.4,-20,458,EN,0,0.9,255,95,120
2008,feijao,280,280,98,196,350,-10.3,-12.5,455,LN,1,-1.5,434,70,120
2009,feijao,260,110,44,88,400,6.8,14.3,448,LN,0,-0.8,386,44,93
2010,feijao,100,80,45,123,562,56.5,40.6,438,EN,1,1.6,259,25,109
2011,feijao,305,305,93,233,305,-11.6,-45.8,423,LN,1,-1.6,485,45,69
2012,feijao,125,,,,,,,,LN,0,-1,171,66,99
2013,feijao,210,10,20,100,2000,525.2,,383,N,0,-0.4,73,60,151
2014,feijao,600,480,115,285,240,-22.2,-88,358,N,0,-0.3,229,33,76
2015,feijao,600,,,,,,,,EN,0,0.6,178,58,102
2016,feijao,400,160,32,128,200,-28.1,,301,EN,1,2.4,428,67,119
2017,feijao,150,50,9,44,180,-30.5,-10,271,LN,0,-1,299,79,136
2018,feijao,250,100,20,80,200,-16.2,11.1,241,LN,0,-1.3,302,55,108
2019,feijao,300,300,150,339,500,130.1,150,212,EN,0,0.7,423,40,123
2020,feijao,240,240,84,462,350,79.7,-30,186,N,0,0.2,389,73,128
2021,feijao,240,240,48,288,200,16.9,-42.9,161,LN,0,-1.4,250,39,141
2022,feijao,400,400,40,223,100,-31.6,-50,139,LN,0,-1.2,489,43,42
2023,feijao,400,400,24,167,60,-49.9,-40,120,LN,0,-1,460,35,110
2024,feijao,450,450,36,288,80,-13.1,33.3,103,EN,1,1.5,587,36,131
1974,milho,,3000,864,0,288,-20.9,,222,LN,1,-1.9,,,
1975,milho,,3000,1080,0,360,14.6,25,190,N,0,-0.2,,,
1976,milho,,3150,794,0,252,-6.6,-30,164,LN,0,-1.1,,,
1977,milho,,3500,1470,0,420,81.2,66.6,142,EN,0,1.1,,,
1978,milho,,3605,1082,0,300,50.7,-28.5,125,EN,0,1.1,,,
1979,milho,,200,20,0,100,-41.7,-66.7,111,N,0,0.2,,,
1980,milho,,3195,16,0,5,-96.6,-95,101,EN,0,0.7,,,
1981,milho,,767,38,0,50,-62.1,200,94,N,0,0.2,441,37,48
1982,milho,,1110,22,0,20,-83.2,-60,90,N,0,0,193,42,46
1984,milho,,3780,1588,0,420,293.9,,87,LN,0,-1,260,82,62
1985,milho,,2940,441,0,150,37.8,-64.3,88,LN,0,-1,639,52,48
1986,milho,,3424,654,0,191,59.7,27.3,91,N,0,-0.2,764,74,19
1987,milho,,3424,21,0,6,-95.6,-96.8,96,EN,1,1.5,425,37,53
1988,milho,3039,2127,744,0,350,121.4,200,103,EN,0,0.9,371,92,105
1989,milho,2500,2500,425,3e-04,170,-6.5,-51.4,112,LN,1,-1.9,198,38,81
1990,milho,1250,1250,50,6e-04,40,-81,-76.5,123,N,0,0,251,33,64
1991,milho,1100,1100,275,0.0142,250,5.3,200,136,EN,0,0.5,346,85,54
1992,milho,500,500,15,0.0044,30,-88.7,-88,153,EN,1,2.1,398,57,0
1994,milho,1058,1058,529,79,500,51.5,,194,N,0,0.3,485,40,53
1995,milho,1058,1058,529,101,500,40.1,0,217,EN,0,1.4,300,72,62
1996,milho,1207,1207,503,96,417,6,-16.7,242,LN,0,-0.9,355,53,82
1997,milho,445,315,48,12,152,-64.4,-63.4,268,N,0,-0.3,278,43,89
1998,milho,500,0,0,0,,,,,EN,1,2.3,255,72,131
1999,milho,1000,0,0,0,,,,,LN,1,-1.6,201,75,117
2000,milho,1200,1200,600,180,500,8.7,,338,LN,1,-1.6,450,36,62
2001,milho,900,5,2,1,400,-13.3,-20,355,LN,0,-0.7,158,74,90
2002,milho,1150,1150,690,276,600,30.7,50,369,N,0,-0.3,526,27,61
2003,milho,800,160,80,40,500,11.4,-16.7,377,EN,0,1.2,251,44,99
2004,milho,800,80,24,10,300,-30.5,-40,380,N,0,0.3,641,37,94
2005,milho,400,60,24,10,400,-3.8,33.3,378,EN,0,0.7,275,89,137
2006,milho,480,480,288,115,600,50,50,372,LN,0,-0.8,281,67,113
2007,milho,300,150,45,18,300,-20.9,-50,362,EN,0,0.9,255,95,120
2008,milho,280,280,84,42,300,-16.4,0,350,LN,1,-1.5,434,70,120
2009,milho,250,100,40,20,400,19.7,33.3,335,LN,0,-0.8,386,44,93
2010,milho,50,20,3,1,150,-51.5,-62.5,320,EN,1,1.6,259,25,109
2011,milho,300,300,110,55,367,27,144.4,304,LN,1,-1.6,485,45,69
2012,milho,125,,,,,,,,LN,0,-1,171,66,99
2013,milho,200,,,,,,,,N,0,-0.4,73,60,151
2014,milho,700,560,179,107,320,39.3,,260,N,0,-0.3,229,33,76
2015,milho,600,,,,,,,,EN,0,0.6,178,58,102
2016,milho,400,40,6,4,150,-24.7,,233,EN,1,2.4,428,67,119
2017,milho,150,40,4,5,100,-46.7,-33.3,220,LN,0,-1,299,79,136
2018,milho,150,70,7,6,100,-43.6,0,208,LN,0,-1.3,302,55,108
2019,milho,450,450,450,356,1000,493.2,200,196,EN,0,0.7,423,40,123
2020,milho,315,315,85,87,270,67.3,-73,184,N,0,0.2,389,73,128
2021,milho,315,315,63,126,200,28.7,-25.9,172,LN,0,-1.4,250,39,141
2022,milho,400,400,80,120,200,32.4,0,161,LN,0,-1.2,489,43,42
2023,milho,400,400,24,36,60,-59.6,-70,150,LN,0,-1,460,35,110
2024,milho,450,450,68,136,151,2.3,151.9,140,EN,1,1.5,587,36,131
2003,milho1,800,160,80,,500,8.5,,430,EN,0,1.2,251,44,99
2004,milho1,800,80,24,,300,-28.6,-40,409,N,0,0.3,641,37,94
2005,milho1,400,60,24,,400,3.2,33.3,388,EN,0,0.7,275,89,137
2006,milho1,480,480,288,,600,63.6,50,368,LN,0,-0.8,281,67,113
2007,milho1,300,150,45,,300,-16.8,-50,350,EN,0,0.9,255,95,120
2008,milho1,280,280,84,,300,-7,0,332,LN,1,-1.5,434,70,120
2009,milho1,250,100,40,,400,36.2,33.3,315,LN,0,-0.8,386,44,93
2010,milho1,50,20,3,,150,-50.2,-62.5,299,EN,1,1.6,259,25,109
2011,milho1,300,300,110,,367,16.6,144.4,284,LN,1,-1.6,485,45,69
2012,milho1,125,,,,,,,,LN,0,-1,171,66,99
2013,milho1,200,,,,,,,,N,0,-0.4,73,60,151
2014,milho1,700,560,179,,320,9.4,,243,N,0,-0.3,229,33,76
2015,milho1,600,,,,,,,,EN,0,0.6,178,58,102
2016,milho1,400,40,6,,150,-1.6,,219,EN,1,2.4,428,67,119
2017,milho1,150,40,4,,100,-16.9,-33.3,208,LN,0,-1,299,79,136
2018,milho1,150,70,7,,100,-19.7,0,197,LN,0,-1.3,302,55,108
2019,milho1,450,450,450,,1000,436.1,200,187,EN,0,0.7,423,40,123
2020,milho1,315,315,85,,270,13.2,-73,178,N,0,0.2,389,73,128
2021,milho1,315,315,63,,200,-7.8,-25.9,169,LN,0,-1.4,250,39,141
2022,milho1,400,400,80,,200,4.2,0,160,LN,0,-1.2,489,43,42
2023,milho1,400,400,24,,60,-61.2,-70,152,LN,0,-1,460,35,110
2024,milho1,450,450,68,,151,43.7,151.9,144,EN,1,1.5,587,36,131
