ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,130,218,0,1677,21.9,,582,LN,0,-0.9,,,
1975,arroz,,130,130,0,1000,-5.8,-40.4,516,N,0,-0.3,,,
1976,arroz,,143,48,0,336,-58.2,-66.4,460,N,0,-0.3,,,
1977,arroz,,141,156,0,1106,81.9,200,417,EN,0,0.5,,,
1978,arroz,,130,11,0,85,-81.8,-92.4,386,N,0,0.1,,,
1979,arroz,,143,15,0,105,-72.6,24,369,N,0,0.2,,,
1980,arroz,,166,82,0,494,41.5,200,364,N,0,0.3,,,
1981,arroz,,143,14,0,98,-74.6,-80.2,372,N,0,-0.3,706,39,49
1982,arroz,,158,28,0,177,-61.9,81,391,N,0,0.4,531,41,50
1984,arroz,,18,23,0,1278,65.9,,463,N,0,-0.3,372,34,96
1985,arroz,,18,23,0,1278,33.3,0,513,LN,0,-0.6,977,26,62
1986,arroz,,18,18,0,1000,-7.7,-21.7,570,N,0,-0.2,601,44,19
1987,arroz,,18,3,0,167,-85.1,-83.3,632,EN,0,1.3,656,27,61
1988,arroz,14,14,28,0,2000,72.5,200,697,N,0,-0.2,451,101,102
1989,arroz,41,41,55,0,1341,10.9,-32.9,764,LN,0,-1.1,486,61,44
1990,arroz,25,25,9,1e-04,360,-71.2,-73.2,834,N,0,0.3,398,24,41
1991,arroz,25,25,45,0.0013,1800,40.4,200,906,N,0,0.4,495,35,76
1992,arroz,17,17,6,0.0022,353,-73,-80.4,982,EN,1,2,642,109,64
1995,arroz,10,10,18,5,1800,24.1,,1211,EN,0,0.7,490,75,70
1996,arroz,12,12,23,4,1917,28.2,6.5,1279,LN,0,-0.6,611,54,67
1997,arroz,12,12,14,3,1167,-23.7,-39.1,1337,N,0,0.2,734,28,60
1998,arroz,8,0,0,0,,,,,EN,0,1.3,484,39,98
1999,arroz,12,12,11,4,917,-41.4,,1406,LN,0,-1.1,460,60,92
2000,arroz,12,12,22,6,1833,17.1,100,1411,LN,0,-1.1,848,25,47
2001,arroz,8,0,0,0,,,,,LN,0,-0.5,484,57,69
2002,arroz,10,10,18,6,1800,18.3,,1365,N,0,0,756,44,67
2003,arroz,8,8,13,7,1625,8.7,-9.7,1318,N,0,0.2,578,29,101
2004,arroz,10,10,15,8,1500,-0.1,-7.7,1260,N,0,0.1,863,37,90
2005,arroz,10,5,3,1,600,-60,-60,1192,N,0,0.3,503,57,137
2006,arroz,7,7,13,5,1857,27.7,200,1117,LN,0,-0.6,603,64,96
2007,arroz,5,5,1,0,200,-85.7,-89.2,1035,N,0,-0.2,438,64,101
2008,arroz,5,2,3,2,1500,13.9,200,948,LN,0,-1.3,1008,54,89
2009,arroz,3,3,4,2,1333,9.6,-11.1,855,LN,0,-0.7,441,60,58
2010,arroz,3,3,5,3,1667,51.7,25,759,EN,0,0.6,242,53,72
2011,arroz,3,3,3,2,1000,3.4,-40,663,LN,0,-0.9,935,43,48
2012,arroz,8,8,4,4,500,-39,-50,569,LN,0,-0.6,624,31,58
2013,arroz,15,2,1,1,500,-23.5,0,481,LN,0,-0.5,258,60,132
2014,arroz,3,,,,,,,,N,0,-0.3,619,43,73
2016,arroz,15,15,2,5,133,159.2,,276,EN,0,1.3,689,79,112
1974,cana,,10,450,0,45000,,,,LN,1,-1.5,,,
1975,cana,,34,680,0,20000,,-55.6,,N,0,-0.1,,,
1976,cana,,37,740,0,20000,,0,,LN,0,-1,,,
1977,cana,,2,60,0,30000,,50,,EN,0,1,,,
1978,cana,,2,44,0,22000,,-26.7,,EN,0,0.9,,,
1979,cana,,2,44,0,22000,,0,,N,0,0.2,,,
1980,cana,,2,44,0,22000,,0,,EN,0,0.6,,,
1981,cana,,2,44,0,22000,,0,,N,0,0,706,39,49
1982,cana,,1,9,0,9000,,-59.1,,N,0,0.1,531,41,50
1987,cana,,1,32,0,32000,,,,EN,1,1.6,656,27,61
1974,feijao,,480,173,0,360,5.5,,204,LN,1,-1.9,,,
1975,feijao,,480,253,0,527,80.4,46.2,176,N,0,-0.2,,,
1976,feijao,,528,31,0,59,-76.5,-88.9,152,LN,0,-1.1,,,
1977,feijao,,581,174,0,299,39.4,200,134,EN,0,1.1,,,
1978,feijao,,152,11,0,72,-61.2,-75.8,120,EN,0,1.1,,,
1979,feijao,,152,5,0,33,-79.9,-54.5,110,N,0,0.2,,,
1980,feijao,,296,67,0,226,53,200,104,EN,0,0.7,,,
1981,feijao,,222,7,0,32,-77.3,-86.1,102,N,0,0.2,706,39,49
1982,feijao,,152,16,0,105,-21.4,200,103,N,0,0,531,41,50
1983,feijao,,220,7,0,32,-76.8,-69.8,107,EN,1,2.5,379,29,65
1984,feijao,,242,73,0,302,102.6,200,114,LN,0,-1,372,34,96
1985,feijao,,242,29,0,120,-26,-60.3,123,LN,0,-1,977,26,62
1986,feijao,,242,44,0,182,-1.1,51.7,134,N,0,-0.2,601,44,19
1987,feijao,,242,13,0,54,-75.1,-70.5,148,EN,1,1.5,656,27,61
1988,feijao,210,210,105,0,500,106.9,200,163,EN,0,0.9,451,101,102
1989,feijao,230,230,83,1e-04,361,38.9,-27.8,180,LN,1,-1.9,486,61,44
1990,feijao,300,0,0,0,,,,,N,0,0,398,24,41
1991,feijao,320,320,96,0.0067,300,1,,218,EN,0,0.5,495,35,76
1992,feijao,284,284,17,0.0104,60,-80.9,-80,238,EN,1,2.1,642,109,64
1994,feijao,420,420,210,74,500,47.9,,278,N,0,0.3,535,22,76
1995,feijao,426,426,170,85,399,14.5,-20.2,296,EN,0,1.4,490,75,70
1996,feijao,371,371,111,56,299,-16.3,-25,312,LN,0,-0.9,611,54,67
1997,feijao,350,350,105,47,300,-18.2,0.3,325,N,0,-0.3,734,28,60
1998,feijao,250,0,0,0,,,,,EN,1,2.3,484,39,98
1999,feijao,280,280,56,50,200,-47.6,,341,LN,1,-1.6,460,60,92
2000,feijao,250,250,150,99,600,56,200,344,LN,1,-1.6,848,25,47
2001,feijao,180,0,0,0,,,,,LN,0,-0.7,484,57,69
2002,feijao,230,230,104,114,452,16.5,,338,N,0,-0.3,756,44,67
2003,feijao,200,200,100,111,500,29.9,10.6,330,EN,0,1.2,578,29,101
2004,feijao,150,150,38,44,253,-32.9,-49.3,318,N,0,0.3,863,37,90
2005,feijao,200,60,12,12,200,-45.6,-21.1,303,EN,0,0.7,503,57,137
2006,feijao,200,200,120,132,600,68.9,200,285,LN,0,-0.8,603,64,96
2007,feijao,80,80,10,13,125,-61.9,-79.2,267,EN,0,0.9,438,64,101
2008,feijao,100,50,22,35,440,51.7,200,248,LN,1,-1.5,1008,54,89
2009,feijao,100,100,25,33,250,-4.2,-43.2,230,LN,0,-0.8,441,60,58
2010,feijao,270,,,0,,,,,EN,1,1.6,242,53,72
2011,feijao,150,150,50,125,333,55.4,,202,LN,1,-1.6,935,43,48
2012,feijao,50,50,10,26,200,2.9,-40,194,LN,0,-1,624,31,58
2013,feijao,100,100,10,27,100,-46.5,-50,189,N,0,-0.4,258,60,132
2014,feijao,116,25,5,9,200,3.1,100,190,N,0,-0.3,619,43,73
2015,feijao,95,20,1,2,50,-76,-75,195,EN,0,0.6,395,30,98
2016,feijao,95,95,10,38,105,-53.2,110.5,204,EN,1,2.4,689,79,112
2017,feijao,90,90,13,46,144,-40.4,37.2,219,LN,0,-1,460,74,115
2018,feijao,120,120,72,180,600,126.8,200,239,LN,0,-1.3,508,40,105
2019,feijao,100,100,24,48,240,-17.6,-60,263,EN,0,0.7,758,54,92
2020,feijao,132,132,73,226,553,71.4,130.4,292,N,0,0.2,894,36,101
2021,feijao,130,130,72,266,554,54.3,0.1,325,LN,0,-1.4,561,33,97
2022,feijao,190,190,80,336,421,5.4,-24,361,LN,0,-1.2,927,38,81
2023,feijao,180,180,54,243,300,-32.5,-28.7,403,LN,0,-1,856,24,67
2024,feijao,200,200,84,403,420,-14.8,40,448,EN,1,1.5,569,36,105
1974,milho,,1790,1074,0,600,0.7,,561,LN,1,-1.9,,,
1975,milho,,1790,751,0,420,-19.2,-30.1,453,N,0,-0.2,,,
1976,milho,,1969,827,0,420,-7.5,0.1,368,LN,0,-1.1,,,
1977,milho,,2166,2166,0,1000,149.1,138.1,303,EN,0,1.1,,,
1978,milho,,476,159,0,334,-7.1,-66.6,256,EN,0,1.1,,,
1979,milho,,476,129,0,271,-17.3,-18.9,223,N,0,0.2,,,
1980,milho,,705,186,0,264,-13.9,-2.6,202,EN,0,0.7,,,
1981,milho,,476,14,0,29,-90.1,-88.9,191,N,0,0.2,706,39,49
1982,milho,,376,12,0,32,-89.1,8.5,189,N,0,0,531,41,50
1983,milho,,220,13,0,59,-80.2,85.2,196,EN,1,2.5,379,29,65
1984,milho,,242,121,0,500,59.5,200,210,LN,0,-1,372,34,96
1985,milho,,242,145,0,599,73.3,19.8,234,LN,0,-1,977,26,62
1986,milho,,242,145,0,599,51.2,0,265,N,0,-0.2,601,44,19
1987,milho,,242,40,0,165,-62.5,-72.4,304,EN,1,1.5,656,27,61
1988,milho,210,210,120,0,571,19.4,200,350,EN,0,0.9,451,101,102
1989,milho,230,230,161,1e-04,700,34.2,22.5,401,LN,1,-1.9,486,61,44
1990,milho,300,0,0,0,,,,,N,0,0,398,24,41
1991,milho,320,320,160,0.0041,500,-16.1,,505,EN,0,0.5,495,35,76
1992,milho,273,273,82,0.0189,300,-51.6,-39.9,552,EN,1,2.1,642,109,64
1994,milho,420,420,378,45,900,36.8,,624,N,0,0.3,535,22,76
1995,milho,426,426,256,42,601,-10.9,-33.2,647,EN,0,1.4,490,75,70
1996,milho,385,385,385,65,1000,42.3,66.4,663,LN,0,-0.9,611,54,67
1997,milho,370,370,185,30,500,-31.3,-50,673,N,0,-0.3,734,28,60
