ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,3500,3500,0,1000,10.7,,730,LN,1,-1.9,,,
1975,arroz,,10700,5350,0,500,-41.8,-50,752,N,0,-0.2,,,
1976,arroz,,11000,13200,0,1200,44,140,776,LN,0,-1.1,,,
1977,arroz,,7500,3750,0,500,-39.3,-58.3,802,EN,0,1.1,,,
1978,arroz,,6000,5400,0,900,8.2,80,833,EN,0,1.1,,,
1979,arroz,,2500,2250,0,900,5.1,0,869,N,0,0.2,,,
1980,arroz,,2700,2700,0,1000,10.7,11.1,909,EN,0,0.7,,,
1981,arroz,,3800,1900,0,500,-48.3,-50,954,N,0,0.2,1247,16,1
1982,arroz,,3400,3060,0,900,-15.4,80,1001,N,0,0,2006,6,0
1983,arroz,,2305,2862,0,1242,6.9,38,1046,EN,1,2.5,1864,5,0
1984,arroz,,2738,3030,0,1107,-11.9,-10.9,1088,LN,0,-1,1135,5,0
1985,arroz,,990,1750,0,1768,32.4,59.7,1122,LN,0,-1,1289,16,0
1986,arroz,,1140,1700,0,1491,9.3,-15.6,1146,N,0,-0.2,1134,10,0
1987,arroz,,1450,2060,0,1421,3.7,-4.7,1160,EN,1,1.5,1156,10,0
1988,arroz,1160,1160,1540,0,1328,1.5,-6.6,1163,EN,0,0.9,1289,6,2
1989,arroz,1207,1207,1427,2e-04,1182,-3.8,-10.9,1157,LN,1,-1.9,1129,9,0
1990,arroz,1077,1077,1255,0.0046,1165,2.7,-1.4,1147,N,0,0,1003,12,0
1991,arroz,930,930,786,0.0212,845,-19,-27.5,1135,EN,0,0.5,1435,7,0
1992,arroz,990,990,1046,0.2259,1057,4.4,25,1125,EN,1,2.1,1330,9,0
1993,arroz,200,200,200,0.5018,1000,0,-5.4,1121,N,0,0.3,1300,7,0
1994,arroz,720,720,720,65,1000,-1.3,0,1126,N,0,0.3,992,9,0
1995,arroz,720,720,720,130,1000,-4,0,1140,EN,0,1.4,1031,6,1
1996,arroz,720,720,869,174,1207,11.6,20.7,1165,LN,0,-0.9,1029,7,0
1997,arroz,650,650,780,140,1200,5.4,-0.6,1202,N,0,-0.3,1241,9,0
1998,arroz,180,180,216,56,1200,-0.5,0,1249,EN,1,2.3,1339,13,2
1999,arroz,80,80,96,25,1200,-6.9,0,1307,LN,1,-1.6,1218,6,0
2000,arroz,50,50,60,18,1200,-13.7,0,1373,LN,1,-1.6,1640,13,0
2001,arroz,50,50,84,25,1680,12,40,1446,LN,0,-0.7,975,15,2
2005,arroz,200,200,440,161,2200,8.9,,1791,EN,0,0.7,1291,10,1
2006,arroz,150,150,330,126,2200,1.3,0,1887,LN,0,-0.8,1236,12,2
2007,arroz,120,120,264,110,2200,-5.5,0,1987,EN,0,0.9,1475,9,0
2008,arroz,5,5,8,4,1600,-35.8,-27.3,2090,LN,1,-1.5,1350,10,3
1974,cana,,40,1600,0,40000,0,,39111,LN,1,-1.5,,,
1975,cana,,50,2000,0,40000,0,0,39706,N,0,-0.1,,,
1976,cana,,20,800,0,40000,0,0,40249,LN,0,-1,,,
1977,cana,,20,800,0,40000,0,0,40659,EN,0,1,,,
1978,cana,,75,3000,0,40000,0,0,40862,EN,0,0.9,,,
1979,cana,,30,1200,0,40000,0,0,40813,N,0,0.2,,,
1980,cana,,30,1200,0,40000,0,0,40515,EN,0,0.6,,,
1981,cana,,30,1200,0,40000,0,0,40030,N,0,0,1247,16,1
1982,cana,,30,1200,0,40000,0,0,39470,N,0,0.1,2006,6,0
1983,cana,,30,1200,0,40000,0,0,38982,EN,1,2.5,1864,5,0
1984,cana,,15,600,0,40000,-0.1,0,38718,LN,0,-0.5,1135,5,0
1985,cana,,20,800,0,40000,-0.1,0,38808,LN,0,-0.8,1289,16,0
1986,cana,,20,800,0,40000,-0.1,0,39316,N,0,-0.3,1134,10,0
1987,cana,,20,800,0,40000,-0.6,0,40217,EN,1,1.6,1156,10,0
1988,cana,20,20,800,0,40000,-1.5,0,41350,EN,0,0.7,1289,6,2
1989,cana,30,30,1200,0,40000,-1.9,0,42405,LN,1,-1.7,1129,9,0
1990,cana,30,30,1200,3e-04,40000,-0.9,0,42937,N,0,0.2,1003,12,0
1991,cana,40,40,1600,7e-04,40000,0.9,0,42469,EN,0,0.6,1435,7,0
1992,cana,40,40,1600,0.0233,40000,3.2,0,40671,EN,1,2.3,1330,9,0
1993,cana,40,40,1600,0.6982,40000,7.1,0,37540,EN,0,0.5,1300,7,0
1994,cana,40,40,1600,43,40000,13.4,0,33460,N,0,0.3,992,9,0
1995,cana,40,40,1600,16,40000,21.7,0,29076,EN,0,1.3,1031,6,1
1996,cana,23,23,460,7,20000,-33.6,-50,25050,LN,0,-0.9,1029,7,0
1997,cana,23,23,460,7,20000,-26,0,21877,N,0,-0.2,1241,9,0
1998,cana,15,15,300,5,20000,-19.1,0,19844,EN,1,2.2,1339,13,2
1999,cana,15,15,300,5,20000,-20.6,0,19115,LN,1,-1.5,1218,6,0
2000,cana,15,15,300,5,20000,-31.4,0,19867,LN,1,-1.7,1640,13,0
2001,cana,15,15,300,5,20000,-43.4,0,22412,LN,0,-0.6,975,15,2
2002,cana,15,15,300,6,20000,-52.9,0,27287,N,0,-0.1,1437,8,0
2003,cana,20,20,400,10,20000,-59.5,0,35239,EN,0,0.9,1132,10,7
2004,cana,900,900,72000,1800,80000,28.7,200,47009,N,0,0.3,1345,9,0
2005,cana,910,910,91000,2275,1e+05,24.8,25,62769,EN,0,0.6,1291,10,1
2006,cana,1710,1710,171000,6327,1e+05,8.9,0,81308,LN,0,-0.9,1236,12,2
2007,cana,5000,5000,5e+05,18500,1e+05,4.7,0,99573,EN,0,0.6,1475,9,0
2008,cana,10000,10000,1e+06,38000,1e+05,2.3,0,113433,LN,1,-1.6,1350,10,3
2009,cana,10800,10800,1080000,41040,1e+05,0.8,0,119708,LN,0,-0.9,1479,6,3
2010,cana,10700,10700,1070000,40660,1e+05,1.8,0,117943,EN,1,1.5,1300,5,0
2011,cana,10700,10700,1070000,83460,1e+05,5.9,0,110396,LN,0,-1.4,1378,4,0
2012,cana,13300,13300,1463000,80465,110000,21.2,10,100457,LN,0,-0.8,1214,7,0
2013,cana,13300,13300,1463000,77539,110000,25,0,91003,LN,0,-0.6,914,9,4
2014,cana,11050,11050,884000,45968,80000,-6.1,-27.3,83711,LN,0,-0.5,839,17,0
2015,cana,9800,9800,784000,43120,80000,-3.6,0,79168,EN,0,0.5,1189,16,9
2016,cana,11000,11000,880000,58080,80000,-1.5,0,77249,EN,1,2.2,1204,12,9
2017,cana,15000,15000,1200000,84000,80000,0.3,0,77400,LN,0,-0.7,1073,8,1
