ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,4000,1920,0,480,-53.4,,LN,1,,,
1975,arroz,,4700,7050,0,1500,49.6,200,LN,0,,,
1976,arroz,,5640,4512,0,800,-18.1,-46.7,LN,1,,,
1977,arroz,,5900,8850,0,1500,57.2,87.5,EN,0,,,
1978,arroz,,5429,7029,0,1295,38.6,-13.7,EN,0,,,
1979,arroz,,5690,5400,0,949,3.6,-26.7,N,0,,,
1980,arroz,,5741,2020,0,352,-60.8,-62.9,EN,0,,,
1981,arroz,,6700,1509,0,225,-74.4,-36,N,0,819,13,54
1982,arroz,,6580,7764,0,1180,37.3,200,N,0,854,10,67
1983,arroz,,6010,720,0,120,-85.8,-89.8,EN,1,754,23,85
1984,arroz,,5307,6349,0,1196,44.2,200,LN,0,774,16,70
1985,arroz,,5340,4613,0,864,5.2,-27.8,LN,0,1428,13,46
1986,arroz,,4958,5597,0,1129,38.5,30.7,N,0,1541,17,10
1987,arroz,,5130,2817,0,549,-32.2,-51.4,EN,0,882,9,22
1988,arroz,4980,4980,6470,1e-04,1299,61.1,136.6,EN,0,740,11,59
1989,arroz,4980,4980,4934,0.0011,991,23.1,-23.7,LN,1,1132,8,32
1990,arroz,4800,4800,1764,0.016,368,-54.5,-62.9,N,0,938,14,20
1991,arroz,5900,5900,6000,0.2182,1017,26.7,176.7,N,0,881,8,47
1992,arroz,5260,5260,1294,0.9411,246,-69,-75.8,EN,1,1057,22,61
1993,arroz,4900,4900,1208,15.3745,247,-69.1,0.2,N,0,696,26,85
1994,arroz,5350,5350,6580,1316,1230,47.8,200,N,0,1112,10,50
1995,arroz,5060,5060,6216,977,1228,38.6,-0.1,EN,0,753,14,56
1996,arroz,1520,1520,1618,277,1064,14.7,-13.3,LN,0,1074,18,41
1997,arroz,1520,1520,1216,340,800,-17.2,-24.8,N,0,884,14,39
1998,arroz,1565,1565,407,155,260,-74.4,-67.5,EN,1,706,11,66
1999,arroz,1565,1565,2348,704,1500,43,200,LN,1,846,17,50
2000,arroz,1721,1721,2582,664,1500,41.5,0,LN,1,1033,31,42
2001,arroz,1200,1200,1440,377,1200,13.1,-20,LN,0,916,25,60
2002,arroz,1380,1380,418,164,303,-71.3,-74.8,N,0,907,9,62
2003,arroz,1520,1520,1824,1120,1200,14.2,200,EN,0,980,10,74
2004,arroz,1600,1600,1920,1444,1200,15.2,0,N,0,1096,13,67
2005,arroz,1280,1280,960,561,750,-26.9,-37.5,EN,0,863,13,70
2006,arroz,896,538,404,160,751,-25.7,0.1,LN,0,940,14,66
2007,arroz,314,314,330,176,1051,7,40,EN,0,825,17,46
2008,arroz,630,630,945,675,1500,59.1,42.7,LN,1,1035,11,72
2009,arroz,630,630,756,474,1200,30.3,-20,LN,0,942,34,60
2010,arroz,570,570,171,114,300,-67,-75,EN,1,681,8,37
2011,arroz,570,570,855,610,1500,67.1,200,LN,1,964,15,53
2012,arroz,513,513,231,169,450,-50.3,-70,LN,0,796,12,31
2013,arroz,500,500,225,203,450,-52.3,-0.1,N,0,631,12,54
2014,arroz,400,400,540,486,1350,35.2,200,N,0,915,10,49
2015,arroz,150,150,169,169,1127,6.7,-16.5,EN,0,706,17,68
2016,arroz,150,75,34,34,453,-59.3,-59.8,EN,1,750,19,96
2017,arroz,150,150,225,207,1500,26.7,200,N,0,627,19,84
2018,arroz,200,200,240,240,1200,-4.8,-20,LN,0,834,18,67
2019,arroz,811,811,1338,1311,1650,22.6,37.5,EN,0,949,8,46
2020,arroz,700,700,1155,1155,1650,14.7,0,EN,0,1086,10,76
2021,arroz,810,810,1283,1668,1584,2.9,-4,LN,0,899,10,53
2022,arroz,405,405,705,1058,1741,5.6,9.9,LN,0,1380,5,33
2023,arroz,368,358,558,883,1559,-11.6,-10.5,LN,0,1285,7,30
2024,arroz,378,378,674,1389,1783,-5.5,14.4,EN,1,852,14,85
1974,cana,,15,450,0,30000,69.4,,LN,1,,,
1975,cana,,10,120,0,12000,-41,-60,LN,0,,,
1976,cana,,10,120,0,12000,-47.3,0,LN,1,,,
1977,cana,,10,250,0,25000,0,108.3,EN,0,,,
1978,cana,,27,444,0,16444,-39.3,-34.2,EN,0,,,
1979,cana,,10,160,0,16000,-44.8,-2.7,N,0,,,
1980,cana,,30,480,0,16000,-47.8,0,EN,0,,,
1981,cana,,30,1260,0,42000,30.5,162.5,N,0,819,13,54
1982,cana,,37,1554,0,42000,25.2,0,N,0,854,10,67
1983,cana,,39,1638,0,42000,21,0,EN,1,754,23,85
1984,cana,,30,1140,0,38000,6.5,-9.5,LN,0,774,16,70
1985,cana,,39,1482,0,38000,4.2,0,LN,0,1428,13,46
1986,cana,,39,1482,0,38000,2.1,0,N,0,1541,17,10
1987,cana,,39,1482,0,38000,0.6,0,EN,0,882,9,22
1988,cana,39,39,1482,0,38000,0,0,EN,0,740,11,59
1989,cana,39,39,1482,0,38000,0,0,LN,1,1132,8,32
1990,cana,42,42,1596,7e-04,38000,0.1,0,N,0,938,14,20
1991,cana,60,60,2280,0.0083,38000,0.1,0,N,0,881,8,47
1992,cana,60,60,2280,0.058,38000,-0.2,0,EN,1,1057,22,61
1993,cana,60,60,2280,3.3164,38000,-0.5,0,N,0,696,26,85
1994,cana,150,150,5700,228,38000,-0.9,0,N,0,1112,10,50
1995,cana,150,150,5700,228,38000,-1.7,0,EN,0,753,14,56
1996,cana,29,29,1740,70,60000,54,57.9,LN,0,1074,18,41
1997,cana,29,29,1740,70,60000,53,0,N,0,884,14,39
1998,cana,30,30,1200,60,40000,1.2,-33.3,EN,1,706,11,66
1999,cana,30,30,1200,60,40000,0.6,0,LN,1,846,17,50
2000,cana,30,30,1200,60,40000,0.4,0,LN,1,1033,31,42
2001,cana,30,30,1200,60,40000,0.2,0,LN,0,916,25,60
2002,cana,30,30,1200,64,40000,0,0,N,0,907,9,62
2003,cana,30,30,1200,75,40000,0,0,EN,0,980,10,74
2004,cana,31,31,1240,99,40000,0,0,N,0,1096,13,67
2005,cana,10,10,400,42,40000,0,0,EN,0,863,13,70
2006,cana,10,10,400,38,40000,0,0,LN,0,940,14,66
2007,cana,10,10,400,33,40000,0,0,EN,0,825,17,46
2008,cana,10,10,400,32,40000,0,0,LN,1,1035,11,72
2009,cana,10,10,400,40,40000,0,0,LN,0,942,34,60
2010,cana,10,10,400,29,40000,0,0,EN,1,681,8,37
2011,cana,10,10,400,32,40000,0,0,LN,1,964,15,53
2012,cana,10,10,400,34,40000,0,0,LN,0,796,12,31
2013,cana,10,10,400,50,40000,0,0,N,0,631,12,54
2014,cana,10,10,400,56,40000,0,0,N,0,915,10,49
2015,cana,5,5,200,24,40000,0,0,EN,0,706,17,68
2016,cana,5,5,200,24,40000,0,0,EN,1,750,19,96
2017,cana,5,5,200,27,40000,0,0,N,0,627,19,84
2018,cana,5,5,200,30,40000,0,0,LN,0,834,18,67
1974,feijao,,120,36,0,300,-14.2,,LN,1,,,
1975,feijao,,150,45,0,300,-10.1,0,LN,0,,,
1976,feijao,,160,48,0,300,-5.8,0,LN,1,,,
1977,feijao,,300,120,0,400,31.3,33.3,EN,0,,,
1978,feijao,,228,100,0,439,50.1,9.6,EN,0,,,
1979,feijao,,350,130,0,371,32.2,-15.3,N,0,,,
1980,feijao,,400,64,0,160,-40.9,-56.9,EN,0,,,
1981,feijao,,500,76,0,152,-41.9,-5,N,0,819,13,54
1982,feijao,,690,235,0,341,34.5,124.1,N,0,854,10,67
1983,feijao,,655,24,0,37,-85.1,-89.2,EN,1,754,23,85
1984,feijao,,944,276,0,292,22,200,LN,0,774,16,70
1985,feijao,,1208,161,0,133,-42.9,-54.4,LN,0,1428,13,46
1986,feijao,,984,297,0,302,31.3,126.5,N,0,1541,17,10
1987,feijao,,822,251,0,305,31.5,1.2,EN,0,882,9,22
1988,feijao,595,595,60,0,101,-57.9,-67,EN,0,740,11,59
