ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,6800,9180,0,1350,-4.9,,1278,LN,1,-1.5,,,
1975,arroz,,7200,10800,0,1500,7.6,11.1,1234,N,0,-0.1,,,
1976,arroz,,6900,10350,0,1500,9.6,0,1191,LN,0,-1,,,
1977,arroz,,7400,9768,0,1320,-1.7,-12,1150,EN,0,1,,,
1978,arroz,,6660,8791,0,1320,0.1,0,1112,EN,0,0.9,,,
1979,arroz,,7000,6468,0,924,-28.6,-30,1076,N,0,0.2,,,
1980,arroz,,7350,9702,0,1320,4.1,42.9,1043,EN,0,0.6,,,
1981,arroz,,7647,5781,0,756,-39.1,-42.7,1013,N,0,0,1029,19,37
1982,arroz,,8550,11799,0,1380,13.6,82.5,986,N,0,0.1,1459,10,67
1983,arroz,,8000,1920,0,240,-79.8,-82.6,962,EN,1,2.5,824,19,73
1984,arroz,,6340,8749,0,1380,18.7,200,941,LN,0,-0.5,1112,14,59
1985,arroz,,7350,4410,0,600,-47.5,-56.5,923,LN,0,-0.8,1361,26,32
1986,arroz,,6690,8697,0,1300,16.3,116.7,908,N,0,-0.3,1634,10,11
1987,arroz,,6475,5827,0,900,-16.2,-30.8,896,EN,1,1.6,958,6,3
1988,arroz,5700,5700,7695,1e-04,1350,32.7,50,887,EN,0,0.7,960,15,67
1989,arroz,6270,6270,7775,0.0011,1240,28.9,-8.1,880,LN,1,-1.7,1050,11,34
1990,arroz,4200,3990,2394,0.0133,600,-35.1,-51.6,876,N,0,0.2,1250,11,10
1991,arroz,4158,4158,4116,0.0576,990,10.2,65,874,EN,0,0.6,841,14,84
1992,arroz,4670,4200,1680,0.4976,400,-54.3,-59.6,875,EN,1,2.3,799,14,115
1993,arroz,4500,4500,2462,16.4753,547,-36.7,36.8,879,EN,0,0.5,772,25,86
1994,arroz,4826,4826,5608,1015,1162,31.7,112.4,885,N,0,0.3,1511,9,68
1995,arroz,4680,4680,3744,676,800,-13.1,-31.2,893,EN,0,1.3,1108,12,50
1996,arroz,1736,1736,1774,319,1022,7.6,27.7,903,LN,0,-0.9,1213,22,54
1997,arroz,955,955,906,290,949,-2.8,-7.2,914,N,0,-0.2,1009,7,55
1998,arroz,955,955,906,299,949,-6.4,0,927,EN,1,2.2,1150,13,66
1999,arroz,2527,2527,3032,834,1200,15,26.5,942,LN,1,-1.5,1183,23,62
2000,arroz,1495,1495,1794,462,1200,13.7,0,957,LN,1,-1.7,1320,10,43
2001,arroz,1450,1450,1740,472,1200,13.2,0,973,LN,0,-0.6,1002,17,80
2002,arroz,1345,1345,1480,497,1100,3.5,-8.3,989,N,0,-0.1,893,13,63
2003,arroz,1587,1587,1431,615,902,-15.8,-18.1,1006,EN,0,0.9,973,17,65
2004,arroz,1666,1666,1446,376,868,-19.6,-3.7,1023,N,0,0.3,1218,17,68
2005,arroz,1690,1690,1752,491,1037,-4.5,19.4,1041,EN,0,0.6,821,19,80
2006,arroz,1710,1710,1880,564,1099,0.2,6.1,1059,LN,0,-0.9,1048,19,62
2007,arroz,1715,1715,1995,658,1163,4.2,5.8,1079,EN,0,0.6,1114,15,61
2008,arroz,1736,1736,2010,704,1158,1.5,-0.5,1099,LN,1,-1.6,1145,16,69
2009,arroz,1742,1742,2197,835,1261,8,8.9,1121,LN,0,-0.9,1145,29,81
2010,arroz,1745,1745,2031,812,1164,-3.7,-7.7,1144,EN,1,1.5,932,15,97
2011,arroz,1747,1747,2437,1170,1395,10.7,19.9,1169,LN,0,-1.4,1250,14,67
2012,arroz,1223,1223,672,345,549,-57.8,-60.6,1195,LN,0,-0.8,904,15,78
2013,arroz,1263,1263,1402,799,1110,-16.4,102,1222,LN,0,-0.6,838,33,104
2014,arroz,1268,1268,1698,1002,1339,-0.8,20.6,1251,LN,0,-0.5,1058,7,72
2015,arroz,826,826,1114,675,1349,-1.9,0.7,1282,EN,0,0.5,861,16,90
2016,arroz,680,680,1099,703,1616,15.5,19.8,1313,EN,1,2.2,698,44,106
2017,arroz,615,615,1099,742,1787,25.6,10.6,1346,LN,0,-0.7,1072,22,82
2018,arroz,340,340,377,277,1109,-23.4,-38,1380,LN,0,-1.1,963,23,68
2019,arroz,149,149,210,162,1409,-4.4,27.1,1415,EN,0,0.6,1122,8,53
2020,arroz,148,148,222,181,1500,0,6.4,1452,N,0,0.1,1163,11,27
2021,arroz,146,146,218,183,1493,-2.2,-0.5,1489,LN,0,-1.2,1324,16,45
2022,arroz,148,148,222,198,1500,-3.4,0.5,1528,LN,0,-1.2,1466,4,24
2023,arroz,150,150,222,209,1480,-6.3,-1.3,1568,LN,0,-0.8,1319,23,31
2024,arroz,151,151,269,716,1781,11,20.4,1608,EN,0,1.2,1197,13,86
1974,cana,,50,1750,0,35000,1.4,,35164,LN,1,-1.5,,,
1975,cana,,114,4000,0,35088,0.8,0.3,35126,N,0,-0.1,,,
1976,cana,,48,1680,0,35000,-0.1,-0.2,35099,LN,0,-1,,,
1977,cana,,40,1400,0,35000,-0.7,0,35090,EN,0,1,,,
1978,cana,,40,1400,0,35000,-1,0,35105,EN,0,0.9,,,
1979,cana,,40,1400,0,35000,-1.2,0,35134,N,0,0.2,,,
1980,cana,,40,1400,0,35000,-1.3,0,35157,EN,0,0.6,,,
1981,cana,,15,525,0,35000,-1.1,0,35146,N,0,0,1029,19,37
1982,cana,,55,1925,0,35000,-0.8,0,35070,N,0,0.1,1459,10,67
1983,cana,,70,2450,0,35000,-0.3,0,34904,EN,1,2.5,824,19,73
1984,cana,,90,3150,0,35000,0.3,0,34636,LN,0,-0.5,1112,14,59
1985,cana,,90,3150,0,35000,1.1,0,34274,LN,0,-0.8,1361,26,32
1986,cana,,90,3150,0,35000,2.4,0,33839,N,0,-0.3,1634,10,11
1987,cana,,90,3150,0,35000,4.1,0,33366,EN,1,1.6,958,6,3
1988,cana,100,100,3500,0,35000,5.8,0,32890,EN,0,0.7,960,15,67
1989,cana,120,120,3600,1e-04,30000,-7.4,-14.3,32441,LN,1,-1.7,1050,11,34
1990,cana,120,120,3600,0.002,30000,-5.2,0,32037,N,0,0.2,1250,11,10
1991,cana,120,120,3600,0.0059,30000,-3.1,0,31681,EN,0,0.6,841,14,84
1992,cana,132,132,3960,0.2271,30000,-1,0,31359,EN,1,2.3,799,14,115
