ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1982,arroz,,2717,3260,0,1200,-0.9,,N,0,1805,2,10
1983,arroz,,4500,6075,0,1350,6.7,12.5,EN,1,1422,5,14
1984,arroz,,5600,7000,0,1250,-5.1,-7.4,LN,0,1444,2,7
1985,arroz,,5650,7062,0,1250,-8.7,0,LN,0,1703,3,18
1986,arroz,,7210,10094,0,1400,-1.2,12,N,0,1792,3,25
1987,arroz,,8650,13840,0,1600,9.2,14.3,EN,0,1550,6,22
1988,arroz,8650,8638,15548,2e-04,1800,19.1,12.5,EN,0,1648,3,21
1989,arroz,10400,10395,15592,0.0013,1500,-3.6,-16.7,LN,1,1767,2,14
1990,arroz,5000,5000,6000,0.0174,1200,-25,-20,N,0,1372,4,15
1991,arroz,3375,3375,5400,0.0785,1600,-2.1,33.3,N,0,1850,2,16
1992,arroz,2580,2560,4096,0.3952,1600,-4.2,0,EN,1,1829,3,3
1993,arroz,2000,2000,4200,6.6131,2100,23.8,31.2,N,0,1399,2,6
1994,arroz,1430,1430,3003,420,2100,22.2,0,N,0,1567,4,23
1995,arroz,1800,1800,2880,360,1600,-9.7,-23.8,EN,0,1392,3,23
1996,arroz,1900,1900,3420,627,1800,-4.5,12.5,LN,0,1942,6,20
1997,arroz,800,800,1200,216,1500,-26,-16.7,N,0,1624,3,4
1998,arroz,1200,1200,2160,432,1800,-16.1,20,EN,1,1625,8,48
1999,arroz,1500,1500,4500,900,3000,33.3,66.7,LN,1,1658,3,24
2000,arroz,3000,3000,7500,1380,2500,5.7,-16.7,LN,1,1611,6,21
2001,arroz,2500,2500,6750,1573,2700,10.1,8,LN,0,1661,3,26
2002,arroz,2670,2550,7268,1890,2850,15,5.6,N,0,1835,2,37
2003,arroz,1500,1500,4500,1498,3000,19.9,5.3,EN,0,1637,3,38
2004,arroz,3000,3000,6300,3147,2100,-16.6,-30,N,0,1619,2,19
2005,arroz,1500,1500,3150,945,2100,-16.2,0,EN,0,1503,6,27
