ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,120,86,0,717,3,,LN,1,,,
1975,arroz,,602,390,0,648,-17,-9.6,LN,0,,,
1976,arroz,,1000,864,0,864,0.7,33.4,LN,1,,,
1977,arroz,,1500,2025,0,1350,45.5,56.2,EN,0,,,
1978,arroz,,2500,3600,0,1440,45.5,6.7,EN,0,,,
1979,arroz,,2400,2618,0,1091,4.6,-24.2,N,0,,,
1980,arroz,,2440,2972,0,1218,11.6,11.7,EN,0,,,
1981,arroz,,2020,2273,0,1125,-0.5,-7.6,N,0,729,30,0
1982,arroz,,2950,4425,0,1500,29,33.3,N,0,1297,51,0
1983,arroz,,1200,1778,0,1482,24.6,-1.2,EN,1,575,19,1
1984,arroz,,5500,6600,0,1200,-0.2,-19,LN,0,1091,36,0
1985,arroz,,2824,2372,0,840,-30.1,-30,LN,0,1661,15,0
1986,arroz,,4706,6588,0,1400,16.3,66.7,N,0,1576,8,0
1987,arroz,,5000,6007,0,1201,-0.8,-14.2,EN,0,979,19,0
1988,arroz,4000,4000,4800,1e-04,1200,-1.2,-0.1,EN,0,1454,62,0
1989,arroz,4000,4000,4800,0.0044,1200,-1.6,0,LN,1,1029,19,0
1990,arroz,3360,3360,4032,0.0213,1200,-2.2,0,N,0,1194,20,0
1991,arroz,5800,5800,6960,0.2164,1200,-3.1,0,N,0,1579,17,1
1992,arroz,7100,6000,6750,2.1813,1125,-10.1,-6.2,EN,1,901,55,2
1993,arroz,6900,1380,2001,5.0935,1450,15,28.9,N,0,806,32,0
1994,arroz,7200,7200,9360,1647,1300,2.1,-10.3,N,0,1406,6,0
1995,arroz,7560,7560,11340,2088,1500,16.3,15.4,EN,0,981,17,0
1996,arroz,2455,2455,2700,486,1100,-15,-26.7,LN,0,990,27,0
1997,arroz,30,30,38,6,1267,-1.7,15.2,N,0,786,48,0
1998,arroz,58,58,65,11,1121,-12.3,-11.5,EN,1,1004,24,1
1999,arroz,30,30,66,18,2200,74.4,96.3,LN,1,967,21,3
2000,arroz,40,40,65,17,1625,32.5,-26.1,LN,1,1151,22,0
2001,arroz,60,60,90,21,1500,27.8,-7.7,LN,0,1259,34,0
2002,arroz,130,130,169,57,1300,16.1,-13.3,N,0,961,28,0
2003,arroz,140,140,151,73,1079,0.2,-17,EN,0,1351,12,1
2004,arroz,130,130,130,78,1000,-3.8,-7.3,N,0,1325,15,1
2005,arroz,115,115,115,51,1000,0,0,EN,0,735,36,1
2006,arroz,150,150,150,55,1000,3.3,0,LN,0,937,22,7
2007,arroz,170,170,153,77,900,-4.7,-10,EN,0,894,17,9
2008,arroz,160,160,144,96,900,-2.8,0,LN,1,1117,14,0
2009,arroz,160,160,137,83,856,-6.3,-4.9,LN,0,1219,24,0
2010,arroz,154,154,83,53,539,-41.4,-37.1,EN,1,563,32,1
2011,arroz,280,280,360,216,1286,36.8,138.6,LN,1,1359,12,2
2012,arroz,275,275,264,150,960,0.6,-25.3,LN,0,647,19,1
2013,arroz,270,270,267,145,989,2.5,3,N,0,689,30,3
2014,arroz,260,260,258,127,992,1.4,0.3,N,0,823,11,4
2015,arroz,120,120,122,87,1017,2.8,2.5,EN,0,866,38,0
2016,arroz,115,115,118,74,1026,3.2,0.9,EN,1,934,27,6
2017,arroz,115,115,118,83,1026,2.6,0,N,0,1248,11,8
2018,arroz,105,105,108,108,1029,2.5,0.2,LN,0,1103,12,4
2019,arroz,30,30,30,24,1000,-0.6,-2.8,EN,0,2149,20,5
2020,arroz,37,37,38,24,1027,2,2.7,EN,0,1683,8,4
2021,arroz,35,35,36,25,1029,2.2,0.2,LN,0,1204,15,20
2022,arroz,32,32,30,45,938,-6.7,-8.9,LN,0,1352,4,3
2023,arroz,32,32,33,51,1031,3.1,10,LN,0,1499,6,2
2024,arroz,30,30,21,26,700,-29.6,-32.1,EN,1,1208,11,8
1974,cana,,4,80,0,20000,,,LN,1,,,
1975,cana,,8,160,0,20000,,0,LN,0,,,
1976,cana,,8,160,0,20000,,0,LN,1,,,
1977,cana,,150,3000,0,20000,,0,EN,0,,,
1978,cana,,180,3600,0,20000,,0,EN,0,,,
1979,cana,,130,2600,0,20000,,0,N,0,,,
1980,cana,,80,1600,0,20000,,0,EN,0,,,
1981,cana,,50,1000,0,20000,,0,N,0,729,30,0
1982,cana,,10,200,0,20000,,0,N,0,1297,51,0
1983,cana,,4,72,0,18000,,-10,EN,1,575,19,1
1974,feijao,,22,18,0,818,-3.5,,LN,1,,,
1975,feijao,,52,41,0,788,-6.8,-3.6,LN,0,,,
1976,feijao,,90,73,0,811,-3.7,2.9,LN,1,,,
1977,feijao,,160,166,0,1038,24.1,27.9,EN,0,,,
1978,feijao,,192,198,0,1031,24.7,-0.6,EN,0,,,
1979,feijao,,194,199,0,1026,25.8,-0.5,N,0,,,
1980,feijao,,196,200,0,1020,27,-0.5,EN,0,,,
1981,feijao,,238,245,0,1029,30.4,0.9,N,0,729,30,0
1982,feijao,,260,155,0,596,-22.9,-42.1,N,0,1297,51,0
1983,feijao,,255,77,0,302,-60.1,-49.3,EN,1,575,19,1
1984,feijao,,210,137,0,652,-11.4,116,LN,0,1091,36,0
1985,feijao,,175,131,0,749,5.4,14.7,LN,0,1661,15,0
1986,feijao,,250,187,0,748,8.8,-0.1,N,0,1576,8,0
1987,feijao,,430,278,0,647,-4,-13.6,EN,0,979,19,0
1988,feijao,550,550,357,0,649,-2.7,0.4,EN,0,1454,62,0
1989,feijao,570,570,370,5e-04,649,-1.9,0,LN,1,1029,19,0
1990,feijao,630,630,379,0.0041,602,-7.6,-7.3,N,0,1194,20,0
1991,feijao,730,730,441,0.0674,604,-4.5,0.4,N,0,1579,17,1
1992,feijao,1010,976,630,0.4969,645,5.9,6.9,EN,1,901,55,2
1993,feijao,1126,1126,733,6.4247,651,10.9,0.8,N,0,806,32,0
1994,feijao,1361,1361,930,649,683,22.1,5,N,0,1406,6,0
1995,feijao,1563,1563,1164,835,745,41.3,9,EN,0,981,17,0
1996,feijao,901,901,364,218,404,-19.3,-45.8,LN,0,990,27,0
1997,feijao,78,78,35,23,449,-6.1,11.1,N,0,786,48,0
1998,feijao,121,121,56,38,463,2.1,3.1,EN,1,1004,24,1
1999,feijao,138,138,49,44,355,-18.3,-23.3,LN,1,967,21,3
2000,feijao,135,135,53,47,393,-8,10.6,LN,1,1151,22,0
2001,feijao,147,147,58,52,395,-7.2,0.5,LN,0,1259,34,0
2002,feijao,128,128,56,57,438,2.5,10.9,N,0,961,28,0
2003,feijao,134,134,62,106,463,8.2,5.8,EN,0,1351,12,1
2004,feijao,146,146,65,105,445,2.7,-3.8,N,0,1325,15,1
2005,feijao,160,160,74,105,462,4.1,3.9,EN,0,735,36,1
2006,feijao,180,180,82,114,456,1.3,-1.5,LN,0,937,22,7
2007,feijao,187,187,82,125,439,-1.8,-3.7,EN,0,894,17,9
2008,feijao,170,170,75,167,441,0.2,0.6,LN,1,1117,14,0
2009,feijao,155,155,68,122,439,0.7,-0.6,LN,0,1219,24,0
2010,feijao,275,275,154,287,560,30.6,27.6,EN,1,563,32,1
2011,feijao,305,305,135,255,443,5.8,-21,LN,1,1359,12,2
2012,feijao,310,310,100,258,323,-21.9,-27.1,LN,0,647,19,1
2013,feijao,300,300,101,184,337,-19.1,4.4,N,0,689,30,3
2014,feijao,304,304,109,211,359,-15.1,6.5,N,0,823,11,4
2015,feijao,208,208,100,200,481,12.4,34.1,EN,0,866,38,0
2016,feijao,250,250,110,495,440,1.7,-8.5,EN,1,934,27,6
2017,feijao,250,250,110,220,440,0.2,0,N,0,1248,11,8
2018,feijao,260,260,111,222,427,-4.3,-3,LN,0,1103,12,4
