ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,500,600,0,1200,3,,1053,LN,1,-1.9,,,
1975,arroz,,500,600,0,1200,0.8,0,1085,N,0,-0.2,,,
1976,arroz,,763,957,0,1254,1.2,4.5,1118,LN,0,-1.1,,,
1977,arroz,,445,384,0,863,-33.6,-31.2,1153,EN,0,1.1,,,
1978,arroz,,585,351,0,600,-56.4,-30.5,1189,EN,0,1.1,,,
1979,arroz,,364,301,0,827,-43.3,37.8,1226,N,0,0.2,,,
1980,arroz,,289,557,0,1927,23.1,133.1,1263,EN,0,0.7,,,
1981,arroz,,253,403,0,1593,-4.1,-17.4,1299,N,0,0.2,847,11,3
1982,arroz,,100,240,0,2400,43.9,50.7,1332,N,0,0,1245,7,0
1983,arroz,,250,450,0,1800,9.2,-25,1360,EN,1,2.5,1367,7,0
1984,arroz,,500,450,0,900,-44.4,-50,1383,LN,0,-1,857,10,6
1985,arroz,,200,300,0,1500,-5.3,66.7,1398,LN,0,-1,974,10,0
1986,arroz,,20,30,0,1500,-4.5,0,1406,N,0,-0.2,883,15,12
1987,arroz,,50,75,0,1500,-3.1,0,1407,EN,1,1.5,881,9,5
1988,arroz,50,50,90,0,1800,19.5,20,1404,EN,0,0.9,1010,9,3
1989,arroz,50,50,75,0,1500,4,-16.7,1397,LN,1,-1.9,1193,10,0
1991,arroz,50,50,60,0.0014,1200,-7.2,,1386,EN,0,0.5,1156,10,5
1992,arroz,50,50,60,0.0327,1200,-2.5,0,1386,EN,1,2.1,911,13,3
1993,arroz,50,50,60,0.1524,1200,0.8,0,1394,N,0,0.3,1086,8,4
1994,arroz,50,50,60,11,1200,0.4,0,1410,N,0,0.3,848,12,6
1995,arroz,50,50,90,17,1800,47.2,50,1437,EN,0,1.4,1041,10,3
1996,arroz,50,50,60,13,1200,-5.9,-33.3,1476,LN,0,-0.9,936,8,2
1997,arroz,50,50,75,14,1500,11.1,25,1526,N,0,-0.3,1122,14,0
1998,arroz,20,20,30,6,1500,3.7,0,1588,EN,1,2.3,1095,10,9
1999,arroz,10,10,12,4,1200,-23,-20,1662,LN,1,-1.6,959,12,6
2003,arroz,26,26,72,50,2769,26.2,,2080,EN,0,1.2,1038,9,24
2006,arroz,19,19,57,23,3000,5.2,,2519,LN,0,-0.8,904,16,5
2007,arroz,19,19,57,26,3000,-3.4,0,2690,EN,0,0.9,1158,11,4
2008,arroz,13,13,32,13,2462,-27.1,-17.9,2872,LN,1,-1.5,842,13,10
1974,cana,,100,2000,0,20000,21.6,,19016,LN,1,-1.5,,,
1975,cana,,100,2000,0,20000,-16.7,0,22384,N,0,-0.1,,,
1982,cana,,622,43540,0,70000,10.2,,58187,N,0,0.1,1245,7,0
1983,cana,,500,32500,0,65000,-3.4,-7.1,63183,EN,1,2.5,1367,7,0
1984,cana,,500,30000,0,60000,-14.9,-7.7,67440,LN,0,-0.5,857,10,6
1985,cana,,500,37500,0,75000,2.4,25,70944,LN,0,-0.8,974,10,0
1986,cana,,2500,150000,0,60000,-20.5,-20,73787,N,0,-0.3,883,15,12
1987,cana,,4000,320000,0,80000,3.4,33.3,76068,EN,1,1.6,881,9,5
1988,cana,4000,4000,320000,3e-04,80000,1.7,0,77799,EN,0,0.7,1010,9,3
1989,cana,4000,4000,320000,0.0037,80000,1.1,0,78874,LN,1,-1.7,1193,10,0
1990,cana,4000,4000,320000,0.1007,80000,1.4,0,79102,N,0,0.2,1183,10,0
1991,cana,4000,4000,320000,0.4728,80000,2.1,0,78301,EN,0,0.6,1156,10,5
1992,cana,4000,4000,320000,7.5636,80000,4.7,0,76422,EN,1,2.3,911,13,3
1993,cana,4000,4000,320000,155.4618,80000,9.3,0,73630,EN,0,0.5,1086,8,4
1994,cana,4000,4000,320000,2880,80000,13,0,70302,N,0,0.3,848,12,6
1995,cana,3700,3700,207200,2279,56000,-18.4,-30,66944,EN,0,1.3,1041,10,3
1996,cana,4000,4000,240000,3360,60000,-9.1,7.1,64071,LN,0,-0.9,936,8,2
1997,cana,4000,4000,240000,3840,60000,-6.8,0,62106,N,0,-0.2,1122,14,0
1998,cana,3500,3500,210000,3150,60000,-6.3,0,61327,EN,1,2.2,1095,10,9
1999,cana,3700,3700,185000,2035,50000,-22,-16.7,61857,LN,1,-1.5,959,12,6
2000,cana,3560,3560,263440,4700,74000,14.2,48,63658,LN,1,-1.7,898,9,5
2001,cana,3560,3560,263440,6515,74000,9.5,0,66529,LN,0,-0.6,1084,8,13
2002,cana,5050,5050,379275,11557,75104,6.3,1.5,70099,N,0,-0.1,926,9,9
2003,cana,4379,4379,302124,11336,68994,-5.6,-8.1,73851,EN,0,0.9,1038,9,24
2004,cana,4000,4000,280000,7381,70000,-8.1,1.5,77206,N,0,0.3,776,11,9
2005,cana,4200,4200,325404,9111,77477,-0.8,10.7,79659,EN,0,0.6,1083,18,8
2006,cana,3662,3662,285636,9255,78000,-0.4,0.7,80906,LN,0,-0.9,904,16,5
2007,cana,3662,3662,322256,10634,88000,13.1,12.8,80925,EN,0,0.6,1158,11,4
2008,cana,3479,3479,344687,11168,99076,28.2,12.6,79933,LN,1,-1.6,842,13,10
2009,cana,6930,6930,568260,19116,82000,7.5,-17.2,78285,LN,0,-0.9,966,18,7
2010,cana,7098,7098,528091,21123,74400,-0.5,-9.3,76337,EN,1,1.5,1145,15,4
2011,cana,7300,7300,509175,34481,69750,-5.1,-6.2,74366,LN,0,-1.4,1052,6,2
2012,cana,6200,6200,403000,24422,65000,-9.8,-6.8,72530,LN,0,-0.8,835,15,5
2013,cana,6200,6200,403000,24889,65000,-7.8,0,70888,LN,0,-0.6,879,11,8
2014,cana,6200,6200,403000,23261,65000,-6.6,0,69448,LN,0,-0.5,843,12,17
2015,cana,6043,6043,456168,27890,75487,9.9,16.1,68214,EN,0,0.5,995,15,17
2016,cana,6043,6043,456168,30061,75487,11.1,0,67223,EN,1,2.2,1374,10,6
2017,cana,5000,5000,350000,24395,70000,3.9,-7.3,66560,LN,0,-0.7,958,7,7
2018,cana,2400,2400,144000,9524,60000,-10.4,-14.3,66349,LN,0,-1.1,925,11,8
2019,cana,2400,2400,180000,11893,75000,12.6,25,66715,EN,0,0.6,784,11,24
2020,cana,2400,2400,156000,11480,65000,-2,-13.3,67752,N,0,0.1,906,18,20
2021,cana,2400,2400,156000,14503,65000,-1.6,0,69491,LN,0,-1.2,809,15,21
2022,cana,3000,3000,195000,23207,65000,-1.4,0,71873,LN,0,-1.2,907,10,12
2023,cana,3000,3000,195000,23437,65000,-1,0,74759,LN,0,-0.8,1206,8,0
2024,cana,3000,3000,292500,39438,97500,48.9,50,77961,EN,0,1.2,681,8,54
1974,feijao,,100,32,0,320,-24.7,,377,N,0,-0.2,,,
1975,feijao,,200,60,0,300,-26.7,-6.2,387,LN,0,-1,,,
1976,feijao,,75,51,0,680,71.4,126.7,398,EN,0,0.9,,,
1977,feijao,,63,61,0,968,149.9,42.4,409,EN,0,0.8,,,
1978,feijao,,220,106,0,482,26.4,-50.2,420,N,0,-0.2,,,
1979,feijao,,500,276,0,552,45.7,14.6,432,N,0,0.4,,,
1980,feijao,,400,138,0,345,-9.2,-37.5,444,N,0,0,,,
1981,feijao,,540,210,0,389,1.4,12.7,456,N,0,-0.1,847,11,3
1982,feijao,,100,30,0,300,-23,-22.9,468,EN,1,1.8,1245,7,0
1983,feijao,,150,54,0,360,-10.1,20,481,LN,0,-0.6,1367,7,0
1984,feijao,,100,30,0,300,-27.5,-16.7,495,N,0,-0.1,857,10,6
1985,feijao,,50,30,0,600,39.7,100,508,N,0,-0.2,974,10,0
1986,feijao,,35,9,0,257,-43.2,-57.1,522,EN,0,0.9,883,15,12
1987,feijao,,90,49,0,544,9.9,111.7,536,EN,1,1.5,881,9,5
1988,feijao,386,386,211,0,547,-0.8,0.4,551,LN,0,-1.4,1010,9,3
1989,feijao,160,160,98,1e-04,612,2.8,12,566,N,0,-0.2,1193,10,0
1990,feijao,100,100,81,0.0017,810,28.7,32.2,582,N,0,0.4,1183,10,0
1991,feijao,150,150,90,0.003,600,-9.7,-25.9,598,EN,0,0.9,1156,10,5
1992,feijao,300,300,192,0.1155,640,-7.9,6.7,614,N,0,0.2,911,13,3
1993,feijao,300,300,300,3.9091,1000,39.3,56.2,631,EN,0,0.5,1086,8,4
1994,feijao,80,80,72,38,900,22.5,-10,649,EN,0,1,848,12,6
1995,feijao,510,510,190,86,373,-50.6,-58.6,666,LN,0,-0.7,1041,10,3
1996,feijao,130,130,50,38,385,-50.4,3.2,685,N,0,-0.2,936,8,2
1997,feijao,571,571,399,166,699,-11.9,81.7,704,EN,1,2.3,1122,14,0
1998,feijao,724,724,571,381,789,-2.9,12.9,723,LN,1,-1.5,1095,10,9
1999,feijao,750,750,608,523,811,-2.7,2.8,743,LN,0,-1,959,12,6
2000,feijao,327,327,314,208,960,12.3,18.5,763,N,0,-0.4,898,9,5
2001,feijao,403,403,368,335,913,4.3,-4.9,784,N,0,0,1084,8,13
2002,feijao,87,87,78,89,897,0.1,-1.8,806,EN,0,1.3,926,9,9
2003,feijao,282,282,257,283,911,-0.7,1.7,828,N,0,0.2,1038,9,24
2004,feijao,277,277,425,446,1534,63.7,68.4,851,EN,0,0.9,776,11,9
2005,feijao,225,225,212,345,942,-0.9,-38.6,874,N,0,0,1083,18,8
2006,feijao,350,350,316,354,903,-6,-4.2,898,EN,0,0.5,904,16,5
2007,feijao,63,63,64,96,1016,4.7,12.5,923,LN,0,-1,1158,11,4
2008,feijao,272,272,277,785,1018,3.6,0.2,948,N,0,-0.3,842,13,10
2009,feijao,339,339,314,432,926,-7,-9,974,EN,0,0.6,966,18,7
2010,feijao,130,130,195,491,1500,49.2,61.9,1001,LN,1,-1.7,1145,15,4
2011,feijao,210,210,126,252,600,-40.6,-60,1028,LN,0,-0.7,1052,6,2
2012,feijao,120,120,120,280,1000,-1.4,66.7,1057,N,0,0.4,835,15,5
2013,feijao,30,30,36,162,1200,17.9,20,1086,N,0,-0.3,879,11,8
2014,feijao,20,20,20,26,1000,-2.3,-16.7,1116,N,0,0.1,843,12,17
2016,feijao,20,20,8,42,400,-61.2,,1178,LN,0,-1.1,1374,10,6
2017,feijao,30,30,30,79,1000,-3.6,150,1210,LN,0,-0.7,958,7,7
2018,feijao,30,30,30,43,1000,-4.1,0,1243,N,0,0.4,925,11,8
2019,feijao,8,8,8,16,1000,-4.7,0,1277,N,0,0,784,11,24
2020,feijao,8,8,8,38,1000,-5.3,0,1313,LN,0,-1.2,906,18,20
2021,feijao,10,10,12,54,1200,12.7,20,1349,LN,0,-0.9,809,15,21
2022,feijao,12,12,36,238,3000,179.3,150,1386,LN,0,-1.1,907,10,12
2023,feijao,12,12,36,211,3000,176.8,0,1424,EN,0,1.1,1206,8,0
1974,milho,,1700,4250,0,2500,28.1,,2082,LN,1,-1.9,,,
1975,milho,,700,1260,0,1800,-10.4,-28,2113,N,0,-0.2,,,
1976,milho,,1200,2520,0,2100,1.6,16.7,2145,LN,0,-1.1,,,
1977,milho,,1041,2322,0,2231,4.8,6.2,2177,EN,0,1.1,,,
1978,milho,,1171,2062,0,1761,-19.9,-21.1,2210,EN,0,1.1,,,
1979,milho,,1500,2400,0,1600,-29.5,-9.1,2243,N,0,0.2,,,
1980,milho,,1243,3061,0,2463,5.2,53.9,2277,EN,0,0.7,,,
1981,milho,,1895,4281,0,2259,-6.5,-8.3,2311,N,0,0.2,847,11,3
1982,milho,,1000,2400,0,2400,-3.9,6.2,2346,N,0,0,1245,7,0
1983,milho,,1500,4500,0,3000,16.7,25,2381,EN,1,2.5,1367,7,0
1984,milho,,1500,3600,0,2400,-9.8,-20,2417,LN,0,-1,857,10,6
1985,milho,,1000,2400,0,2400,-13.4,0,2454,LN,0,-1,974,10,0
1986,milho,,500,1500,0,3000,5.2,25,2490,N,0,-0.2,883,15,12
1987,milho,,500,1200,0,2400,-16.5,-20,2528,EN,1,1.5,881,9,5
1988,milho,440,440,1584,0,3600,25.5,50,2566,EN,0,0.9,1010,9,3
1989,milho,300,300,1080,1e-04,3600,26.4,0,2605,LN,1,-1.9,1193,10,0
