ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,3000,4500,0,1500,-17,,1534,LN,1,-1.9,,,
1975,arroz,,2500,4500,0,1800,-5.1,20,1542,N,0,-0.2,,,
1976,arroz,,3000,7200,0,2400,21.8,33.3,1551,LN,0,-1.1,,,
1977,arroz,,4000,9600,0,2400,18.5,0,1560,EN,0,1.1,,,
1978,arroz,,1576,284,0,180,-91.3,-92.5,1569,EN,0,1.1,,,
1979,arroz,,1500,1800,0,1200,-42.5,200,1578,N,0,0.2,,,
1980,arroz,,750,1800,0,2400,14.6,100,1587,EN,0,0.7,,,
1981,arroz,,1100,2640,0,2400,14.8,0,1596,N,0,0.2,1014,15,15
1982,arroz,,750,1425,0,1900,-7.8,-20.8,1606,N,0,0,1127,7,0
1983,arroz,,650,1560,0,2400,18.7,26.3,1615,EN,1,2.5,1520,11,0
1984,arroz,,700,580,0,829,-58.3,-65.5,1624,LN,0,-1,1219,7,0
1985,arroz,,290,477,0,1645,-15.6,98.5,1633,LN,0,-1,942,10,2
1986,arroz,,420,784,0,1867,-2.4,13.5,1643,N,0,-0.2,889,13,24
1987,arroz,,550,1227,0,2231,18.8,19.5,1652,EN,1,1.5,979,11,9
1988,arroz,800,700,1131,0,1616,-12.5,-27.6,1662,EN,0,0.9,941,11,12
1989,arroz,500,500,1100,1e-04,2200,20.3,36.2,1671,LN,1,-1.9,988,11,11
1990,arroz,400,400,720,0.0151,1800,-1,-18.2,1681,N,0,0,945,9,5
1991,arroz,400,0,0,0,,,,,EN,0,0.5,806,14,14
1992,arroz,270,270,432,0.0888,1600,-12.1,,1700,EN,1,2.1,1118,13,9
1993,arroz,130,130,260,0.9135,2000,9.1,25,1710,N,0,0.3,995,7,5
1994,arroz,130,130,195,33,1500,-18.9,-25,1720,N,0,0.3,1001,12,6
1995,arroz,130,130,234,30,1800,-5,20,1730,EN,0,1.4,1489,9,11
1996,arroz,130,130,325,55,2500,27.4,38.9,1740,LN,0,-0.9,1213,11,7
1997,arroz,250,250,434,87,1736,-13.1,-30.6,1750,N,0,-0.3,1425,14,0
1998,arroz,300,300,555,149,1850,-6.5,6.6,1760,EN,1,2.3,1481,7,8
1999,arroz,300,300,900,233,3000,54,62.2,1770,LN,1,-1.6,991,9,7
2000,arroz,300,300,600,135,2000,6.2,-33.3,1780,LN,1,-1.6,833,19,6
2001,arroz,300,300,600,150,2000,12.2,0,1790,LN,0,-0.7,1213,8,7
2002,arroz,300,300,450,149,1500,-12.1,-25,1800,N,0,-0.3,930,13,10
2003,arroz,300,300,600,288,2000,22.1,33.3,1811,EN,0,1.2,1343,10,9
2004,arroz,300,300,300,150,1000,-36.7,-50,1821,N,0,0.3,1140,16,6
2005,arroz,242,102,109,89,1069,-32.4,6.9,1832,EN,0,0.7,1019,25,16
2006,arroz,100,100,140,108,1400,-12.9,31,1842,LN,0,-0.8,1111,10,12
2007,arroz,50,50,100,40,2000,22.4,42.9,1853,EN,0,0.9,1127,11,18
2008,arroz,15,15,30,18,2000,19.9,0,1863,LN,1,-1.5,937,15,12
2010,arroz,10,10,20,11,2000,12.9,,1885,EN,1,1.6,1307,7,14
2011,arroz,10,10,18,8,1800,-1.7,-10,1896,LN,1,-1.6,1338,12,0
2012,arroz,10,10,20,8,2000,5.3,11.1,1906,LN,0,-1,888,11,15
2013,arroz,10,10,20,8,2000,1.4,0,1917,N,0,-0.4,1371,10,5
2014,arroz,5,5,10,7,2000,-2.3,0,1928,N,0,-0.3,1087,8,15
2015,arroz,5,5,10,8,2000,-6,0,1940,EN,0,0.6,1015,8,16
1974,cana,,30,1500,0,50000,0.6,,52481,LN,1,-1.5,,,
1975,cana,,130,6500,0,50000,-1.6,0,52299,N,0,-0.1,,,
1983,cana,,2,110,0,55000,1.1,,50723,EN,1,2.5,1520,11,0
1984,cana,,10,550,0,55000,1.5,0,50490,LN,0,-0.5,1219,7,0
1985,cana,,50,2750,0,55000,2.2,0,50245,LN,0,-0.8,942,10,2
1986,cana,,50,2750,0,55000,3.2,0,49988,N,0,-0.3,889,13,24
