ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,60,72,0,1200,11.6,,1654,LN,1,-1.9,,,
1975,arroz,,66,79,0,1197,-7.9,-0.3,1520,N,0,-0.2,,,
1978,arroz,,17,17,0,1000,-42.8,,1182,EN,0,1.1,,,
1979,arroz,,10,25,0,2500,39.4,150,1087,N,0,0.2,,,
1980,arroz,,30,60,0,2000,15.5,-20,999,EN,0,0.7,,,
1981,arroz,,10,17,0,1700,5.9,-15,919,N,0,0.2,693,19,3
1982,arroz,,437,170,0,389,-73,-77.1,845,N,0,0,466,18,5
1983,arroz,,150,300,0,2000,31.6,200,777,EN,1,2.5,578,22,14
1985,arroz,,150,300,0,2000,-4.8,,657,LN,0,-1,704,10,5
1986,arroz,,165,397,0,2406,70.1,20.3,604,N,0,-0.2,778,20,0
1987,arroz,,165,2,0,12,-98.4,-99.5,555,EN,1,1.5,338,25,11
1988,arroz,150,150,2,0,13,-95.7,10,510,EN,0,0.9,484,24,23
1989,arroz,150,,,,,,,,LN,1,-1.9,262,28,6
1990,arroz,110,110,165,5e-04,1500,61.4,,431,N,0,0,575,34,0
1991,arroz,10,10,4,1e-04,400,-67.1,-73.3,397,EN,0,0.5,376,21,5
1992,arroz,10,10,20,0.0038,2000,67.5,200,365,EN,1,2.1,794,31,1
1993,arroz,10,10,5,0.0673,500,-50.7,-75,335,N,0,0.3,461,15,7
1994,arroz,10,10,9,2,900,35,80,308,N,0,0.3,407,23,20
1995,arroz,10,10,1,0,100,-34.8,-88.9,283,EN,0,1.4,298,18,28
1974,cana,,11,410,0,37273,-0.1,,33573,LN,1,-1.5,,,
1975,cana,,10,440,0,44000,12.7,18,34302,N,0,-0.1,,,
1976,cana,,6,126,0,21000,-47.9,-52.3,35042,LN,0,-1,,,
1977,cana,,16,417,0,26062,-36.5,24.1,35784,EN,0,1,,,
1978,cana,,6,252,0,42000,0,61.2,36516,EN,0,0.9,,,
1979,cana,,6,246,0,41000,-0.5,-2.4,37220,N,0,0.2,,,
1980,cana,,8,329,0,41125,-0.8,0.3,37875,EN,0,0.6,,,
1981,cana,,10,420,0,42000,0.7,2.1,38452,N,0,0,693,19,3
1982,cana,,10,420,0,42000,1.4,0,38922,N,0,0.1,466,18,5
1983,cana,,10,400,0,40000,-2.6,-4.8,39254,EN,1,2.5,578,22,14
1984,cana,,10,352,0,35200,-14.4,-12,39422,LN,0,-0.5,343,15,28
1985,cana,,10,420,0,42000,0.7,19.3,39408,LN,0,-0.8,704,10,5
1986,cana,,10,420,0,42000,-0.1,0,39204,N,0,-0.3,778,20,0
1987,cana,,10,420,0,42000,0,0,38816,EN,1,1.6,338,25,11
1988,cana,10,10,420,0,42000,0,0,38267,EN,0,0.7,484,24,23
1989,cana,10,10,420,2e-04,42000,0,0,37589,LN,1,-1.7,262,28,6
1990,cana,7,7,294,3e-04,42000,0.9,0,36824,N,0,0.2,575,34,0
1991,cana,10,10,200,0.0044,20000,-51.2,-52.4,36016,EN,0,0.6,376,21,5
1992,cana,10,10,400,0.0436,40000,-0.2,100,35200,EN,1,2.3,794,31,1
1974,feijao,,1000,892,0,892,1.1,,588,LN,1,-1.9,,,
1975,feijao,,1023,921,0,900,20.8,0.9,508,N,0,-0.2,,,
1976,feijao,,508,260,0,512,-17.6,-43.2,440,LN,0,-1.1,,,
1977,feijao,,1575,707,0,449,-11.8,-12.3,382,EN,0,1.1,,,
1978,feijao,,1753,798,0,455,11,1.4,333,EN,0,1.1,,,
1979,feijao,,815,245,0,301,-7.1,-34,292,N,0,0.2,,,
1980,feijao,,1467,138,0,94,-62.3,-68.7,259,EN,0,0.7,,,
1981,feijao,,1619,213,0,132,-30,39.9,232,N,0,0.2,693,19,3
1982,feijao,,4206,828,0,197,40.7,49.6,211,N,0,0,466,18,5
