ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,800,1200,0,1500,-20.1,,1524,LN,1,-1.9,,,
1975,arroz,,1000,2400,0,2400,38.6,60,1472,N,0,-0.2,,,
1976,arroz,,1000,2100,0,2100,30.1,-12.5,1426,LN,0,-1.1,,,
1977,arroz,,1000,1260,0,1260,-17.3,-40,1392,EN,0,1.1,,,
1978,arroz,,1000,540,0,540,-63,-57.1,1372,EN,0,1.1,,,
1979,arroz,,1000,990,0,990,-30.3,83.3,1372,N,0,0.2,,,
1980,arroz,,900,1485,0,1650,17.4,66.7,1390,EN,0,0.7,,,
1981,arroz,,1000,1650,0,1650,16.5,0,1429,N,0,0.2,857,8,3
1982,arroz,,500,900,0,1800,23.8,9.1,1486,N,0,0,991,7,0
1983,arroz,,500,900,0,1800,16,0,1562,EN,1,2.5,1145,4,0
1984,arroz,,400,432,0,1080,-35.5,-40,1654,LN,0,-1,625,15,8
1985,arroz,,600,1080,0,1800,1.5,66.7,1762,LN,0,-1,672,14,2
1986,arroz,,685,1242,0,1813,-3.4,0.7,1887,N,0,-0.2,528,11,9
1987,arroz,,600,1096,0,1827,-8.7,0.7,2028,EN,1,1.5,819,14,1
1988,arroz,600,600,1380,0,2300,6.7,25.9,2184,EN,0,0.9,809,12,2
1989,arroz,600,600,1608,1e-04,2680,15,16.5,2354,LN,1,-1.9,916,17,4
1990,arroz,600,500,1300,0.0292,2600,1.2,-3,2532,N,0,0,1102,9,0
1991,arroz,600,390,1101,0.0336,2823,-1.2,8.6,2709,EN,0,0.5,864,15,4
1992,arroz,550,550,1315,0.2702,2391,-22.5,-15.3,2872,EN,1,2.1,1076,13,3
1993,arroz,600,600,1492,5.4695,2487,-24.8,4,3009,N,0,0.3,994,12,6
1994,arroz,230,230,1057,169,4596,31.6,84.8,3105,N,0,0.3,740,11,6
1995,arroz,220,220,1038,173,4718,32.2,2.7,3155,EN,0,1.4,875,14,3
1996,arroz,280,280,1048,210,3743,3.7,-20.7,3157,LN,0,-0.9,843,8,3
1997,arroz,250,250,1005,230,4020,11.3,7.4,3119,N,0,-0.3,1250,15,0
1998,arroz,210,210,645,195,3071,-12.7,-23.6,3050,EN,1,2.3,971,4,10
1999,arroz,130,130,425,128,3269,-3.5,6.4,2967,LN,1,-1.6,950,13,3
2000,arroz,130,130,159,39,1223,-61.8,-62.6,2883,LN,1,-1.6,700,13,5
2001,arroz,130,130,305,71,2346,-20.1,91.8,2809,LN,0,-0.7,944,6,4
2002,arroz,130,130,385,113,2962,7.7,26.2,2750,N,0,-0.3,764,13,13
2003,arroz,160,160,560,337,3500,30.2,18.2,2712,EN,0,1.2,908,9,21
2004,arroz,130,130,345,242,2654,-0.1,-24.2,2692,N,0,0.3,767,11,9
2005,arroz,80,80,170,68,2125,-20.3,-19.9,2688,EN,0,0.7,933,15,9
2006,arroz,80,80,170,74,2125,-21.9,0,2695,LN,0,-0.8,877,11,8
2007,arroz,72,72,230,96,3194,16.2,50.3,2705,EN,0,0.9,1069,10,9
2008,arroz,72,72,221,127,3069,11.4,-3.9,2714,LN,1,-1.5,969,12,6
2009,arroz,62,62,156,112,2516,-8.8,-18,2716,LN,0,-0.8,755,19,4
2010,arroz,60,60,196,137,3267,18.8,29.8,2708,EN,1,1.6,1149,16,2
2011,arroz,56,56,168,74,3000,9.7,-8.2,2691,LN,1,-1.6,930,6,0
2012,arroz,49,49,135,81,2755,1.5,-8.2,2666,LN,0,-1,952,13,1
2013,arroz,42,42,123,74,2929,9.5,6.3,2636,N,0,-0.4,852,13,7
2014,arroz,40,40,81,59,2025,-22.9,-30.9,2603,N,0,-0.3,792,9,13
1981,cana,,40,2000,0,50000,5.5,,49828,N,0,0,857,8,3
1982,cana,,40,2000,0,50000,-4.5,0,53609,N,0,0.1,991,7,0
1989,cana,93,93,9765,2e-04,105000,34.7,,80898,LN,1,-1.7,916,17,4
1990,cana,93,93,6882,0.0052,74000,-7.8,-29.5,83299,N,0,0.2,1102,9,0
1991,cana,640,640,51200,0.081,80000,-2.6,8.1,84935,EN,0,0.6,864,15,4
1992,cana,640,640,55715,1.3186,87055,4,8.8,85841,EN,1,2.3,1076,13,3
1993,cana,770,770,69300,29.484,90000,6.1,3.4,86138,EN,0,0.5,994,12,6
1994,cana,770,770,58905,589,76500,-10.8,-15,85989,N,0,0.3,740,11,6
1995,cana,800,800,72000,864,90000,5.1,17.6,85564,EN,0,1.3,875,14,3
