ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1997,arroz,300,300,450,77,1500,4.9,,N,0,896,15,0
1998,arroz,300,300,435,117,1450,-3.6,-3.3,EN,1,1463,5,0
1999,arroz,280,280,417,108,1489,-5.1,2.7,LN,1,830,14,0
2000,arroz,330,330,545,123,1652,1.4,10.9,LN,1,912,10,0
2001,arroz,400,400,660,132,1650,-1.7,-0.1,LN,0,985,6,0
2002,arroz,450,450,810,243,1800,4.5,9.1,N,0,956,7,0
2003,arroz,500,500,900,432,1800,2.2,0,EN,1,1029,9,0
2004,arroz,620,620,1132,532,1826,2.9,1.4,N,0,860,11,0
2005,arroz,600,580,857,317,1478,-17.1,-19.1,EN,0,738,14,2
2006,arroz,550,550,918,367,1669,-7.2,13,LN,0,859,9,0
2007,arroz,600,600,1140,308,1900,4.5,13.8,EN,0,720,12,0
2008,arroz,300,300,585,351,1950,4.3,2.6,LN,1,924,8,0
2009,arroz,180,180,324,194,1800,-6.4,-7.7,LN,0,848,12,0
2010,arroz,180,180,353,218,1961,-0.8,9,EN,1,1151,10,0
2011,arroz,280,280,616,265,2200,9.9,12.2,LN,1,1042,11,0
2012,arroz,190,190,367,153,1932,-4.2,-12.2,LN,0,738,12,0
2013,arroz,150,150,308,238,2053,1.4,6.3,LN,0,963,7,0
2014,arroz,150,150,311,222,2073,2,1,N,0,900,12,0
2015,arroz,80,80,156,125,1950,-4,-5.9,EN,0,1025,16,0
2016,arroz,80,80,160,155,2000,-1.4,2.6,EN,1,1177,11,0
2017,arroz,60,60,126,126,2100,3.2,5,LN,0,810,7,0
2018,arroz,50,50,105,96,2100,2.2,0,LN,0,1188,11,0
2019,arroz,20,20,40,30,2000,-3.6,-4.8,EN,0,973,10,1
2020,arroz,5,5,10,9,2000,-3.9,0,N,0,676,9,0
2021,arroz,5,5,11,18,2200,5.8,10,LN,1,1039,8,1
2022,arroz,5,5,11,18,2200,6.2,0,LN,0,654,8,0
2023,arroz,2,2,4,6,2000,-2.7,-9.1,LN,0,831,8,0
2024,arroz,2,2,4,7,2000,-1.5,0,EN,1,1103,12,1
1997,feijao,4000,4000,3230,2003,808,5.5,,N,0,896,15,0
1998,feijao,4200,3600,2913,2330,809,-11.5,0.2,EN,1,1463,5,0
1999,feijao,5450,4875,6014,3620,1234,17.8,52.5,LN,1,830,14,0
2000,feijao,4940,4940,5209,2258,1054,-9.1,-14.5,LN,1,912,10,0
2001,feijao,4100,4100,4190,2514,1022,-18.5,-3.1,LN,0,985,6,0
2002,feijao,4800,4800,7650,7344,1594,19.9,56,N,0,956,7,0
2003,feijao,6300,6300,8730,8948,1386,0,-13.1,EN,1,1029,9,0
2004,feijao,4965,4965,7604,8174,1532,7.9,10.5,N,0,860,11,0
2005,feijao,5625,5625,7800,9126,1387,-3.6,-9.5,EN,0,738,14,2
2006,feijao,5695,5610,6877,5055,1226,-14.6,-11.6,LN,0,859,9,0
2007,feijao,4580,4580,6654,3327,1453,2.2,18.5,EN,0,720,12,0
2008,feijao,4950,4950,8247,18968,1666,16.9,14.7,LN,1,924,8,0
2009,feijao,5680,5680,5796,3478,1020,-28.5,-38.8,LN,0,848,12,0
2010,feijao,5350,5350,7753,9303,1449,2.3,42,EN,1,1151,10,0
2011,feijao,7190,7190,11880,12866,1652,18.4,14,LN,1,1042,11,0
2012,feijao,3900,3815,4360,7251,1143,-17.4,-30.8,LN,0,738,12,0
2013,feijao,3780,3748,5083,11650,1356,-4,18.7,LN,0,963,7,0
2014,feijao,3250,3080,4638,8562,1506,3.4,11,N,0,900,12,0
2015,feijao,3250,3080,4692,8492,1523,-0.3,1.2,EN,0,1025,16,0
2016,feijao,3050,2865,4303,8926,1502,-6.3,-1.4,EN,1,1177,11,0
2017,feijao,3750,3750,7150,16494,1907,13.7,26.9,LN,0,810,7,0
2018,feijao,3110,3082,5206,9125,1689,-0.8,-11.4,LN,0,1188,11,0
2019,feijao,4650,4615,7417,16680,1607,-6.2,-4.9,EN,0,973,10,1
2020,feijao,4500,4500,9288,32419,2064,20,28.4,N,0,676,9,0
2021,feijao,4600,4600,6840,30485,1487,-13.3,-28,LN,1,1039,8,1
2022,feijao,4500,4500,7355,29382,1634,-4.1,9.9,LN,0,654,8,0
2023,feijao,4420,4420,7627,34333,1726,2.5,5.6,LN,0,831,8,0
2024,feijao,5000,5000,8471,35928,1694,2.1,-1.8,EN,1,1103,12,1
1997,milho,5000,5000,17500,1488,3500,8.1,,N,0,896,15,0
1998,milho,5925,5925,20633,2468,3482,-4.2,-0.5,EN,1,1463,5,0
1999,milho,5750,5705,21095,3017,3698,-7.1,6.2,LN,1,830,14,0
2000,milho,6200,6200,25615,4521,4131,-3.4,11.7,LN,1,912,10,0
2001,milho,6900,6900,32430,3892,4700,3.9,13.8,LN,0,985,6,0
2002,milho,6800,6800,32140,6107,4726,0.2,0.6,N,0,956,7,0
2003,milho,8500,8500,43750,10150,5147,5.6,8.9,EN,1,1029,9,0
2004,milho,8145,8145,43383,12147,5326,9.5,3.5,N,0,860,11,0
2005,milho,8300,8250,37020,9995,4487,-7.6,-15.8,EN,0,738,14,2
2006,milho,8300,7292,31966,6809,4384,-11.9,-2.3,LN,0,859,9,0
2007,milho,8000,8000,39000,9750,4875,-5,11.2,EN,0,720,12,0
2008,milho,7190,7170,42448,16979,5920,8.8,21.4,LN,1,924,8,0
2009,milho,5880,5880,23208,5802,3947,-31.7,-33.3,LN,0,848,12,0
2010,milho,4600,4600,30540,7024,6639,8.7,68.2,EN,1,1151,10,0
2011,milho,4000,4000,25520,9358,6380,-0.1,-3.9,LN,1,1042,11,0
2012,milho,3200,3200,17833,6496,5573,-16.2,-12.7,LN,0,738,12,0
2013,milho,2600,2575,16870,6997,6551,-4.9,17.6,LN,0,963,7,0
2014,milho,2100,2100,15400,6030,7333,3.1,11.9,N,0,900,12,0
2015,milho,1850,1830,14655,5272,8008,8.8,9.2,EN,0,1025,16,0
2016,milho,2000,2000,14960,7488,7480,-1.3,-6.6,EN,1,1177,11,0
2017,milho,3100,3100,23300,8418,7516,-2.7,0.5,LN,0,810,7,0
2018,milho,2100,2100,15650,7415,7452,-3.4,-0.8,LN,0,1188,11,0
2019,milho,2190,2190,17676,8535,8071,4.7,8.3,EN,0,973,10,1
2020,milho,3700,3700,29540,20208,7984,2.2,-1.1,N,0,676,9,0
2021,milho,4300,4300,29830,38647,6937,-12.7,-13.1,LN,1,1039,8,1
2022,milho,3500,3500,24380,32498,6966,-14.3,0.4,LN,0,654,8,0
2023,milho,2200,2200,18240,21489,8291,-0.9,19,LN,0,831,8,0
2024,milho,1600,1600,14400,11419,9000,4,8.6,EN,1,1103,12,1
2003,milho1,6500,6500,35750,,5500,-0.4,,EN,1,1029,9,0
2004,milho1,6500,6500,37050,,5700,8.7,3.6,N,0,860,11,0
2005,milho1,6300,6300,29610,,4700,-9.1,-17.5,EN,0,738,14,2
2006,milho1,6500,5492,25875,,4711,-10.6,0.2,LN,0,859,9,0
2007,milho1,6000,6000,33000,,5500,-0.5,16.7,EN,0,720,12,0
2008,milho1,6000,6000,38400,,6400,4.3,16.4,LN,1,924,8,0
2009,milho1,5020,5020,20628,,4109,-38,-35.8,LN,0,848,12,0
2010,milho1,3800,3800,27740,,7300,4.2,77.7,EN,1,1151,10,0
2011,milho1,3200,3200,22720,,7100,1.8,-2.7,LN,1,1042,11,0
2012,milho1,2800,2800,16240,,5800,-17.5,-18.3,LN,0,738,12,0
2013,milho1,2000,1975,14050,,7114,-0.3,22.7,LN,0,963,7,0
2014,milho1,1600,1600,12000,,7500,-1.3,5.4,N,0,900,12,0
2015,milho1,1250,1230,10455,,8500,4.9,13.3,EN,0,1025,16,0
2016,milho1,1200,1200,9960,,8300,-1.9,-2.4,EN,1,1177,11,0
2017,milho1,1500,1500,12900,,8600,0.2,3.6,LN,0,810,7,0
2018,milho1,1100,1100,9350,,8500,-0.5,-1.2,LN,0,1188,11,0
2019,milho1,1590,1590,13356,,8400,1.4,-1.2,EN,0,973,10,1
2020,milho1,2900,2900,23780,,8200,1.4,-2.4,N,0,676,9,0
2021,milho1,3100,3100,22630,,7300,-9.1,-11,LN,1,1039,8,1
2022,milho1,2600,2600,18980,,7300,-10.8,0,LN,0,654,8,0
2023,milho1,1800,1800,16200,,9000,5.9,23.3,LN,0,831,8,0
2024,milho1,1600,1600,14400,,9000,0.2,0,EN,1,1103,12,1
2003,milho2,2000,2000,8000,,4000,-2.1,,EN,1,1029,9,0
2004,milho2,1645,1645,6333,,3850,1,-3.8,N,0,860,11,0
2005,milho2,2000,1950,7410,,3800,6.1,-1.3,EN,0,738,14,2
2006,milho2,1800,1800,6091,,3384,-0.1,-11,LN,0,859,9,0
2007,milho2,2000,2000,6000,,3000,-7.6,-11.3,EN,0,720,12,0
2008,milho2,1190,1170,4048,,3460,9.5,15.3,LN,1,924,8,0
2009,milho2,860,860,2580,,3000,-5.7,-13.3,LN,0,848,12,0
2010,milho2,800,800,2800,,3500,5.2,16.7,EN,1,1151,10,0
2011,milho2,800,800,2800,,3500,-1.6,0,LN,1,1042,11,0
