ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1993,arroz,500,500,900,5.8909,1800,9.2,,1543,N,0,0.3,820,7,0
1994,arroz,500,500,750,90,1500,-7,-16.7,1480,N,0,0.3,1059,7,0
1995,arroz,500,500,750,105,1500,-5.2,0,1429,EN,0,1.4,955,10,0
1996,arroz,75,75,60,11,800,-48.5,-46.7,1396,LN,0,-0.9,1044,12,0
1997,arroz,75,75,112,22,1493,-2.6,86.7,1385,N,0,-0.3,931,15,0
1998,arroz,75,75,112,40,1493,-1.3,0,1390,EN,1,2.3,1787,6,0
1999,arroz,100,100,150,48,1500,-0.3,0.4,1398,LN,1,-1.6,605,9,0
2000,arroz,75,75,113,36,1507,0.9,0.4,1394,LN,1,-1.6,765,7,0
2001,arroz,60,60,90,21,1500,2.4,-0.4,1366,LN,0,-0.7,1106,5,0
2002,arroz,60,60,78,21,1300,-8.9,-13.3,1307,N,0,-0.3,888,8,0
2003,arroz,60,60,90,59,1500,10.1,15.4,1225,EN,0,1.2,1069,5,0
2004,arroz,60,60,90,54,1500,16.3,0,1134,N,0,0.3,761,8,0
2005,arroz,60,60,60,36,1000,-15.4,-33.3,1053,EN,0,0.7,692,13,0
2006,arroz,50,50,25,25,500,-53.9,-50,995,LN,0,-0.8,804,12,0
2007,arroz,50,50,60,20,1200,19.3,140,969,EN,0,0.9,960,9,0
2008,arroz,70,70,70,29,1000,4.1,-16.7,980,LN,1,-1.5,752,9,0
2009,arroz,50,50,45,38,900,-11.6,-10,1029,LN,0,-0.8,859,6,0
2010,arroz,50,50,45,27,900,-19.1,0,1114,EN,1,1.6,1077,9,0
2011,arroz,50,50,60,30,1200,-6.2,33.3,1230,LN,1,-1.6,1119,8,0
2012,arroz,5,5,8,5,1600,9.1,33.3,1369,LN,0,-1,799,10,0
