ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,654,785,0,1200,25,,LN,1,,,
1975,arroz,,1300,1640,0,1262,15.6,5.1,LN,0,,,
1976,arroz,,1300,1430,0,1100,-9.5,-12.8,LN,1,,,
1977,arroz,,1500,1891,0,1261,-5.7,14.6,EN,0,,,
1978,arroz,,1500,1891,0,1261,-13.1,0,EN,0,,,
1979,arroz,,1650,2080,0,1261,-18.8,0,N,0,,,
1980,arroz,,1683,2122,0,1261,-23.6,0,EN,0,,,
1981,arroz,,250,450,0,1800,3.5,42.8,N,0,754,12,4
1982,arroz,,180,324,0,1800,-0.7,0,N,0,1455,15,1
1983,arroz,,220,387,0,1759,-6.9,-2.3,EN,1,1059,14,13
1984,arroz,,240,520,0,2167,10.2,23.2,LN,0,1122,9,34
1985,arroz,,350,708,0,2023,0.4,-6.6,LN,0,1444,15,12
1986,arroz,,350,818,0,2337,15.9,15.5,N,0,986,13,16
1987,arroz,,271,564,0,2081,4.8,-11,EN,0,848,14,29
1988,arroz,200,200,392,0,1960,0,-5.8,EN,0,1056,9,13
1989,arroz,274,274,599,1e-04,2186,16.3,11.5,LN,1,977,5,1
1990,arroz,254,254,328,0.0023,1291,-26.1,-40.9,N,0,760,18,24
1991,arroz,425,425,1998,0.1025,4701,181,200,N,0,1126,6,8
1992,arroz,375,375,530,0.1387,1413,-12.9,-69.9,EN,1,753,10,2
1993,arroz,328,328,458,5.5095,1396,-10,-1.2,N,0,732,7,3
1994,arroz,438,438,845,53,1929,23.8,38.2,N,0,1101,11,15
1995,arroz,520,520,770,92,1481,-11.5,-23.2,EN,0,653,12,11
1996,arroz,302,302,408,95,1351,-26.5,-8.8,LN,0,1076,9,13
1997,arroz,280,280,536,135,1914,-5.4,41.7,N,0,1142,10,1
1998,arroz,243,243,583,169,2399,4.5,25.3,EN,1,838,14,33
1999,arroz,237,237,564,282,2380,-10.3,-0.8,LN,1,978,5,13
2000,arroz,50,50,78,18,1560,-47.4,-34.4,LN,1,1114,9,5
2001,arroz,63,63,228,64,3619,11.1,132,LN,0,1158,13,18
2002,arroz,60,60,210,81,3500,-2.4,-3.3,N,0,1161,12,2
2003,arroz,100,100,400,300,4000,3.8,14.3,EN,0,1294,19,16
2004,arroz,100,100,400,344,4000,-1.5,0,N,0,1344,9,3
2005,arroz,100,100,450,196,4500,5.9,12.5,EN,0,1564,5,1
2006,arroz,100,100,450,434,4500,2.3,0,LN,0,1298,23,13
