ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1997,arroz,1900,1900,2090,627,1100,-1.7,,N,0,1048,8,2
1998,arroz,1395,1395,816,237,585,-53.7,-46.8,EN,1,569,12,14
1999,arroz,2974,2974,5775,1502,1942,40.2,200,LN,1,921,9,9
2000,arroz,2400,2400,4877,975,2032,36.7,4.6,LN,1,1311,10,8
2001,arroz,1297,1297,2125,425,1638,4.5,-19.4,LN,0,838,18,6
2002,arroz,1320,1320,2550,1148,1932,18.3,17.9,N,0,941,7,7
2003,arroz,1450,1450,2490,1008,1717,2.7,-11.1,EN,1,823,7,10
2004,arroz,1550,1550,2538,1269,1637,-3.7,-4.6,N,0,1182,9,11
2005,arroz,1790,1790,2930,1113,1637,-5.3,0,EN,0,969,7,12
2006,arroz,1700,1700,3060,704,1800,0.9,10,LN,0,898,11,26
2007,arroz,1700,1700,3060,765,1800,-2.1,0,EN,0,977,9,15
2008,arroz,1820,1820,3640,1820,2000,6.6,11.1,LN,1,1031,11,24
2009,arroz,1890,1890,3780,1890,2000,4.9,0,LN,0,802,21,27
2010,arroz,1987,1987,3696,1848,1860,-2.9,-7,EN,1,819,7,10
2011,arroz,2066,2066,3843,1922,1860,-2.6,0,LN,1,1028,9,15
2012,arroz,1368,1368,2613,1399,1910,0.3,2.7,LN,0,877,8,11
2013,arroz,1108,1108,2105,1474,1900,-1.3,-0.5,LN,0,1143,5,16
2014,arroz,986,986,1972,1440,2000,1.7,5.3,N,0,1186,8,14
2015,arroz,976,976,1952,1493,2000,-2.7,0,EN,0,828,15,22
2016,arroz,644,483,372,339,770,-64.2,-61.5,EN,1,800,9,57
2017,arroz,242,242,653,434,2698,19.4,200,LN,0,1055,10,26
2018,arroz,320,320,784,593,2450,4,-9.2,LN,0,1150,11,33
2019,arroz,355,355,1154,993,3251,33,32.7,EN,0,933,10,23
2020,arroz,330,330,798,690,2418,-3,-25.6,N,0,1087,8,17
2021,arroz,352,352,904,1193,2568,1.6,6.2,LN,1,961,9,12
2022,arroz,352,352,904,1360,2568,1,0,LN,0,1240,6,1
2023,arroz,356,356,901,1171,2531,-0.5,-1.5,LN,0,959,9,26
2024,arroz,360,360,907,2268,2519,-0.2,-0.5,EN,1,1346,7,48
1997,cana,6,6,137,6,22833,,,N,0,1048,8,2
1998,cana,6,6,138,6,23000,,0.7,EN,1,569,12,14
1999,cana,6,6,114,4,19000,,-17.4,LN,1,921,9,9
2000,cana,6,6,114,4,19000,,0,LN,1,1311,10,8
2001,cana,6,6,114,4,19000,,0,LN,0,838,18,6
2002,cana,6,6,114,3,19000,,0,N,0,941,7,7
2003,cana,6,6,114,3,19000,,0,EN,1,823,7,10
2019,cana,35,35,702,132,20057,,,EN,0,933,10,23
2020,cana,16,16,320,61,20000,,-0.3,N,0,1087,8,17
2021,cana,19,19,389,76,20474,,2.4,LN,1,961,9,12
2022,cana,19,19,380,73,20000,,-2.3,LN,0,1240,6,1
2023,cana,19,19,520,101,27368,,36.8,LN,0,959,9,26
2024,cana,19,19,520,364,27368,,0,EN,1,1346,7,48
1997,feijao,105,105,35,21,333,-1.7,,N,0,1048,8,2
1998,feijao,85,85,8,5,94,-71.5,-71.8,EN,1,569,12,14
1999,feijao,359,359,115,81,320,0,200,LN,1,921,9,9
2000,feijao,400,400,128,90,320,3.2,-0.1,LN,1,1311,10,8
2001,feijao,360,360,115,81,319,6.7,-0.2,LN,0,838,18,6
2002,feijao,40,40,27,32,675,133.9,111.3,N,0,941,7,7
