ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,60,84,0,1400,-15.3,,1101,LN,1,-1.9,,,
1975,arroz,,60,84,0,1400,-5.3,0,1160,N,0,-0.2,,,
1976,arroz,,42,84,0,2000,49,42.9,1221,LN,0,-1.1,,,
1977,arroz,,60,84,0,1400,12.9,-30,1286,EN,0,1.1,,,
1978,arroz,,45,54,0,1200,2.1,-14.3,1354,EN,0,1.1,,,
1979,arroz,,37,34,0,919,-19.8,-23.4,1426,N,0,0.2,,,
1980,arroz,,20,27,0,1350,17.4,46.9,1502,EN,0,0.7,,,
1981,arroz,,15,18,0,1200,0.2,-11.1,1582,N,0,0.2,857,9,4
1982,arroz,,25,26,0,1040,-18.3,-13.3,1666,N,0,0,514,17,5
1983,arroz,,18,21,0,1167,-16.3,12.2,1755,EN,1,2.5,902,8,3
1984,arroz,,10,17,0,1700,6.4,45.7,1848,LN,0,-1,805,8,15
1985,arroz,,10,24,0,2400,29,41.2,1946,LN,0,-1,652,11,3
1986,arroz,,7,14,0,2000,-6.9,-16.7,2050,N,0,-0.2,484,16,6
1987,arroz,,2,2,0,1000,-60.1,-50,2159,EN,1,1.5,883,10,14
1988,arroz,32,32,80,0,2500,-13.1,150,2273,EN,0,0.9,710,17,16
1989,arroz,32,32,164,0,5125,57.9,105,2394,LN,1,-1.9,644,10,3
1990,arroz,47,47,203,0.0011,4319,18.6,-15.7,2522,N,0,0,484,13,10
1991,arroz,47,47,181,0.0075,3851,-2.6,-10.8,2656,EN,0,0.5,755,10,14
1992,arroz,120,120,600,0.2053,5000,19.6,29.8,2797,EN,1,2.1,725,19,8
1993,arroz,49,49,220,1.4193,4490,2.2,-10.2,2945,N,0,0.3,628,6,11
1994,arroz,66,66,118,24,1788,-60.1,-60.2,3102,N,0,0.3,976,9,6
1995,arroz,66,66,198,47,3000,-32.8,67.8,3267,EN,0,1.4,787,9,9
1996,arroz,10,10,10,3,1000,-78,-66.7,3440,LN,0,-0.9,655,13,15
1999,arroz,135,135,607,180,4496,-13,,4019,LN,1,-1.6,522,10,5
2000,arroz,135,135,810,194,6000,10.6,33.4,4232,LN,1,-1.6,676,11,7
2001,arroz,150,97,534,139,5505,-4.3,-8.2,4457,LN,0,-0.7,979,10,4
2002,arroz,97,97,194,69,2000,-67.5,-63.7,4694,N,0,-0.3,748,8,14
2004,arroz,200,200,1400,875,7000,0.9,,5207,N,0,0.3,695,19,5
2005,arroz,200,200,1500,578,7500,4,7.1,5483,EN,0,0.7,550,14,16
2006,arroz,160,160,1200,420,7500,0.8,0,5775,LN,0,-0.8,714,14,17
2007,arroz,120,120,900,360,7500,-1.9,0,6082,EN,0,0.9,648,9,16
2008,arroz,120,120,900,630,7500,-3.9,0,6405,LN,1,-1.5,605,9,4
2009,arroz,120,120,960,576,8000,0.9,6.7,6745,LN,0,-0.8,867,9,3
2010,arroz,120,120,960,499,8000,-0.3,0,7104,EN,1,1.6,1101,9,23
2011,arroz,40,40,240,101,6000,-25.7,-25,7481,LN,1,-1.6,733,12,22
2012,arroz,35,35,210,118,6000,-25.8,0,7879,LN,0,-1,589,10,51
2013,arroz,35,35,280,183,8000,-0.8,33.3,8298,N,0,-0.4,714,7,32
2014,arroz,40,40,320,218,8000,-0.1,0,8739,N,0,-0.3,917,16,37
2015,arroz,40,40,320,224,8000,1,0,9203,EN,0,0.6,1045,9,18
1974,cana,,10,230,0,23000,0.7,,21361,LN,1,-1.5,,,
1975,cana,,10,160,0,16000,-27.9,-30.4,21164,N,0,-0.1,,,
1976,cana,,10,270,0,27000,24.7,68.8,20970,LN,0,-1,,,
1977,cana,,10,250,0,25000,18.1,-7.4,20778,EN,0,1,,,
1978,cana,,9,207,0,23000,10.8,-8,20593,EN,0,0.9,,,
1979,cana,,9,180,0,20000,-2.1,-13,20421,N,0,0.2,,,
1980,cana,,2,40,0,20000,-0.8,0,20269,EN,0,0.6,,,
1981,cana,,2,40,0,20000,0.1,0,20148,N,0,0,857,9,4
1982,cana,,10,200,0,20000,0.7,0,20069,N,0,0.1,514,17,5
1983,cana,,10,200,0,20000,0.9,0,20042,EN,1,2.5,902,8,3
1984,cana,,20,278,0,13900,-29.9,-30.5,20077,LN,0,-0.5,805,8,15
1985,cana,,15,210,0,14000,-30.1,0.7,20178,LN,0,-0.8,652,11,3
