ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,1700,2040,0,1200,22.5,,LN,1,,,
1975,arroz,,1700,2040,0,1200,12.8,0,N,0,,,
1976,arroz,,1700,1462,0,860,-24.9,-28.3,LN,0,,,
1977,arroz,,1700,1462,0,860,-29.8,0,EN,0,,,
1978,arroz,,1200,1440,0,1200,-7.8,39.5,EN,0,,,
1979,arroz,,1050,1470,0,1400,2,16.7,N,0,,,
1980,arroz,,1260,1764,0,1400,-3,0,EN,0,,,
1981,arroz,,750,1125,0,1500,-0.8,7.1,N,0,841,10,5
1982,arroz,,300,540,0,1800,14.4,20,N,0,1434,11,1
1983,arroz,,300,480,0,1600,-2.6,-11.1,EN,1,1205,9,12
1984,arroz,,300,480,0,1600,-6.1,0,LN,0,1018,12,13
1985,arroz,,200,400,0,2000,16.2,25,LN,0,1855,15,4
1986,arroz,,201,324,0,1612,-6.1,-19.4,N,0,1109,13,4
1987,arroz,,8,23,0,2875,67.7,78.4,EN,1,892,14,11
1988,arroz,211,211,330,0,1564,-8.2,-45.6,EN,0,1265,12,9
1989,arroz,131,131,246,1e-04,1878,11.1,20.1,LN,1,846,14,5
1990,arroz,126,126,201,0.0014,1595,-5,-15.1,N,0,858,18,11
1991,arroz,163,163,274,0.0148,1681,1.2,5.4,EN,0,1181,7,8
1992,arroz,213,213,351,0.1413,1648,-0.2,-2,EN,1,1200,16,0
1993,arroz,214,214,356,4.5331,1664,1,1,EN,0,1068,15,2
1994,arroz,216,216,364,98,1685,2.2,1.3,N,0,1164,15,14
1995,arroz,189,189,311,111,1646,-1.2,-2.4,EN,0,875,14,13
1996,arroz,190,190,312,125,1642,-2.9,-0.2,LN,0,931,16,7
1997,arroz,119,119,194,69,1630,-5,-0.7,N,0,1503,8,1
1998,arroz,119,119,194,54,1630,-6.6,0,EN,1,1035,16,23
1999,arroz,24,24,50,12,2083,17,27.8,LN,1,1031,10,12
2000,arroz,44,44,80,19,1818,0.3,-12.7,LN,1,1201,13,6
2001,arroz,48,48,93,25,1938,4.4,6.6,LN,0,956,20,8
2002,arroz,47,47,88,23,1872,-1.8,-3.4,N,0,1333,9,1
2003,arroz,5,5,8,3,1600,-16.8,-14.5,EN,1,1160,17,7
2004,arroz,10,10,30,14,3000,58.9,87.5,N,0,1404,10,0
2005,arroz,8,8,24,12,3000,63.2,0,EN,0,1529,17,1
2006,arroz,7,7,15,9,2143,20.6,-28.6,LN,0,746,23,12
2007,arroz,7,7,15,7,2143,26.3,0,EN,0,1321,9,0
2008,arroz,6,6,7,4,1167,-28,-45.6,LN,1,841,18,11
2009,arroz,5,5,6,3,1200,-22.7,2.9,LN,0,1583,9,6
2010,arroz,5,5,6,3,1200,-18.7,0,EN,1,856,15,8
2011,arroz,4,4,4,2,1000,-28.2,-16.7,LN,1,1529,15,2
2012,arroz,6,6,9,6,1500,15.3,50,LN,0,1202,16,1
2013,arroz,5,5,8,5,1600,32.8,6.7,LN,0,980,16,15
2014,arroz,8,8,8,6,1000,-9.6,-37.5,N,0,768,14,2
2015,arroz,8,8,8,7,1000,-0.1,0,EN,0,671,19,18
1974,cana,,7764,303668,0,39112,7.8,,LN,1,,,
1975,cana,,8866,266000,0,30002,-21.4,-23.3,N,0,,,
1976,cana,,5952,130000,0,21841,-45.4,-27.2,LN,0,,,
1977,cana,,6163,163512,0,26531,-36.3,21.5,EN,0,,,
1978,cana,,2900,139200,0,48000,11.1,80.9,EN,0,,,
1979,cana,,1200,57600,0,48000,7.5,0,N,0,,,
1980,cana,,1900,91200,0,48000,4.2,0,EN,0,,,
1981,cana,,2000,96000,0,48000,1.4,0,N,0,841,10,5
1982,cana,,2100,100800,0,48000,-1.1,0,N,0,1434,11,1
1983,cana,,2150,129000,0,60000,20.7,25,EN,1,1205,9,12
1984,cana,,2150,107500,0,50000,-1.1,-16.7,LN,0,1018,12,13
1985,cana,,1350,67500,0,50000,-2.2,0,LN,0,1855,15,4
1986,cana,,1350,67500,0,50000,-3.6,0,N,0,1109,13,4
1987,cana,,1350,67500,0,50000,-5.7,0,EN,1,892,14,11
1988,cana,1420,1420,82360,1e-04,58000,6.6,16,EN,0,1265,12,9
1989,cana,1150,1150,57500,5e-04,50000,-10.4,-13.8,LN,1,846,14,5
1990,cana,872,872,49704,0.0127,57000,0.1,14,N,0,858,18,11
1991,cana,820,820,50020,0.0736,61000,5.2,7,EN,0,1181,7,8
1992,cana,820,820,50020,0.7531,61000,3.3,0,EN,1,1200,16,0
1993,cana,836,836,50160,12.5309,60000,0.2,-1.6,EN,0,1068,15,2
1994,cana,840,840,50400,413,60000,-0.4,0,N,0,1164,15,14
1995,cana,850,850,59500,629,70000,16.1,16.7,EN,0,875,14,13
1996,cana,880,880,52800,558,60000,-0.8,-14.3,LN,0,931,16,7
1997,cana,1386,1386,51975,772,37500,-38.1,-37.5,N,0,1503,8,1
1998,cana,1386,1386,51975,785,37500,-37.9,0,EN,1,1035,16,23
1999,cana,800,800,41600,624,52000,-14.3,38.7,LN,1,1031,10,12
2000,cana,800,800,41600,624,52000,-15.6,0,LN,1,1201,13,6
2001,cana,800,800,52000,1038,65000,3.4,25,LN,0,956,20,8
2002,cana,800,800,52000,1196,65000,1.3,0,N,0,1333,9,1
2003,cana,800,800,52000,1570,65000,-0.5,0,EN,1,1160,17,7
2004,cana,780,780,50700,1521,65000,-2.8,0,N,0,1404,10,0
2005,cana,698,698,54793,1734,78500,14.1,20.8,EN,0,1529,17,1
2006,cana,768,768,54260,1725,70651,0.6,-10,LN,0,746,23,12
2007,cana,768,768,54260,1769,70651,-0.4,0,EN,0,1321,9,0
2008,cana,768,768,54260,1780,70651,-1,0,LN,1,841,18,11
2009,cana,768,768,54260,1845,70651,-1,0,LN,0,1583,9,6
2010,cana,768,768,54260,1844,70651,0,0,EN,1,856,15,8
2011,cana,783,783,55436,3603,70799,2,0.2,LN,1,1529,15,2
2012,cana,783,783,55436,3603,70799,3.8,0,LN,0,1202,16,1
2013,cana,783,783,55436,3160,70799,6,0,LN,0,980,16,15
2014,cana,565,565,35030,2522,62000,-4.7,-12.4,N,0,768,14,2
2015,cana,477,477,29574,1590,62000,-2.8,0,EN,0,671,19,18
2016,cana,477,477,29574,1875,62000,-1.6,0,EN,1,838,20,20
2017,cana,950,950,54150,4332,57000,-8.5,-8.1,LN,0,937,14,6
2018,cana,935,935,53000,4240,56684,-8.3,-0.6,LN,0,1045,22,11
2019,cana,933,933,54114,4329,58000,-5.7,2.3,EN,0,785,11,20
2020,cana,970,970,58200,4732,60000,-2.3,3.4,N,0,1083,9,13
2021,cana,790,790,45820,6438,58000,-5.7,-3.3,LN,1,1184,12,10
2022,cana,710,710,42600,6113,60000,-3.1,3.4,LN,0,1128,20,3
