ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1993,cana,1300,702,17550,12.4073,25000,-26.1,,N,0,71,45,0
1994,cana,2300,2100,105000,727,50000,34.6,100,N,0,278,17,0
1995,cana,1500,1500,60000,600,40000,-0.2,-20,EN,0,169,29,0
1996,cana,520,504,16514,297,32766,-23.1,-18.1,LN,0,221,26,0
1997,cana,1800,1700,85000,2040,50000,11.6,52.6,N,0,445,17,0
1998,cana,1800,1200,36000,864,30000,-35.6,-40,EN,1,109,41,5
1999,cana,2000,2000,50000,1118,25000,-47.9,-16.7,LN,1,189,34,0
2000,cana,1800,1494,74700,1494,50000,1.8,100,LN,1,348,15,0
2001,cana,2000,1660,83000,1660,50000,0.5,0,LN,0,255,21,0
2002,cana,4000,2000,1e+05,2096,50000,-0.2,0,N,0,531,14,0
2003,cana,2000,2000,1e+05,3510,50000,-0.2,0,EN,0,416,22,1
2004,cana,2000,2000,1e+05,3121,50000,0,0,N,0,604,21,0
2005,cana,2000,2000,1e+05,3833,50000,0,0,EN,0,138,25,0
2006,cana,2000,2000,1e+05,4400,50000,-0.1,0,LN,0,153,31,0
2007,cana,2000,2000,1e+05,4037,50000,-0.2,0,EN,0,329,31,0
2008,cana,2000,2000,1e+05,3500,50000,-0.2,0,LN,1,366,23,1
2009,cana,2000,2000,1e+05,5201,50000,0.2,0,LN,0,390,25,6
2010,cana,2000,2000,1e+05,6667,50000,0.9,0,EN,1,302,18,11
2011,cana,2000,2000,1e+05,6667,50000,2.2,0,LN,1,334,14,0
2012,cana,500,500,22500,1490,45000,-6.9,-10,LN,0,262,14,0
2013,cana,1000,1000,47000,2839,47000,-1.9,4.4,N,0,189,12,0
2014,cana,1000,1000,47000,2914,47000,-1.4,0,N,0,324,15,0
2015,cana,1000,1000,47000,3384,47000,-1.9,0,EN,0,289,8,0
2016,cana,700,700,35000,3640,50000,3.6,6.4,EN,1,437,26,2
2017,cana,700,700,30100,2408,43000,-11.9,-14,N,0,159,20,5
2018,cana,700,700,35000,2975,50000,1.3,16.3,LN,0,281,21,2
2019,cana,700,700,35000,3325,50000,0.6,0,EN,0,346,13,3
2020,cana,600,600,33000,3518,55000,10.1,10,EN,0,231,23,13
2021,cana,700,700,35000,5489,50000,-0.1,-9.1,LN,0,209,13,0
2022,cana,700,700,35000,5810,50000,-0.3,0,LN,0,357,14,14
2023,cana,700,700,35000,5775,50000,-0.1,0,LN,0,408,7,16
2024,cana,700,700,35000,5719,50000,0.2,0,EN,1,377,13,28
1993,feijao,150,110,15,0.2167,136,-4.3,,N,0,71,45,0
1994,feijao,130,120,45,22,375,45.8,175,N,0,278,17,0
1995,feijao,90,90,34,19,378,11.3,0.7,EN,0,169,29,0
1996,feijao,70,70,28,23,400,2.3,5.9,LN,0,221,26,0
1997,feijao,100,100,40,23,400,0,0,N,0,445,17,0
1998,feijao,100,20,8,4,400,-1.3,0,EN,1,109,41,5
1999,feijao,15,15,6,4,400,-0.5,0,LN,1,189,34,0
2000,feijao,50,50,21,27,420,10.4,5,LN,1,348,15,0
2001,feijao,50,15,5,6,333,-3,-20.6,LN,0,255,21,0
2002,feijao,80,80,21,14,262,-14.6,-21.2,N,0,531,14,0
2003,feijao,80,80,21,27,262,-2,0,EN,0,416,22,1
2004,feijao,40,30,7,10,233,1.5,-11.1,N,0,604,21,0
2010,feijao,2,2,1,2,500,35.2,,EN,1,302,18,11
2011,feijao,100,100,40,96,400,1.4,-20,LN,1,334,14,0
2018,feijao,20,20,8,20,400,-14.8,,LN,0,281,21,2
2021,feijao,4,4,2,8,500,1.9,,LN,0,209,13,0
2022,feijao,4,4,2,13,500,0.5,0,LN,0,357,14,14
2023,feijao,4,4,2,15,500,-0.8,0,LN,0,408,7,16
1993,milho,100,80,16,0.1455,200,,,N,0,71,45,0
1994,milho,80,80,40,3,500,,150,N,0,278,17,0
1995,milho,60,60,30,5,500,,0,EN,0,169,29,0
1996,milho,50,50,25,6,500,,0,LN,0,221,26,0
1997,milho,80,80,40,6,500,,0,N,0,445,17,0
1998,milho,80,20,10,2,500,,0,EN,1,109,41,5
1999,milho,20,20,10,1,500,,0,LN,1,189,34,0
2000,milho,70,70,42,10,600,,20,LN,1,348,15,0
2001,milho,70,25,10,3,400,,-33.3,LN,0,255,21,0
2002,milho,100,100,12,3,120,,-70,N,0,531,14,0
2003,milho,100,100,30,15,300,,150,EN,0,416,22,1
2010,milho,10,10,3,1,300,,,EN,1,302,18,11
2011,milho,10,10,5,2,500,,66.7,LN,1,334,14,0
