ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,fase,forte,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,1500,1800,0,1200,-4.3,,LN,1,,,
1975,arroz,,1547,2320,0,1500,-0.7,25,N,0,,,
1976,arroz,,1577,2337,0,1482,-14.8,-1.2,LN,0,,,
1977,arroz,,1577,3370,0,2137,10.1,44.2,EN,0,,,
1978,arroz,,1600,3760,0,2350,11.1,10,EN,0,,,
1979,arroz,,1569,3687,0,2350,3.6,0,N,0,,,
1980,arroz,,1098,2580,0,2350,-1.9,0,EN,0,,,
1981,arroz,,879,3252,0,3700,48.4,57.5,N,0,838,18,12
1982,arroz,,330,951,0,2882,11.8,-22.1,N,0,1257,10,6
1983,arroz,,350,980,0,2800,7.1,-2.8,EN,1,667,16,33
1984,arroz,,551,1398,0,2537,-3.6,-9.4,LN,0,820,12,48
1985,arroz,,576,1509,0,2620,-1.2,3.3,LN,0,1333,19,24
1986,arroz,,581,1333,0,2294,-13.5,-12.4,N,0,685,12,61
1987,arroz,,132,647,0,4902,82.8,113.6,EN,1,676,12,37
1988,arroz,515,506,1421,0,2808,1.8,-42.7,EN,0,877,24,61
1989,arroz,685,675,1800,3e-04,2667,-6.5,-5,LN,1,659,14,42
1990,arroz,645,645,1913,0.0105,2966,1,11.2,N,0,421,19,50
1991,arroz,645,645,1913,0.0608,2966,-1.8,0,EN,0,910,17,14
1992,arroz,645,529,1853,0.5438,3503,12.4,18.1,EN,1,774,8,17
1993,arroz,645,510,1913,10.6015,3751,17.6,7.1,EN,0,756,21,35
1994,arroz,670,670,1920,211,2866,-11.1,-23.6,N,0,743,15,62
1995,arroz,700,700,1050,175,1500,-53.7,-47.7,EN,0,430,26,85
1996,arroz,200,200,360,79,1800,-44.7,20,LN,0,744,17,69
1997,arroz,400,400,1350,349,3375,4,87.5,N,0,1255,9,12
1998,arroz,450,450,1320,370,2933,-9.6,-13.1,EN,1,673,15,82
1999,arroz,650,650,2200,572,3385,3.4,15.4,LN,1,663,19,63
2000,arroz,750,750,2450,490,3267,-1.4,-3.5,LN,1,836,13,24
2001,arroz,750,750,2450,735,3267,-1.7,0,LN,0,648,21,74
2002,arroz,650,650,2150,671,3308,0.3,1.3,N,0,969,6,17
2003,arroz,620,620,2059,1139,3321,2.2,0.4,EN,1,825,15,60
2004,arroz,600,600,1980,1188,3300,3.4,-0.6,N,0,1005,21,36
2005,arroz,700,700,2270,856,3243,5,-1.7,EN,0,908,14,42
2006,arroz,700,700,2340,936,3343,12.1,3.1,LN,0,778,34,57
2007,arroz,600,600,1440,720,2400,-16.9,-28.2,EN,0,990,12,30
2008,arroz,600,600,1440,720,2400,-13.9,0,LN,1,518,24,67
2009,arroz,500,500,1350,810,2700,-1.4,12.5,LN,0,831,22,50
2010,arroz,500,500,1280,742,2560,-6.5,-5.2,EN,1,599,28,96
2011,arroz,350,350,950,570,2714,-1.9,6,LN,1,1000,21,34
2012,arroz,350,350,975,546,2786,-1.6,2.6,LN,0,695,14,36
2013,arroz,320,320,870,665,2719,-7.1,-2.4,LN,0,710,16,54
2014,arroz,320,320,870,870,2719,-10.9,0,N,0,1361,11,20
2015,arroz,150,150,525,525,3500,8.7,28.7,EN,0,416,39,42
2016,arroz,25,25,90,108,3600,5.2,2.9,EN,1,388,22,101
1974,cana,,50,1250,0,25000,28.3,,LN,1,,,
1975,cana,,60,1500,0,25000,8.9,0,N,0,,,
1976,cana,,60,1500,0,25000,-4.6,0,LN,0,,,
1977,cana,,60,1500,0,25000,-14.5,0,EN,0,,,
1978,cana,,60,1500,0,25000,-22,0,EN,0,,,
1979,cana,,60,1500,0,25000,-27.8,0,N,0,,,
1980,cana,,60,1500,0,25000,-32.4,0,EN,0,,,
1981,cana,,60,1500,0,25000,-36.1,0,N,0,838,18,12
1982,cana,,4,184,0,46000,12.1,84,N,0,1257,10,6
1983,cana,,4,184,0,46000,7.7,0,EN,1,667,16,33
1984,cana,,4,184,0,46000,4,0,LN,0,820,12,48
1985,cana,,4,184,0,46000,0.9,0,LN,0,1333,19,24
1986,cana,,4,184,0,46000,-1.3,0,N,0,685,12,61
1987,cana,,4,184,0,46000,-2,0,EN,1,676,12,37
1988,cana,4,4,184,0,46000,-1.4,0,EN,0,877,24,61
1989,cana,13,12,552,0,46000,-0.4,0,LN,1,659,14,42
1990,cana,12,12,552,4e-04,46000,0.3,0,N,0,421,19,50
1991,cana,12,12,552,4e-04,46000,0.8,0,EN,0,910,17,14
1992,cana,12,12,552,0.004,46000,1.5,0,EN,1,774,8,17
1993,cana,12,12,552,0.1982,46000,1.9,0,EN,0,756,21,35
1994,cana,12,12,552,4,46000,2.3,0,N,0,743,15,62
