ano,cultura,area_plantada_ha,area_colhida_ha,producao_t,valor_mil_reais,rend_kg_ha,anom_rend_pct,delta_rend_pct,tend_gam_log,fase,forte,roni_pico,chuva_out_mar_mm,veranico_max_out_mar,dias_tmax34_out_mar
1974,arroz,,5,15,0,3000,,,,LN,1,-1.9,,,
1975,arroz,,1,1,0,1000,,-66.7,,N,0,-0.2,,,
1976,arroz,,5,15,0,3000,,200,,LN,0,-1.1,,,
1984,arroz,,1,6,0,6000,,,,LN,0,-1,727,8,20
1974,cana,,18,252,0,14000,105.8,,14522,LN,1,-1.5,,,
1975,cana,,15,210,0,14000,33.2,0,13607,N,0,-0.1,,,
1976,cana,,15,210,0,14000,-0.1,0,12937,LN,0,-1,,,
1977,cana,,15,210,0,14000,-19,0,12701,EN,0,1,,,
1978,cana,,15,210,0,14000,-31.1,0,13081,EN,0,0.9,,,
1979,cana,,25,350,0,14000,-39.5,0,14255,N,0,0.2,,,
1980,cana,,10,120,0,12000,-53.4,-14.3,16417,EN,0,0.6,,,
1981,cana,,40,600,0,15000,-46.7,25,19751,N,0,0,802,13,4
1982,cana,,40,800,0,20000,-34,33.3,24347,N,0,0.1,474,21,7
1983,cana,,80,4000,0,50000,55.1,150,30029,EN,1,2.5,841,12,3
1984,cana,,52,1573,0,30250,-11,-39.5,36206,LN,0,-0.5,727,8,20
1985,cana,,80,4000,0,50000,40.8,65.3,41889,LN,0,-0.8,634,13,4
1986,cana,,80,6400,0,80000,117.3,60,46008,N,0,-0.3,501,16,13
1987,cana,,15,600,0,40000,5.3,-50,47901,EN,1,1.6,855,13,20
1988,cana,60,60,2400,0,40000,2.5,0,47612,EN,0,0.7,681,18,21
1989,cana,60,60,2400,0,40000,0.7,0,45795,LN,1,-1.7,681,8,9
1990,cana,60,60,2400,0.002,40000,0,0,43334,N,0,0.2,487,13,11
1991,cana,20,20,800,0.0036,40000,0,0,40993,EN,0,0.6,751,8,17
1992,cana,20,20,800,0.0284,40000,0,0,39256,EN,1,2.3,723,19,16
1993,cana,20,20,800,0.7505,40000,0,0,38321,EN,0,0.5,608,6,12
1994,cana,20,20,800,46,40000,0,0,38172,N,0,0.3,988,9,10
1995,cana,18,18,720,40,40000,0,0,38642,EN,0,1.3,776,8,13
1996,cana,20,20,800,48,40000,0,0,39467,LN,0,-0.9,690,13,18
1997,cana,20,20,800,52,40000,0,0,40339,N,0,-0.2,719,14,12
1998,cana,10,10,400,26,40000,0,0,40981,EN,1,2.2,1044,10,6
1999,cana,20,20,800,49,40000,0,0,41222,LN,1,-1.5,473,11,14
2000,cana,20,20,800,44,40000,0,0,41033,LN,1,-1.7,539,15,8
2001,cana,20,20,800,38,40000,0,0,40529,LN,0,-0.6,913,10,15
2002,cana,20,20,800,53,40000,0,0,39901,N,0,-0.1,748,8,18
